id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","GiGO福島南","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72791083 140.4671033"
"id_shop_dc2d248ebb8f944c7a671fb971881ad0","dc2d248ebb8f944c7a671fb971881ad0","GiGOデイズタウンつくば","つくば市竹園1-9-2デイズタウンつくばB1F","つくば駅徒歩5分デイズタウンつくばB1F","070-1459-0875","10:00～24:00","無休","36.07768145 140.1153322"
"id_shop_318a188355a94d66dc86040934f382a4","318a188355a94d66dc86040934f382a4","スタジオプリモ水戸店","水戸市宮町1-2-4マイム1F","","070-6983-6155","","","36.371502 140.477417"
"id_shop_0e2685d9f1b94ebaa4910e5b0f387886","0e2685d9f1b94ebaa4910e5b0f387886","フリスポ下館店","筑西市神分472","国道50号を下館から小山方面へ10分","0296-22-7552","","","36.30255879 139.9564543"
"id_shop_54694780f3b5bc644fc3f08b4dbdddda","54694780f3b5bc644fc3f08b4dbdddda","大田原スポーツランド","那須塩原市一区町104-60","大田原ゴルフセンター入口付近(パチンコニラク前)","0287-36-7137","10:00～翌2:00","無し","36.85195131 139.9934495"
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661"
"id_shop_8f8498df7ce389566fcb8d1af8b42a55","8f8498df7ce389566fcb8d1af8b42a55","ラウンドワン大宮店","さいたま市大宮区宮町4-90-7","JR「大宮駅」下車徒歩10分","048-658-5666","10:00～23:50、[土日祝]6:00～23:50","無し","35.91078012 139.6254963"
"id_shop_ac142ee4b9d7535e03da86a08da22ad1","ac142ee4b9d7535e03da86a08da22ad1","アミューズメントクラブ浦和","さいたま市浦和区仲町1-10-7","浦和駅西口徒歩8分","048-814-0200","10:00～23:45","無し","35.86027333 139.6535096"
"id_shop_c522a52cbaf30606407bbe64ed87a6b0","c522a52cbaf30606407bbe64ed87a6b0","ラウンドワン入間店","入間市小谷田3-7-25","西武池袋線入間市駅 下車","042-960-1521","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.82812299 139.3755366"
"id_shop_45bb1f260ffe977472ee7eb9855c81e4","45bb1f260ffe977472ee7eb9855c81e4","小川ヤングボウル","比企郡小川町大字青山749","","0493-72-3666","","","36.05027979 139.2618425"
"id_shop_953b03524cf111a0991559548f56824e","953b03524cf111a0991559548f56824e","ビリヤードウェアハウス草加店","草加市稲荷2-36-33","草加産業道路沿いウェアハウス草加店隣り","048-930-5033","10:00～24:00","無し","35.83027597 139.8209349"
"id_shop_e6b1c87f7494aef42a1b738b7213b637","e6b1c87f7494aef42a1b738b7213b637","ラウンドワンわらび店","蕨市北町5-1-6","中仙道「北町4」交差点すぐ","048-447-8080","10:00～23:50、土日祝8:00～23:50","無し","35.83078787 139.6742521"
"id_shop_b0b39de4dbd80621f193a172955b5c37","b0b39de4dbd80621f193a172955b5c37","ラウンドワンさいたま･鴻巣店","鴻巣市箕田3163-7","国道17号「箕田」交差点東","048-595-2001","10:00～24:00","無し","36.08064011 139.4902201"
"id_shop_d5c7b961162830a661a670711109d48e","d5c7b961162830a661a670711109d48e","ラッキー中央店(フェリシダ)","千葉市中央区富士見2-8-1","JR千葉駅より徒歩5分","043-222-5610","9:00～24:50","無し","35.61028144 140.1182438"
"id_shop_e3fe90a25ff5c803bb52f61adb10f9e7","e3fe90a25ff5c803bb52f61adb10f9e7","スタジオプリモ本八幡店","市川市八幡2-15-10パティオ本八幡5F","","047-711-3534","","","35.72122007 139.9274269"
"id_shop_2dbda0efb0bd10d7a710d1f03062a8a9","2dbda0efb0bd10d7a710d1f03062a8a9","ラウンドワン市川鬼高店","市川市鬼高4-1-3","県道283号「市川インター北側」交差点すぐ","047-320-3801","10:00～24:00","無し","35.711239 139.927465"
"id_shop_5e5cc6b64b6ca8c3166b20e1f698c98b","5e5cc6b64b6ca8c3166b20e1f698c98b","イスカンダル木更津店","木更津市潮見4-1-2","木更津市役所より車で1分","0120-010-267","10:00～24:00","無し","35.36956684 139.9172944"
"id_shop_e25f655b3725cd9f6ba6f5b889a77278","e25f655b3725cd9f6ba6f5b889a77278","ゲームガリバー柏","柏市柏1-1-11 B1F","JR柏駅東口および南口マルイ地下1階","04-7164-9818","8:30～23:00","無し","35.86153036 139.970926"
"id_shop_513bc083677a54d369d2393b42dac9ad","513bc083677a54d369d2393b42dac9ad","東京レジャーランド秋葉原店","千代田区外神田1-9-5","JR秋葉原駅徒歩5分","03-5298-1360","10:00～25:00","無し","35.69887947 139.7701404"
"id_shop_370cc7107d989e2f061a032f64ee5869","370cc7107d989e2f061a032f64ee5869","ゲームサファリ大山","板橋区大山東町60-10パチンコやすだ2F","東武東上線大山駅徒歩1分","03-5248-4743","10:00～24:00","無し","35.74900603 139.7022497"
"id_shop_dfd5509b51ca72a1f496ce1022eaafb5","dfd5509b51ca72a1f496ce1022eaafb5","ドットコム","江戸川区中葛西3-35-5","東京メトロ東西線 葛西駅そば","03-3804-0141","10:00～24:00","店舗にお問合わせください","35.66435788 139.8722306"
"id_shop_94d9b072e95d1117e7e9c90521dbfff2","94d9b072e95d1117e7e9c90521dbfff2","ラウンドワン町田店","町田市森野1-13-14","JR/小田急「町田駅」下車徒歩1分","042-710-0091","10:00～翌0:50","無し","35.54409488 139.4432407"
"id_shop_6f570f9aa2b4baa7243dbbebb27f8052","6f570f9aa2b4baa7243dbbebb27f8052","GiGO綱島","横浜市港北区綱島西2-6-29城田ビル3F","","045-547-1199","","","35.5364623 139.6324113"
"id_shop_b61565520299919f01b71b7f8cddd278","b61565520299919f01b71b7f8cddd278","ラウンドワン横浜駅西口店","横浜市西区南幸2-8-16","横浜駅西口より、パルナードを200m、ビブレ南側","045-412-0880","8:00～23:50、土日祝6:00～23:50","無し","35.46393717 139.6180549"
"id_shop_cd09b9e9460785557be8e87852306235","cd09b9e9460785557be8e87852306235","GiGO相模大野","相模原市南区相模大野3-13-2フレスコビル2F","","042-741-8195","","","35.532177 139.436075"
"id_shop_910fe8db0124ac508740a9585be02f13","910fe8db0124ac508740a9585be02f13","プレイハウスエリナ","新潟市西蒲区津雲田640","JR「岩室駅」より車で5分。駅より国道116号を南下し国道沿い右側。","0256-82-4541","","","37.71741366 138.8908286"
"id_shop_e2802a592a42a4422c8a59f12c382809","e2802a592a42a4422c8a59f12c382809","アピナ長岡店","長岡市堺東町22","国道8号線長岡バイパス堺交差点近く","0258-22-5510","10:00～24:00","無し","37.45794202 138.8125194"
"id_shop_9fd8499b24994304ddb7795751e0bc86","9fd8499b24994304ddb7795751e0bc86","トヤマレジャーランド呉羽店","富山市高木字貝塚2054","県道44号線沿い呉羽本町交差点を富山方面方向に車で3分","076-434-5336","一部24時間営業","無し","36.71545083 137.1579046"
"id_shop_92827658601f8b91607b24e08cc8ab70","92827658601f8b91607b24e08cc8ab70","ユーズランド高岡店","高岡市下伏間江383イオンモール高岡2F","イオン高岡SC2FJR高岡駅よりバスで10分能越自動車道高岡ICより東へ約3km","0766-27-2411","10:00～21:00","無し","36.72378877 137.016935"
"id_shop_644e25cc61054b5533773b06004c40bb","644e25cc61054b5533773b06004c40bb","バイパスレジャーランド加賀店","加賀市箱宮町ヲ1-1","国道8号線加賀産業道路終点近く","0761-74-8007","一部24時間営業","無し","36.32515503 136.4113746"
"id_shop_9ce0168c2a5f8ed86e3b815705d18377","9ce0168c2a5f8ed86e3b815705d18377","ラウンドワン金沢店","金沢市横川6-120-1","北鉄石川線 押野駅下車 東南東へ徒歩5分","076-245-1850","月9:00～23:50 火～金10:00?23:50、土日祝6:00～23:50","無し","36.54211559 136.626054"
"id_shop_831001cdff140b5a1b270db7fef79413","831001cdff140b5a1b270db7fef79413","バイパスレジャーランド藤江本館","金沢市藤江南2-41","国道8号線沿い藤江交差点近く","076-268-3798","一部24時間営業","無し","36.58397239 136.621523"
"id_shop_df9ba4be42cf2849d7ec70bfac406fa1","df9ba4be42cf2849d7ec70bfac406fa1","アピナ松本","松本市双葉19-10","国道19号線沿い、イトーヨーカドーそば","0263-24-1133","10:00～24:00","無し","36.21052692 137.9610526"
"id_shop_5d9b2dbb066aa7075b9370cdaf146a04","5d9b2dbb066aa7075b9370cdaf146a04","アミューズメントスペースコミ丸アリババ大垣店","大垣市池尻町940-1","関が原バイパス沿い","050-3575-0530","10:00～24:00","無し","35.38404596 136.5956139"
"id_shop_4968394e0fca38d22b300548bc85667d","4968394e0fca38d22b300548bc85667d","ゲームファンタジアン柳津店","岐阜市柳津町上佐波西3-68","岐阜県ふれあい会館から南に4分","058-279-0085","一部24時間営業","無し","35.37596826 136.7145391"
"id_shop_29599c71020dc09ff3429c7eac13b9f5","29599c71020dc09ff3429c7eac13b9f5","ラウンドワン浜松店","浜松市中央区天王町諏訪1981-17","浜松ICより約15分イオン浜松市野ショッピングセンター南","053-461-1101","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","34.73795995 137.7638799"
"id_shop_99ec26adbe6b3516118b355a91d7d644","99ec26adbe6b3516118b355a91d7d644","ラウンドワン静岡･駿河店","静岡市駿河区向手越1-10-1","静岡駅より国道1号「常盤2」を右折、本通りを左折安倍川橋を渡り1Km","054-201-1601","10:00～24:00","無し","34.950991 138.360524"
"id_shop_c84c06f18d1cd7b8f9bd95ecc17d1ea2","c84c06f18d1cd7b8f9bd95ecc17d1ea2","楽市街道022名古屋店1F","北名古屋市中之郷字神明45-1-1F","22号線バイパス沿い","0568-27-2622","10:00～24:00","無し","35.23957843 136.848742"
"id_shop_5586f5a287be7c30026c3a7f48a7cd21","5586f5a287be7c30026c3a7f48a7cd21","キングジョイ","名古屋市中区栄3-3-32","地下鉄栄駅徒歩3分","052-241-9515","9:00～24:00","無し","35.16797694 136.9050444"
"id_shop_5da62880b3323e1740c6f45614fee0b1","5da62880b3323e1740c6f45614fee0b1","ADXマミー岡崎店","岡崎市井田新町6-1","","0564-83-6262","","","34.97692806 137.161659"
"id_shop_fa2c434efa57beee6ed5c9797ba783bf","fa2c434efa57beee6ed5c9797ba783bf","ゲームファンタジアン岡崎店","岡崎市錦町2-4","国道248号線沿い、愛知環状線北岡崎駅から徒歩3分","0564-66-0505","9:00～24:00","無し","34.97365547 137.1600268"
"id_shop_dce765e8fca9cf16d2432417a99c5dac","dce765e8fca9cf16d2432417a99c5dac","ADXマミー春日井出川店","春日井市不二が丘1-5","","0568-54-8590","","","35.26729521 137.012739"
"id_shop_d6c3552b0b4fc0968bfeaf0be2dd65ca","d6c3552b0b4fc0968bfeaf0be2dd65ca","ユーズランド東浦","知多郡東浦町大字緒川字旭13-2イオンモール東浦2F","イオン東浦SC2FJR緒川駅より徒歩5分知多半島道路東浦知多ICより約4km","0562-82-2782","10:00～23:00","無し","34.97885364 136.9741411"
"id_shop_b6cbb9268ef4ef779cbc59bd16d61a3b","b6cbb9268ef4ef779cbc59bd16d61a3b","ラウンドワン豊橋店","豊橋市大岩町字岩田27-2","","0532-65-2212","10:00～23:50 土日祝9:00～23:50","JR「二川駅」より徒歩約10分","34.7239242 137.4323261"
"id_shop_874b47ed9bdcf25b0f43e0b5b7647328","874b47ed9bdcf25b0f43e0b5b7647328","ラウンドワンみえ川越IC店","三重郡川越町大字南福崎851-1","伊勢湾岸道みえ・川越IC出口すぐ","059-361-2130","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.02319916 136.6836502"
"id_shop_86858cd9cbb83eecd6b5d045294778db","86858cd9cbb83eecd6b5d045294778db","アピナ四日市店","四日市市泊小柳町4-34","","059-349-5011","","","34.94000426 136.6070666"
"id_shop_0a3c49950ac548d89ee722117950b29f","0a3c49950ac548d89ee722117950b29f","アミューズメントスペースコミ丸四日市店","四日市市鵜の森1-3-19","","0748-72-7848","","","34.96631 136.61633"
"id_shop_95e0d8e3c8ca522c3ef889ac36996da1","95e0d8e3c8ca522c3ef889ac36996da1","ゲームディーノ彦根店","彦根市西沼波町166","名神高速彦根IC下車車10分","0749-21-0073","10:00～24:00","無し","35.25868777 136.2653241"
"id_shop_1d1355ffd1edb3421f2026be77b4de64","1d1355ffd1edb3421f2026be77b4de64","京都寺町 a-cho","京都市中京区東大文字町302A-breakビル2-3F","阪急京都線「河原町駅」下車徒歩3分","075-251-2323","10:00～24:00","無し","35.00445684 135.7667997"
"id_shop_45dcb92699d6f9d2a4a22a3a3153e21d","45dcb92699d6f9d2a4a22a3a3153e21d","G-palaあべの店","大阪市阿倍野区阿倍野筋3-10-1あべのベルタ2F","阿倍野交差点近く","06-6648-6626","10:00～24:00","無し","34.6426363 135.5113991"
"id_shop_3ec41bbd9bd8e6e455fb34ba6f7430d3","3ec41bbd9bd8e6e455fb34ba6f7430d3","ラウンドワン守口店","守口市佐太東町2-6-14ジャガーグリーン2F","旧1号沿い中央環状線「大日」交差点東へ車で1分","06-6907-9270","平日10:00?23:50、土日祝6:00～23:50","無し","34.7562488 135.5886793"
"id_shop_97cf7dc588e999329356240dca58fff9","97cf7dc588e999329356240dca58fff9","Dino茨木店","茨木市永代町5ソシオビルB1F 110","阪急電鉄茨木駅徒歩1分","072-648-5222","9:00～24:00","無し","34.81751016 135.5756907"
"id_shop_858e4036185bee459f63371a3992b8db","858e4036185bee459f63371a3992b8db","アミューズメント ミール","三田市対中町5-21","神戸電鉄三田本町駅下車国道176号線側へ徒歩5分。車の場合はガリバー三田店より176号を三田方面へ、ブックプラザ三田店の向かい。","0795-64-5678","10:00～24:00","無し","34.88047252 135.2295927"
"id_shop_31ed4986f52df2a1a79055e3af90a06b","31ed4986f52df2a1a79055e3af90a06b","ラウンドワン加古川店","加古川市尾上町安田字小河原325番6号","明姫幹線沿い「安田交差点」すぐ","0794-29-2513","平日10:00?23:50、土日祝6:00～23:50","無し","34.74708002 134.836935"
"id_shop_44c1b8c1e87aa3577d22569e9fe66389","44c1b8c1e87aa3577d22569e9fe66389","ゲームアイビス太子店","揖保郡太子町太田2148-1","姫路バイパス太子ランプより相生方面へ車で5分","0792-77-2320","10:00～24:00","無し","34.83203126 134.6001053"
"id_shop_4567af7fcfdfba71ebf8bf517bde0c0d","4567af7fcfdfba71ebf8bf517bde0c0d","ラウンドワン三宮駅前店","神戸市中央区小野柄通り6-1-17","JR/阪急/阪神「三宮駅」下車徒歩5分","078-252-7200","10:00～24:00/土・日・祝9:00～24:00","無し","34.69403073 135.1973402"
"id_shop_d442d328b9e211312da1c8873f2b1aaa","d442d328b9e211312da1c8873f2b1aaa","トップラン","神戸市西区岩岡町古郷1474-1","第二神明道路大久保ICから車で5分","078-969-2700","10:00～24:00","無し","34.717655 134.928895"
"id_shop_95b62970f67eee8a5827ca5162031651","95b62970f67eee8a5827ca5162031651","アミューズメントCUE奈良三条店","奈良市三条町478-1","JR奈良駅から三条通りを東へすぐ","0742-25-5115","10:00～24:00","無し","34.68177805 135.8221257"
"id_shop_7ea4d3c4f456d31915a55bd9a442af5f","7ea4d3c4f456d31915a55bd9a442af5f","ラウンドワン奈良ミナーラ店","奈良市二条大路南1-3-1ミ･ナーラ5F","","0742-32-3900","","","34.685231 135.802224"
"id_shop_90264d8dbf8ecd7144d6091b856e641e","90264d8dbf8ecd7144d6091b856e641e","オートパーラーやすぎ","安来市西荒島町33","JR荒島駅徒歩15分国道9号線沿い","0854-28-8502","10:00～23:45","無し","35.43243772 133.1914366"
"id_shop_e06e9edc1602137ff21f5eefc06991f3","e06e9edc1602137ff21f5eefc06991f3","ファンタジスタ","倉敷市新倉敷駅前5-194","JR西日本山陽本線「新倉敷」駅から南西に徒歩10分","086-526-0438","12:00～24:00","店舗にお問合わせください","34.5583269 133.6767549"
"id_shop_6913d63fdb0cd9a53df2086f78e81584","6913d63fdb0cd9a53df2086f78e81584","ラウンドワン広島店","広島市中区立町3-11","ひろしま国際ホテルとなり","082-545-8910","月9:00～23:50、火～金10:00～23:50 土日祝6:00～23:50","無し","34.39365895 132.4600423"
"id_shop_601b01a42a7d0ac056a5963ec86d003a","601b01a42a7d0ac056a5963ec86d003a","タイトーステーション広島紙屋町店","広島市中区紙屋町2-2-21","広島電鉄 紙屋町西電停より徒歩2分","082-544-3961","平日10:00～24:00 土日祝9:00～24:00","無し","34.394034 132.456154"
"id_shop_83404df7a5cfec5ae1d23dc26d4dbb4f","83404df7a5cfec5ae1d23dc26d4dbb4f","ゲームスポットSPEED","周南市久米3219","","0834-36-2828","9:00～24:00","無し","34.03418509 131.8347616"
"id_shop_227568f95509829e54e8808f34f6013f","227568f95509829e54e8808f34f6013f","アレックス","宇部市西宇部南3-5-53","","0836-39-3587","9:00～24:00","","33.999394 131.220089"
"id_shop_11f7f999a56b6eca7b46fcefd30b3678","11f7f999a56b6eca7b46fcefd30b3678","アミューズメントパークMG伊予三島店","四国中央市中之庄町汐汲道75-1","","0896-72-7177","","","33.97450223 133.5286622"
"id_shop_5033a41c922cebdcc5d47f234f7ba005","5033a41c922cebdcc5d47f234f7ba005","アミューズメントパークMGキスケ店","松山市宮田町4キスケボール1F内ゲームコーナー","JR松山駅より徒歩3分","089-933-2737","","無し","33.84135404 132.753158"
"id_shop_9eb59489b42e780fdefd4bd26f460a92","9eb59489b42e780fdefd4bd26f460a92","ラウンドワン松山店","松山市東長戸1-3-10","伊予鉄バス「東長戸」停留所下車、北へ50m、最初の交差点左折後350m直進 国道196号線交差点(ローソン有)を更に左折後350m","089-911-5511","10:00～24:00","無し","33.8664873 132.751593"
"id_shop_922499a19abda9935ebc5ecfb675dcc6","922499a19abda9935ebc5ecfb675dcc6","ラウンドワン高知店","高知市南宝永町4-12","土佐電鉄「宝永町」駅より徒歩約5分","088-804-3070","10:00～24:00","無し","33.55793713 133.554676"
"id_shop_81549cfc1ecfb13812d976ed577d454b","81549cfc1ecfb13812d976ed577d454b","ラウンドワン福岡天神店","福岡市中央区天神2-6-12","岩田屋本館向かい","092-720-8101","6:00～深夜0:50","無し","33.58960223 130.3968402"
"id_shop_0d07008fb48b3776bfa875605ff0b1b4","0d07008fb48b3776bfa875605ff0b1b4","遊道楽 嘉瀬店","佐賀市嘉瀬町大字中原2488-1","207号線沿い","0952-40-0952","11:00～24:00","無し","33.24215325 130.2565663"
"id_shop_67b6c33a2dd41ed4aea310685c059554","67b6c33a2dd41ed4aea310685c059554","ラウンドワン熊本店","熊本市西区春日7-25-15","県道28号線沿い 田崎市場方面平成けやき通りより新蓮台寺地下道をくぐり、西廻りバイパスを右折、田崎市場方面","096-325-7200","月9:00～23:50 火～金10:00～23:50、土日祝6:00～23:50","無し","32.78499883 130.6775647"
"id_shop_80d6eb561700b822c19cd65ed3ba9392","80d6eb561700b822c19cd65ed3ba9392","ユーズランド三光店","中津市三光佐知1032イオン三光SC2F","","0979-43-6562","","","33.559002 131.192857"
"id_shop_cceec975725732596acc966dad2a0ead","cceec975725732596acc966dad2a0ead","トライセン中津店","中津市下池永67-3","","0979-85-0688","10:00～24:00","無し","33.58950451 131.2110968"
"id_shop_9754f793b818f1d6817538d4ad7d527c","9754f793b818f1d6817538d4ad7d527c","タイトーFステーションセントポルタ大分店","大分市中央町2-1-1","","097-533-2716","","","33.235334 131.606448"
"id_shop_440fa6f9bba5bba1eaa984372c30bcbc","440fa6f9bba5bba1eaa984372c30bcbc","ラウンドワン鹿児島宇宿店","鹿児島市宇宿2-2-2","産業道路沿い、南港南口交差点 宇宿(うすき)","099-284-0655","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","31.54388304 130.5427759"
"id_shop_ead702b8e2d766dcda19ff6508fb3ecd","ead702b8e2d766dcda19ff6508fb3ecd","ラウンドワン沖縄･宜野湾店","宜野湾市真志喜3-28-8","宜野湾バイパスコンベンションセンター前","098-870-2110","10:00～23:50 土日祝6:00?23:50","無し","26.27580261 127.7310389"
