name,address,loc_id,latitude&longitude,pcb_count
"namco中野","東京都 中野区 中野 5-52-15　中野ブロードウェイ別館","BlQ9dEVrA_Oj20-Ywyri5Q","35.709104 139.666118",8
"namco池袋","東京都 豊島区 東池袋 1-22-10　ヒューマックスパビリオン池袋サンシャイン60通り1F","jFeULgmmhH-7muXm7pMcnw","35.72968 139.715769",8
"ゲームパニック秋葉原","東京都 千代田区 外神田 1-13-1　Akihabara ex","rjRsDH0axSLSSQ9B4xO5wA","35.698852 139.7716",6
"東京レジャーランド秋葉原","東京都 千代田区 外神田 1-9-5","YlXs7PTJ5d1KKhc6E0qvcA","35.698854 139.770105",6
"GiGO 大森","東京都 大田区 山王 2-1-5　大森駅ララビル2F","qjSW1JBzYceqBvnOnUsiig","35.589944 139.728434",6
"GiGO 総本店","東京都 豊島区 東池袋 1-13-6","TzT3X8yKwuVVbfYS6FNJ1g","35.729531 139.71471",6
"ゲームプラザセントラル八王子","東京都 八王子市 東町 12-15　第五セントラルビル","Z_52hsJrffyzWMqIs5C-Og","35.658037 139.338151",6
"Hey","東京都 千代田区 外神田 1-10-5　廣瀬本社ビル","_QJ_v7QJD6_3GmPsuxTnrw","35.699033 139.770942",4
"東京レジャーランド秋葉原2号","東京都 千代田区 外神田 4-3-3　ミナミビル6・7F","Fkt_NpDF1gcaMOz7dpSMqA","35.700784 139.771886",4
"タイトーステーション新宿南口ゲームワールド","東京都 新宿区 新宿 3-35-8","kjwJcVqJoOp6fCNeraaMCg","35.689921 139.702309",4
"ゲームパニック新宿歌舞伎町","東京都 新宿区 歌舞伎町 1-20-1　ヒューマックスパビリオン新宿歌舞伎町1F・2F","kogiSusW_Xa8raSLz4QVYA","35.695809 139.701513",4
"GiGO新宿西口","東京都 新宿区 西新宿 1-12-5　西口三平ビル","QBMUwlBi9EUfqaBNd-XFZQ","35.689487 139.697409",4
"GiGO 渋谷宮益坂","東京都 渋谷区 渋谷 1-14-14　EST渋谷東口会館1F","2xEHM65OS8rDRV9Enc_Whw","35.660016 139.70259",4
"ラウンドワン池袋","東京都 豊島区 東池袋 1-14-1　池袋スクエア内","XVFBqLGoGGtHLD-_2pm7tQ","35.730001 139.714862",4
"GiGO 赤羽駅前","東京都 北区 赤羽 1-2-4","ENHwoDol8N96gUob6ofMcw","35.778251 139.721592",4
"プラサカプコン吉祥寺","東京都 武蔵野市 吉祥寺本町 1-10-1　いなりやビルB1F","m5Fn3xvt1CTW_CexoKpzqA","35.705349 139.579089",4
"GiGO 町田","東京都 町田市 原町田 6-13-17　アーバンミサワビルB1・1F","p_8gYsYmf71ucHkZWTjV6w","35.543868 139.446982",4
"タイトーステーション町田","東京都 町田市 原町田 6-21-23　松山ビル","WTq6n5ZpC40Z8CPuEWRrXA","35.542694 139.448454",4
"Amusement＆Game MAGHREB","東京都 多摩市 落合 1-39-2　マグレブビル1F","3f2m-WCjPzKI_MasZEjnNw","35.624544 139.425617",4
"アドアーズ上野アメ横","東京都 台東区 上野 4-9-14　上野K.K.ビルB1～4F","_Yws2EzN95JD_MlHXBz4qA","35.709553 139.774222",3
"シルクハット蒲田西口","東京都 大田区 西蒲田 7-2-3　第二醍醐ビルB1～2F","ZFlsXGcII04t-cmIufQU_g","35.563073 139.715965",3
"アドアーズ中野","東京都 中野区 中野 5-52-15　中野ブロードウェイ1F　185","-NoWkNoJwRiNep1LBnGxtA","35.709207 139.665622",3
"namco王子サンスクエア","東京都 北区 王子 1-4-1　サンスクエアビル2F","7QH3F8Il6P_PZfkdDdFTrg","35.752995 139.738881",3
"シルクハット八王子","東京都 八王子市 旭町 2-5　八王子ツインタワービルA館","uCuTGy2TKkyo_DKTEyQwGg","35.656307 139.338427",3
"新宿スポーツランド本館","東京都 新宿区 新宿 3-22-12","YElI7xKKPkVecrB1Yf0BtA","35.693126 139.701829",2
"GiGO 神楽坂","東京都 新宿区 神楽坂 2-11　第2カグラヒルズ1F","eODcmAvB7oiXpnqG3r8_yg","35.701037 139.742011",2
"アドアーズ浅草","東京都 台東区 浅草 1-42-4　パシフィックコート浅草B1・1F","vej3pd48eMKhUc4RyQa-Gw","35.713231 139.793467",2
"タイトーステーション錦糸町楽天地","東京都 墨田区 江東橋 4-27-14　楽天地ビルB1F","oERfbDdmSSmABdi_f-U2Vg","35.696498 139.815807",2
"アドアーズ亀戸","東京都 江東区 亀戸 5-2-6　サンエービル1～5F","cwCi9f1M_FyyJTXuymC4iw","35.698954 139.825841",2
"ラウンドワン南砂","東京都 江東区 南砂 6-7-15　南砂町SCトピレックプラザ4F","wtvj3IWp4Y3zTXdJHHQYog","35.671914 139.835959",2
"ラウンドワンスタジアムダイバーシティ東京プラザ","東京都 江東区 青海 1-1-10　ダイバーシティ東京プラザ6F　61000番","DR-gIODZjvd0wOxtt8Sklg","35.62514 139.775394",2
"ソユーザウルスワールド大森","東京都 大田区 大森北 2-13-1　イトーヨーカドー大森店3F","Tdz5gso00z1Kmy4Vu0UaSw","35.586479 139.733046",2
"GiGO 池上","東京都 大田区 池上 6-2-3　松山ビル2F","UrybCfG7VA7e2Q_ySXZ3kg","35.572664 139.702127",2
"アミューズメントスペースASO:VIBA！","東京都 渋谷区 恵比寿 1-10-5　三恵エビスビル2・3F","FFmEzNE2SNEmuVWU8Yywpg","35.646809 139.710968",2
"アピナ荻窪","東京都 杉並区 上荻 1-13-10　ハクサンビル","AKbzQtbQxbTAACYifp4ABQ","35.705014 139.618174",2
"ゲームスタジオキューブ高円寺","東京都 杉並区 高円寺南 4-26-12　福丸ビルB1F","mirODnjHkJm2DgjAYFT80g","35.70493 139.649513",2
"ゲームW","東京都 豊島区 南長崎 5-27-6","SJTfTmHPxS6xeskbr9uzQA","35.7292 139.682885",2
"東京レジャーランド池袋","東京都 豊島区 東池袋 1-29-1　サントロペ池袋2・3F","S3_B7xA2Tj-RCDAqAoEhDA","35.730489 139.716445",2
"タイトーステーション池袋西口","東京都 豊島区 西池袋 1-15-9","bOP7azTcoAY7m5DWVD9WwA","35.73055 139.709742",2
"GiGO 赤羽","東京都 北区 赤羽 1-7-9　赤羽第一葉山ビルB1F","xghdJL0PpJS_PJ719smIVg","35.779017 139.722347",2
"GiGO 成増","東京都 板橋区 成増 2-17-24　五曠第6ビル","oNbBERUpz-gXjHPUUaLyhg","35.777458 139.631261",2
"ラウンドワンスタジアム板橋","東京都 板橋区 相生町 16-13","6uH9mqwjq-ezWQbDb6cFsg","35.776626 139.678642",2
"ゲームパーク石神井公園","東京都 練馬区 石神井町 3-17-16","znVi0xnIOyxDSaOI1AhYQA","35.742783 139.604521",2
"ミラクルイン中村橋","東京都 練馬区 貫井 1-1-2　YKビル2F","zbk5tSAhBMM3jbB3cBoX0Q","35.737137 139.638356",2
"ウェアハウス入谷","東京都 足立区 入谷 7-8-11","8NcfMa5gz3-W39SpLji9Cw","35.80123 139.760975",2
"GiGO 竹の塚","東京都 足立区 竹の塚 6-8-6","hG35cxR2XNJmIno4y-RfkA","35.794751 139.792497",2
"東京レジャーランド亀有","東京都 葛飾区 亀有 3-21-2","7WeZp98sG5l5t298FDHPPA","35.765417 139.848012",2
"アドアーズ新小岩","東京都 葛飾区 新小岩 1-44-4　リバティビルB1～3F","6LLAHzMEASAvjK_ozDYSXg","35.716169 139.85813",2
"GiGO 船堀","東京都 江戸川区 船堀 1-6-11","F0m56VLrB_9JV-XVDwEOWw","35.684804 139.863907",2
"GiGO 西葛西","東京都 江戸川区 西葛西 5-1-14　第一保志ビル","22ncYCzeXPyf8D8UDEmr9w","35.665297 139.859269",2
"ドラマ八王子高倉","東京都 八王子市 高倉町 55-4","KIdCTp9vgKMB1pOWen-b8Q","35.665072 139.366486",2
"タイトーステーション立川北口","東京都 立川市 曙町 2-4-5","Yih1CoKG2xSObe7uo60VVw","35.69911 139.412096",2
"GiGO 立川","東京都 立川市 柴崎町 3-2-1　サザンビル1F","l1PJ2RhdSrzlUBvi1hI1ow","35.69751 139.41462",2
"ラウンドワン吉祥寺","東京都 武蔵野市 吉祥寺本町 1-11-22","Yuo1s49iDiztJYkC7i3vrA","35.706302 139.58078",2
"東京レジャーランド吉祥寺","東京都 武蔵野市 吉祥寺本町 1-3-7　YSビルB1～4F","nAU8y234GWkWLkAsxdpmlQ","35.703598 139.578705",2
"ラウンドワン府中本町駅前","東京都 府中市 本町 1-13-3　カネタビル","Tk0mfSgQLoQ1yJXInOLHlg","35.66724 139.477378",2
"アドアーズ仙川","東京都 調布市 仙川町 2-21-12　VICビル7　1～3F","r-qoNkjNS-0akdAPimoKXA","35.662492 139.584094",2
"GiGO 調布","東京都 調布市 布田 4-2-4","0A7nzWOnXbkzhigGVlB_bw","35.650985 139.544231",2
"ラウンドワン町田","東京都 町田市 森野 1-13-14","lRJjNr5TpAmhIptlbQXoKw","35.543953 139.443243",2
"タイトーステーション国分寺","東京都 国分寺市 本町 3-5-11","vfwnTBMykKE4MtOGLeikWg","35.701926 139.480042",2
"ユーズランド日の出","東京都 西多摩郡日の出町 平井字三吉野桜木 237-3　イオンモール日の出3F","epO3RpifzpZpLxfF1iasgQ","35.734965 139.275355",2
"タイトーステーション秋葉原","東京都 千代田区 外神田 4-2-2　貴三ビル","_eibz69Hb8bFn6hEZQmGMQ","35.700222 139.771718",1
"シルクハット川崎ダイス","神奈川県 川崎市川崎区 駅前本町 8　ダイスビルB2F","WbwlFMTjE71sKGogTo1c5w","35.531536 139.700121",8
"タイトーステーション横浜西口五番街","神奈川県 横浜市西区 南幸 1-12-9","yxzxsSQbWwWnWaXvuAOtwA","35.46473 139.619521",4
"ラウンドワン横浜駅西口","神奈川県 横浜市西区 南幸 2-8-16","iLHpYbDKF0BZL-z8dGegTw","35.463868 139.618045",4
"GiGO センター南","神奈川県 横浜市都筑区 茅ケ崎中央 3-25　aune港北1F","W-xCYkmE4lyJN6SsSKg6hA","35.544602 139.574639",4
"シルクハット川崎モアーズ","神奈川県 川崎市川崎区 駅前本町 7　川崎モアーズ1・2F","WMFhuhyYqB97ZnO74L8ySA","35.530567 139.699745",4
"タイトーステーション溝の口","神奈川県 川崎市高津区 溝口 1-11-8　OKKA634ビル1F","eY7_H2gIdEfHI6x8OJ8H8w","35.600144 139.612488",4
"ラウンドワンさいか屋横須賀","神奈川県 横須賀市 大滝町 1-13　さいか屋横須賀店内","eRqySWPI8CQgA2J-dgLaRw","35.282174 139.669628",4
"プラサカプコン横須賀","神奈川県 横須賀市 若松町 2-30　横須賀モアーズシティ4F","4B4XPEruyp_8pkZ0uX-9Ug","35.278321 139.67008",4
"シルクハット大船","神奈川県 鎌倉市 大船 1-24　大船駅前ビル1～3F","otcrs1raTlcj0Y7VIIIXxQ","35.353199 139.532566",4
"神奈川レジャーランド厚木","神奈川県 厚木市 戸室 5-31-1　アツギ・トレリス2F","o_SaLBY9p4_2lfp9Y3ro5g","35.448199 139.343033",4
"シルクハット伊勢佐木町","神奈川県 横浜市中区 伊勢佐木町 3-96　日活会館3F","3bWuQDdHOePICuG1SK56wA","35.44281 139.629984",3
"バンダイナムコ Cross Store 横浜","神奈川県 横浜市中区 新港 2-2-1　横浜ワールドポーターズビブレ2F","p6-3QZ8AM5V1Z0sj1mBqrw","35.454017 139.638763",3
"namcoラゾーナ川崎","神奈川県 川崎市幸区 堀川町 72-1　LAZONA川崎プラザ4F","JepYjIF4b83oo9KAFsFwBA","35.532821 139.696199",3
"namcoOSC湘南シティ","神奈川県 平塚市 代官町 33-1　OSC湘南シティ内","iURdWRx_bncPkhvF0ukncA","35.328715 139.357283",3
"タイトーステーション戸塚西口","神奈川県 横浜市戸塚区 戸塚町 4023","qPEde2NsqUOT7R5n1QDqUA","35.399521 139.53185",2
"ラウンドワン横浜綱島","神奈川県 横浜市港北区 樽町 2-6-40　T-PLATZ","f6Gz2DZZ45_Di1FNbogGAA","35.531998 139.637179",2
"GiGO綱島","神奈川県 横浜市港北区 綱島西 2-6-29　城田ビル1～3F","qlt9SDdZg6F2XuuT8v_h3w","35.536391 139.632862",2
"GiGO 新杉田","神奈川県 横浜市磯子区 杉田 1-1-1　らびすた新杉田2F","OLKTYMadAAtvWIItlgQmSw","35.385822 139.619279",2
"ドラマ港北インター","神奈川県 横浜市都筑区 東方町 321-6","7vwCKZ0ruNLUK-MPdfq5kQ","35.519334 139.584775",2
"タイトーFステーション向ヶ丘遊園","神奈川県 川崎市多摩区 登戸 2718-1","ifuqpcbwK9lgu2zCURVyVQ","35.616468 139.565075",2
"ラウンドワンスタジアム川崎大師","神奈川県 川崎市川崎区 殿町 1-5-1","IaOkkHseA-BKry96dQ2Wqg","35.538041 139.741716",2
"GiGO 相模原","神奈川県 相模原市中央区 中央 2-1-5　ムトス内","WMrnB_FuR_TpvfOUyfy0MQ","35.573574 139.371038",2
"GiGO 相模大野","神奈川県 相模原市南区 相模大野 3-13-2　東和ビル2・3F","9C7K-2_jTflBNREdgq967A","35.532209 139.435826",2
"アドアーズ橋本","神奈川県 相模原市緑区 橋本 3-3-1　SING橋本2F","YS5oS-yQQGQLIICVQtj6ww","35.594567 139.34882",2
"アドアーズ横須賀","神奈川県 横須賀市 本町 3-27　ベイスクエアよこすか一番館　横須賀APT1F","Kf4U1-oVznb3BZGpfI937g","35.280695 139.662279",2
"ラウンドワンららぽーと湘南平塚","神奈川県 平塚市 天沼 10-1　ららぽーと湘南平塚3F","GRo_mC02M87GF-6ttlHpOA","35.337941 139.356048",2
"ドラマ藤沢","神奈川県 藤沢市 本藤沢 5-6-8","RMX-dUCjpOYMZXuun0uTww","35.358127 139.468134",2
"楽市楽座湘南藤沢","神奈川県 藤沢市 辻堂新町 4-3-5　MrMax湘南藤沢SC2F","X8jTn_dm6aWKJe3IT8tFdA","35.339722 139.464091",2
"シルクハット本厚木","神奈川県 厚木市 中町 3-4-22　第二会田ビル2F","OF08CLy2ZYxo5YBHpXbdVg","35.440025 139.363029",2
"GiGO 本厚木","神奈川県 厚木市 中町 4-15-9","Ep8tBi7yccD3iMy9IQmm5w","35.439046 139.361906",2
"プレイランド大和鶴間","神奈川県 大和市 下鶴間 1-3-1　イトーヨーカドー大和鶴間店3F","w5I6X4CJoonyQr7PSdXbww","35.490509 139.457133",2
"アドアーズ大和店A館","神奈川県 大和市 大和東 1-4-3　大黒屋ビル1・2F","YDbiNkERtIuup42PF5Rg6w","35.470556 139.462345",2
"タイトーステーション海老名ビナウォーク","神奈川県 海老名市 中央 1-18-1　ビナウォーク6番館2F","p1BhZ0KnX4eNQCNYDIwiBA","35.452759 139.395683",2
"GiGO 海老名","神奈川県 海老名市 中央 1-4-31　海老名プラザビル1F","KxAMy5MG4-qR-fmzJMSeMg","35.451554 139.392542",2
"namco新潟","新潟県 新潟市中央区 南笹口 1-1-1　ひもろぎビル2F","u1MTTl5i_F7FWUKSJ1zXRA","37.908349 139.064062",6
"カプコサーカス新潟東","新潟県 新潟市東区 大形本町 3-1-2　イオン新潟東店内ゲームコーナー","_INsvFeP7CpdKNhIuNirQg","37.925141 139.114723",4
"タイトーFステーションイオン新潟西","新潟県 新潟市西区 小新南 2-1-10　イオン新潟西店3F","YZOZPARktXVDDYIaK8By8g","37.868425 138.994755",4
"タイトーFステーション燕三条","新潟県 燕市 井土巻 3-150　イオン県央店アメニティ棟1F","xlta14dMp9G6-c3r_3tWdg","37.651304 138.934961",4
"タイトーFステーション上越","新潟県 上越市 富岡 3524　J-MAXシアター内1F","38xbgYVvaTvabTSyLEmWvA","37.148192 138.259047",4
"ラウンドワンスタジアム新潟 ","新潟県 新潟市中央区 美咲町 2-1-38","UBZ7CvGInO9gbMiWlFrd9g","37.888165 139.017606",2
"メジャーロード黒埼","新潟県 新潟市西区 山田 3303","h8JdNNRcv--4DyoBv82BUA","37.868281 139.017348",2
"アピナ長岡","新潟県 長岡市 堺東町 22","Xx9pnqr56FJdIleelpltxg","37.457893 138.813153",2
"HapipiLand十日町","新潟県 十日町市 丑 735-1","NI_UUYDD00WXoITfRabp0w","37.136249 138.745643",2
"メジャーロード見附 WEST","新潟県 見附市 上新田町字下野沖 516-1","ezgJOEwX-ATGXfNh4cvYvg","37.543098 138.891447",2
"上越レジャーランボウル","新潟県 上越市 下門前 827-2","g8UVj9xJd4ZkJsc6bTL6Hw","37.164049 138.248975",2
"富山レジャーランド掛尾","富山県 富山市 掛尾町 360-1","l-6y0_ej1THHfyVgj0Cgwg","36.666032 137.20889",2
"アピナ富山豊田","富山県 富山市 豊田町 2-12-66","rZ-nNXYwETLGjY1DS5gu9Q","36.721033 137.235482",2
"トヤマレジャーランド呉羽","富山県 富山市 高木字貝塚 2054","6OgKrYA-qnAUW0DQ_6ljLA","36.71546 137.157923",2
"ユーズランド高岡","富山県 高岡市 下伏間江 383　イオンモール高岡2F","3maJuGQ8lsSZE3MZQZg6nw","36.723733 137.017289",2
"サービスエリアイン高岡","富山県 高岡市 下石瀬 857-1","AcAIewngKzSCvIzp6v6xsQ","36.76041 137.046322",2
"ゲームスポットアップル","富山県 魚津市 吉島 2-407-1","0mdIyC8oks0egF8Abo0xRw","36.826671 137.413994",2
"バイパスレジャーランド藤江新館","石川県 金沢市 藤江南 2-105","p9jy0M8iVdBbGW4nsRu-Cg","36.583762 136.62073",6
"ラウンドワンスタジアム金沢","石川県 金沢市 横川 6-120-1","MCoRt58vlEyflG2Q0QnI5g","36.542122 136.625998",2
"バイパスレジャーランド藤江本館","石川県 金沢市 藤江南 2-41","8ZLAOVSp9o2pKDS3giAPtw","36.584055 136.621554",2
"バイパスレジャーランド加賀","石川県 加賀市 箱宮町 ヲ1-1","YJfzyxCLj5be4RETqnaFpQ","36.325377 136.411336",2
"MIRAINOイオンモール白山","石川県 白山市 横江町 5001　イオンモール白山3F","iGiQhkLIZC02yHbTIpD-Jg","36.543113 136.585317",2
"福井レジャーランド板垣","福井県 福井市 下馬 3-112","ZWyJV2AbZSs5k6Pw9Z3Izg","36.042309 136.233763",2
"フクイレジャーランドワイプラザ","福井県 福井市 新保北 1-303　パワーシティフクイワイプラザB棟2F","WLk9eDt9x-cYYdo1xn80iQ","36.086962 136.249491",2
"GiGO 武生","福井県 越前市 新町 3字13-4　シピィタウン内","vdrljDhJDOOKnaNZEC_GFA","35.905187 136.153409",2
"ゲームパニック甲府","山梨県 甲府市 国母 5-20-24","7wX9Fw_tKIiJBrIGi8Y0Cw","35.64204 138.547361",4
"プラサカプコン甲府","山梨県 中巨摩郡昭和町 西条字北河原 3717","UzSf8ZyfrDUWq0Ymx_ERdQ","35.642872 138.546052",4
"ラウンドワンスタジアム長野","長野県 長野市 東和田 827-6","mtkQGduLJYTjzlLD9puRVQ","36.651115 138.225406",2
"アピナ松本","長野県 松本市 双葉 19-10","qed73OVsGkV6th9FBRftWw","36.210503 137.96155",2
"岐阜レジャーランド穂積","岐阜県 瑞穂市 稲里 630","1agMaI4AB6Bbll5yz2wxwg","35.384322 136.684567",4
"ACグランド茜部","岐阜県 岐阜市 茜部大川 1-77","jPwNjqwZCslQP_vXF_Gg3w","35.38305 136.746193",3
"MIRAINOイオンモール土岐","岐阜県 土岐市 土岐津町土岐口 中山1372-1　イオンモール土岐2F","S5XD8OEVvMYJ3fWCPzX0SQ","35.346769 137.154191",3
"モーリーファンタジーf 岐阜","岐阜県 岐阜市 正木中 1-2-1　マーサ21北館3F","K3hlYBNGk4tCFjWTWD6S1A","35.448447 136.744947",2
"ゲームピコ鵜沼","岐阜県 各務原市 鵜沼西町 3-309　イオンタウン各務原鵜沼内","HQaVPyhaNgkdhwlq_c2jZg","35.401622 136.933771",2
"ラウンドワンモレラ岐阜","岐阜県 本巣市 三橋 1100　モレラ岐阜2Fスノープラザ","fW2gQxdnbte1vICi7PDyfA","35.455211 136.672766",2
"GiGO サントムーン柿田川","静岡県 駿東郡清水町 玉川 61-2　サントムーン柿田川本館2F","tDPJ7aoBHdEBxayj5DNgjQ","35.109774 138.903001",4
"アップル新北街道","静岡県 静岡市葵区 沓谷 5-13-4","ZWsAHzLixCUK5En4Ci7HEA","34.99831 138.413438",3
"カプコンマークイズ静岡","静岡県 静岡市葵区 柚木 191　マークイズ静岡3F","VH61ayrgVeWZlVlYKNQ57A","34.984438 138.410411",2
"ラウンドワン静岡・駿河","静岡県 静岡市駿河区 手越 75","hMvPUTrgPP5NWj1bNbejwA","34.950979 138.360522",2
"ポート24浜松","静岡県 浜松市中央区 坪井町 4183-1","AViiQmqRZZoSLsbZKrvH_g","34.68015 137.644323",2
"ラウンドワンスタジアム浜松","静岡県 浜松市中央区 天王町字諏訪 1981-17","2TSaEN20zY4V3zgbrgdB6A","34.737486 137.763727",2
"プラサカプコン志都呂","静岡県 浜松市中央区 志都呂 2-37-1　イオンモール浜松志都呂3F","Ww-rnao5zP6GvFaRr2C_qA","34.696688 137.650923",2
"楽市楽座サンストリート浜北","静岡県 浜松市浜名区 平口 2861　サンストリート浜北2F","yb8RIeGXGOmavQgnTLmy7g","34.795749 137.761109",2
"アップル島田","静岡県 島田市 宝来町 8-5","qMsdAzutuOjEXVB6f6fg9w","34.826568 138.187363",2
"ラウンドワン富士","静岡県 富士市 八代町 4-15","FFyrJcdRyexXwn513WFnog","35.153123 138.693812",2
"モーリーファンタジーf 富士南","静岡県 富士市 鮫島 118-10　イオンタウン富士南2F","pAoxxQ56xzWjFYvDlHIhow","35.139725 138.675802",2
"アップルグランリバー大井川","静岡県 焼津市 下江留 1327","sx05dGBgbUm8FKGVGOwCdA","34.809874 138.273113",2
"アピナ焼津","静岡県 焼津市 道原 585","J4XS18eZYZosPz8KO6Lyaw","34.833567 138.306005",2
"GiGO 掛川","静岡県 掛川市 細田 248","RhCAHN7sK8RD4UAtY8erKA","34.773874 137.98533",2
"GiGO 袋井","静岡県 袋井市 川井 1142-1","fybuIak5m5Rxz5CSHESp6w","34.746338 137.911439",2
"namco名古屋駅前","愛知県 名古屋市中村区 椿町 6-6　ビックカメラ名古屋駅西店B1・6F","dGBPFCUskxBgPVYyY5JuGg","35.170332 136.879418",8
"ゲームパニック大須","愛知県 名古屋市中区 大須 3-30-93　メガタウンB1F","jk53mkKF2xxohgpltWpEEg","35.160031 136.905377",6
"タイトーステーションフェドラ大須","愛知県 名古屋市中区 大須 3-30-31　萬松寺駐車場ビル1・2F","sCDewv3uX1El61Xv5vvVxw","35.159477 136.905435",4
"ゲーム・キング・ジョイ","愛知県 名古屋市中区 栄 3-3-32","_HZmOYM6vTr7Ltes0gcchQ","35.167972 136.905001",4
"名古屋レジャーランド内田橋","愛知県 名古屋市南区 内田橋 2-26-22","xhWcqjaoG9OHvb7Zz7MgDg","35.113708 136.909819",4
"GiGO 金山","愛知県 名古屋市熱田区 金山 1-19-2","3-ORBrPCdQ-h4VpI8Mycsg","35.142681 136.902152",4
"ゲームパニック大高","愛知県 名古屋市緑区 忠治山 201　名古屋グランドボウルB2F","j2K-unC89HszP8F_031cYQ","35.048443 136.94959",4
"ゲームランド岡崎","愛知県 岡崎市 戸崎町字外山 38-5　イオンモール岡崎シネマ館3F","niqSaLiggk5aCUH1Fod82Q","34.939144 137.1632",4
"GiGO 北岡崎","愛知県 岡崎市 錦町 2-4","LBsjRSAKCdJtOP0xJkQ9Ag","34.973718 137.160074",4
"M&#39;sPARK豊田","愛知県 豊田市 寿町 3-21・22　トヨタグランドビル","eqdGKTa5ep0JrNzZU8uHrA","35.056708 137.140435",4
"バンダイナムコ Cross Store 名古屋","愛知県 名古屋市西区 二方町 40　mozoワンダーシティ4F　4053区画","puqXF_2m8qXf-HFa12sMMg","35.225419 136.884342",3
"プラサカプコン稲沢","愛知県 稲沢市 長野 7-1-2　リーフウォーク稲沢　モール棟2F　区画No.201","zl_Tyz36m7t6BcHpKMAJ2w","35.260748 136.81904",3
"コムテックスクウェア","愛知県 名古屋市中区 金山 1-16-8","cQRctRLqvj0NWvr-r5EluQ","35.143977 136.899905",2
"アピナ名古屋栄","愛知県 名古屋市中区 錦 3-17-15　ドン・キホーテ栄本店B1～B3F","Q_X3pEIII3-m3kW_i38Nxw","35.17021 136.906391",2
"ラウンドワンスタジアム中川1号線","愛知県 名古屋市中川区 法蔵町 2-23","kJ96BZIgAgy3qLH5CIEvXw","35.123644 136.863605",2
"コムテックタワー","愛知県 名古屋市中村区 名駅 4-10-20","F7ljdxdhKJx1C3ESSTcUXw","35.169428 136.885974",2
"GIGO マーケットスクエアささしま","愛知県 名古屋市中村区 平池町 4-60-14　マーケットスクエアささしま1F","-VKb5bpF1YJYJW5jKvAjtw","35.162623 136.884936",2
"ファンタジープラザ名古屋","愛知県 名古屋市北区 玄馬町 234-1　CROSS TOWN　ドン・キホーテ名古屋本店2F","lpod1NXrZ-3eyHzdqKwneA","35.22631 136.909502",2
"ラウンドワン千種","愛知県 名古屋市千種区 新栄 3-20-17　タイホウ千種駅南ビル8F","ZujUSFrVKFgkq1A0AMyMMA","35.168071 136.928005",2
"モーリーファンタジーf 新瑞橋","愛知県 名古屋市南区 菊住 1-7-10　イオンモール新瑞橋　イオン新瑞橋店3F","yqtry2mo9dZlIHOxc_BNjw","35.114709 136.93525",2
"プラサカプコン徳重","愛知県 名古屋市緑区 鳴海町 字徳重18-44　ヒルズウォーク徳重ガーデンズ　ガーデンズ棟2F","K2mljTuYK1p_b7UccDHAiQ","35.094389 136.999208",2
"ラウンドワンスタジアム豊橋","愛知県 豊橋市 大岩町字岩田 27-2","pKV8Q4SNthazlUGAKd1ENg","34.723701 137.432611",2
"GiGO 豊橋飯村","愛知県 豊橋市 飯村町西山 25-121","2XbCctfme1gFxSAgJpaLMw","34.749094 137.413873",2
"GiGO 岡崎","愛知県 岡崎市 上地 3-50-4","JJUKFKxqqu8AKFeYiXrzbg","34.911355 137.169312",2
"ADXマミー岡崎","愛知県 岡崎市 井田新町 6-1","WjOKnaPt8-R61FKbJJgF3w","34.977012 137.161699",2
"GiGO 尾西","愛知県 一宮市 篭屋 3-9-7　アソビックスびさい1F","uK9YXuilCH5wCvHvAXAEaw","35.309218 136.771521",2
"ラウンドワンスタジアム半田","愛知県 半田市 瑞穂町 6-7-8","auvseEKrmb62d-DqdpXXaA","34.885376 136.941376",2
"GiGO 春日井","愛知県 春日井市 岩野町 4180","FGp4SEhB9nT2NkBaS_X5wA","35.269869 136.960394",2
"豊川メトロポリス","愛知県 豊川市 下長山町上アライ 14-1","2KDJ_WbwTTgLhvmZt2ifuw","34.802475 137.384806",2
"MIRAINOイオンモール豊川","愛知県 豊川市 白鳥町兎足 1-16　イオン新豊川3F","L7a18TGqDxWxtuIfjxLV-w","34.825275 137.351273",2
"GiGO イオンタウン刈谷","愛知県 刈谷市 東境町京和 1　イオンタウン刈谷内","rYUoXzLtE2SOu7CX14RJfw","35.038808 137.026769",2
"M&#39;sPARK刈谷","愛知県 刈谷市 稲場町 3-206","sGJo2Mn_qYmmXOU6jzdQUw","35.005464 137.001438",2
"GiGO 豊田","愛知県 豊田市 深田町 1-65-1","utvRw5zMR8QOEKzMOGQA5g","35.067909 137.123833",2
"安城メトロポリス","愛知県 安城市 浜富町 6-8","voxcgXrCQKrVGA2EeiUJkQ","34.955195 137.097346",2
"GiGO 安城","愛知県 安城市 百石町 2-35-13","sMdP3MbrPQMXa3-zM6Y5DA","34.947393 137.073159",2
"アミューズファクトリー常滑","愛知県 常滑市 りんくう町 2-20-3　イオンモール常滑2F","xnp8nJaqYvWWMo8dwEzeDw","34.882341 136.826092",2
"ゲームアルカナ","愛知県 稲沢市 朝府町 2-33","tDl95pZUkUp57dQR6H-QLw","35.251863 136.778801",2
"ファンタジックランド高浜","愛知県 高浜市 神明町 8-20-1　Tぽーと2F","2nfzcDkk9U71AuXx04t_iQ","34.936403 137.001542",2
