shop,address,id,place
"ソユーゲームフィールド泉南","大阪府 泉南市 りんくう南浜 3-12　イオンモールりんくう泉南2F","rBrCKmY1RKqJnGGfbLi6Mg","34.38114702 135.2680707"
"ソユーゲームフィールド釜石","岩手県 釜石市 港町 2-51-41　イオンタウン釜石3F","-5JbKSsfwK-jpbgonWFYOw","39.271199 141.881805"
"ソユーファミリーゲームフィールド防府","山口県 防府市 鐘紡町 7-1　イオンタウン防府1F","d47HlNP1hE2xenuKBZGAmw","34.0482681 131.5902686"
"ソユーフォレストハンター松前","愛媛県 伊予郡松前町 筒井 850　エミフルMASAKI　エミアミューズ1F","FTZC2qTLmGnN5NUGpwJODA","33.78780595 132.7150798"
"タイトーFステーションオリナス錦糸町","東京都 墨田区 太平 4-1-2　オリナスモールB1F","RaZcGCcd8ZbHCrhGIY8zBA","35.70040074 139.8156488"
"タイトーFステーション上越","新潟県 上越市 富岡 3524　J-MAXシアター内1F","38xbgYVvaTvabTSyLEmWvA","37.148192 138.259047"
"トヤマレジャーランド呉羽","富山県 富山市 高木字貝塚 2054","6OgKrYA-qnAUW0DQ_6ljLA","36.71546024 137.157923"
"トライセン中津","大分県 中津市 下池永 67-3","1_D0lme-DE2HlI2YEUD-Tw","33.58965196 131.2110794"
"トライセン萩原","大分県 大分市 萩原 4-227-7　ACS3F","5OKjbT1PP9IdTzfNixBPxA","33.24908724 131.6437089"
"バイパスレジャーランド加賀","石川県 加賀市 箱宮町 ヲ1-1","YJfzyxCLj5be4RETqnaFpQ","36.32537744 136.4113355"
"ビデオゲームミュージアムロボット深谷","埼玉県 深谷市 上柴町西 4-12-1","AVzHYwB0ypjPaJSNDf26sQ","36.179653 139.2987764"
"ピタゴラス和歌山","和歌山県 和歌山市 土入 73-1","37jenbdchd9NKhFGndyfVQ","34.252872 135.145628"
"プレイランドキング円町","京都府 京都市中京区 西ノ京西円町 40","3Gwy9Ssv2qlH3G8FNC8OHg","35.01877235 135.7311863"
"モンキートリック","大阪府 寝屋川市 香里南之町 32-5　YNレジデンス香里2F","VwnYvgSVG-UR4-FFq8aZ_A","34.7832936 135.6287687"
"ユーズランド三光","大分県 中津市 三光佐知 1032　イオンモール三光2F","1p2m4QM5wYrYjDDoArIj5w","33.560431 131.192061"
"ラッキー佐倉","千葉県 佐倉市 井野 1475","yQCVD2gTLEUH8mwqFOVwLQ","35.71845135 140.1362264"
"ラッキー八千代店バッティングドーム","千葉県 八千代市 大和田新田 1088","yJlTTFVP-opRXgXssouStA","35.72450505 140.0673473"
"上越レジャーランボウル","新潟県 上越市 下門前 827-2","g8UVj9xJd4ZkJsc6bTL6Hw","37.1640489 138.2489754"
"千葉レジャーランド成東","千葉県 山武市 姫島 111-1","CCZZIs9jbUSX3K8jq5c0sA","35.5884342 140.3902745"
"千葉レジャーランド野田","千葉県 野田市 吉春 776-1","1WM0ORQybNaJjDQM1vRBqg","35.97145951 139.865334"
"名古屋レジャーランド大高","愛知県 名古屋市緑区 大高町字忠治山 12-1　名古屋グランドボウルB2F","j2K-unC89HszP8F_031cYQ","35.04844347 136.9495904"
"岐阜レジャーランド穂積","岐阜県 瑞穂市 稲里 630","1agMaI4AB6Bbll5yz2wxwg","35.38432231 136.6845667"
"嶺宝スポーツセンター","福島県 いわき市 小名浜住吉字折返 2-2","5pBipzAfXEIsyOD1QlAhQQ","36.97424088 140.890558"
"新宿スポーツランド本館","東京都 新宿区 新宿 3-22-12","YElI7xKKPkVecrB1Yf0BtA","35.693126 139.701829"
"東京レジャーランド秋葉原","東京都 千代田区 外神田 1-9-5","YlXs7PTJ5d1KKhc6E0qvcA","35.69885423 139.7701049"
"滋賀レジャーランド大津","滋賀県 大津市 におの浜 3-1-43","ma-2Lzmty6Hxy2QrJfPMTA","35.003934 135.883405"
"福井レジャーランド板垣","福井県 福井市 下馬 3-112","ZWyJV2AbZSs5k6Pw9Z3Izg","36.042309 136.233763"
"群馬レジャーランド伊勢崎","群馬県 伊勢崎市 連取町 3066-1","CKGHWsk5yZdwkIBFD-bnzw","36.3182978 139.1723371"
"群馬レジャーランド渋川","群馬県 渋川市 八木原 1364","sJrFI2wwg9TzeRk5UF9j8A","36.4742725 139.0153529"
"群馬レジャーランド藤岡","群馬県 藤岡市 中 2002-1","0vb1o0ASWfpswitcQmhDZg","36.27435334 139.0720868"
"群馬レジャーランド高崎駅東口","群馬県 高崎市 江木町 333-1　高崎EXビルB1・2F","ia42VZ7HlUikAtkExT3ysg","36.32988076 139.0129173"
