id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","スーパーノバ仙台利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135"
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","",""
"id_shop_1b6ebd593f4d866d4be2ca8abb94c710","1b6ebd593f4d866d4be2ca8abb94c710","ユーズランド大河原店","柴田郡大河原町字小島2-1フォルテ2F","","0224-51-1237","","","38.065153 140.737021"
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394"
"id_shop_4dbebcbd6747ba4c940ab5d2c58c9940","4dbebcbd6747ba4c940ab5d2c58c9940","ロックンボウル","秋田市広面字長沼301","","018-831-6900","10:00～翌5:00","無し","39.71725634 140.1434496"
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","スーパーノバ天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732"
"id_shop_64c72ea059cf68d6ad3ec118709c3a91","64c72ea059cf68d6ad3ec118709c3a91","ゲームゾーントレジャー吉原店","山形市前明石1352-5","ジャスコ山形南店側","023-646-9336","10:00～24:00","無し",""
"id_shop_5847a054e6d99b3865846eea56feb72c","5847a054e6d99b3865846eea56feb72c","ゲームゾーントレジャー新庄店","新庄市金沢沖1068ゼスト新庄店","新庄駅東口すぐそば","0233-22-9991","8:00～翌3:00","無し",""
"id_shop_14199ee45a17698ba623dd6e5dc6fd78","14199ee45a17698ba623dd6e5dc6fd78","アピナ鶴岡店","鶴岡市文下字広野1-1","","0235-29-1141","","","38.75839782 139.8439993"
"id_shop_68e31355a4b6578ade5b47789878c8cd","68e31355a4b6578ade5b47789878c8cd","嶺宝スポーツセンター","いわき市小名浜住吉字折返2-2","6号バイパス住吉交差点横","0246-58-8093","11:00～23:00","火曜日","36.97400283 140.8903913"
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","スーパーノバ会津","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191"
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354"
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","スーパーノバ福島","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72777476 140.4671878"
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し",""
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929"
"id_shop_5dceedeab4f1ab37b3e6ccfce0a10b16","5dceedeab4f1ab37b3e6ccfce0a10b16","namcoイオンタウン郡山店","郡山市松木町2-88イオンタウン郡山","","024-943-2715","","","37.389283 140.390809"
"id_shop_b60c5050c68c9cf00045402a6254f5c5","b60c5050c68c9cf00045402a6254f5c5","ゲームメガみらい平店","つくばみらい市陽光台1-14-1","みらい平駅前","0297-20-7070","9:30～24:00","無し",""
"id_shop_cc46293e13922d30910df91d3fd4d769","cc46293e13922d30910df91d3fd4d769","ゲームメガつくば店","つくば市小野崎177-2","","029-846-1200","","","36.07824 140.10428"
"id_shop_dc2d248ebb8f944c7a671fb971881ad0","dc2d248ebb8f944c7a671fb971881ad0","AMジャムジャムつくば店","つくば市竹園1-9-2デイズタウンつくばB1F","つくば駅徒歩5分デイズタウンつくばB1F","029-863-3760","10:00～24:00","無休","36.07768145 140.1153322"
"id_shop_675284c3ffd1b400d8bd183b63067f4f","675284c3ffd1b400d8bd183b63067f4f","アミューズビバ","ひたちなか市東大島2-11-111Fゲームコーナー","勝田駅東口より北へ1km","029-274-7311","","","36.40636031 140.5317325"
"id_shop_4239056cc44c43fd631159e17878c578","4239056cc44c43fd631159e17878c578","AMジャムジャムひたちなか本店新館","ひたちなか市田中後40-2","北関東自動車道 ひたちなかインターから車で約5分","029-263-7615","10:00～24:00","無し","36.34746899 140.5800737"
"id_shop_1c0c48cf7a252372413c7fd5794bec2c","1c0c48cf7a252372413c7fd5794bec2c","ピンクパンサー 下妻店","下妻市小島884-10","国道旧294号線沿い","0296-43-6880","12:00～24:00","無し","36.17067062 139.9664734"
"id_shop_ff550daad1fa57b20a57cf08d83ca6d7","ff550daad1fa57b20a57cf08d83ca6d7","ゲームパドック プラスワン","古河市小堤1916-1","国道125号、古河方面から下妻方面に走行、新幹線のガードをくくって500m左手","0280-98-5161","9:00～24:00","無し","36.2067047 139.7580433"
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958"
"id_shop_32ab165b7c80a472a0e4e261b647e86e","32ab165b7c80a472a0e4e261b647e86e","ピンクパンサー土浦店","土浦市木田余4585-3","","029-886-6467","","","36.106571 140.215204"
"id_shop_181006999e3cb70b50befba61863f1bd","181006999e3cb70b50befba61863f1bd","こころっこ日立店","日立市幸町1-16-1日立SC5F内プレビプレイランド","","0294-23-2046","","","36.5918049 140.6568276"
"id_shop_3d4a60c258b360a0ec49db6d65fd9d70","3d4a60c258b360a0ec49db6d65fd9d70","ゲームメガ日立店","日立市東多賀町5-10-10","常陸多賀駅徒歩5分","0294-32-1983","10:00～24:00","無し","36.54818909 140.6305166"
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138"
"id_shop_318a188355a94d66dc86040934f382a4","318a188355a94d66dc86040934f382a4","スタジオプリモ水戸店","水戸市宮町1-2-4マイム1F","","070-6983-6155","","","36.371502 140.477417"
"id_shop_52187d6b884861154b175c795fe64278","52187d6b884861154b175c795fe64278","GiGO水戸","水戸市宮町1-7-44コムボックス310 3F","","029-231-1002","","","36.369467 140.474532"
"id_shop_8f7b69cf7d99e8dc1f5f2947c0029f9c","8f7b69cf7d99e8dc1f5f2947c0029f9c","ピンクパンサー 水戸赤塚店","水戸市河和田1-1","JR水戸線 赤塚駅徒歩5分 フレスポ赤塚内","029-309-1983","10:00～24:00","無し","36.3807337 140.4136026"
"id_shop_d46892c6a7e439bdb18847d407250a47","d46892c6a7e439bdb18847d407250a47","ピンクパンサー 水戸けやき台店","水戸市酒門町3276-1","50号バイパス沿い","029-247-1983","10:00～24:00","無し",""
"id_shop_1af0afa210de42c1ecbd11ee32df6c65","1af0afa210de42c1ecbd11ee32df6c65","AMジャムジャム神栖店","神栖市神栖1-8-1","東関東自動車道:潮来I.Cから約10分","0299-90-0555","10:00～24:00","無し","35.89792811 140.6444633"
"id_shop_aad78c75cab8e6e4171af172b836941d","aad78c75cab8e6e4171af172b836941d","アピナ下館店","筑西市玉戸1012-3","R50号玉戸信号近く","0296-28-0033","10:00～24:00","無し","36.29325391 139.944075"
"id_shop_0e2685d9f1b94ebaa4910e5b0f387886","0e2685d9f1b94ebaa4910e5b0f387886","フリスポ下館店","筑西市神分472","国道50号を下館から小山方面へ10分","0296-22-7552","","",""
"id_shop_8fc5dab945ef9260b7a052c0b76e15f2","8fc5dab945ef9260b7a052c0b76e15f2","インターパークプラスワン","宇都宮市インターパーク6-5-1","国道4号線、北関東自動車道、宇都宮上三川インターインター降りてすぐ","028-657-6789","9:00～24:00","無し","36.48822111 139.9053211"
"id_shop_168ad6e01ff91c5b0b54a97cecb046ed","168ad6e01ff91c5b0b54a97cecb046ed","スタジオプリモ宇都宮店","宇都宮市曲師町2-8宇都宮フェスタ B1","","028-680-4466","","","36.56036 139.8824207"
"id_shop_0390231c20f98cc6f32930f3bcd36381","0390231c20f98cc6f32930f3bcd36381","ラウンドワン宇都宮店","宇都宮市江曽島町2072-1","宇都宮4号線 西原町・簗瀬ドンキホーテ様 西側","028-614-8171","平日10:00～23:50 土日祝6:00～23:50","無し","36.54080987 139.8868656"
"id_shop_a023f0b26ab95f166e55a54b2bbd02b0","a023f0b26ab95f166e55a54b2bbd02b0","シーサイドリゾート","宇都宮市睦町7-3","鹿沼街道沿い","028-632-5006","10:00～24:00","無し","36.56327652 139.8604649"
"id_shop_59cc97a331a2f5c08a084a7162c584fe","59cc97a331a2f5c08a084a7162c584fe","アピナ小山店","小山市駅南町4-27-18","国道50号線沿い駅南町交差点","0285-31-0050","10:00～24:00","無し","36.300419 139.809126"
"id_shop_2a63bcb14f861dcbb9b9ec7c951f50a5","2a63bcb14f861dcbb9b9ec7c951f50a5","ドラマ足利店","足利市朝倉町244-1","東武伊勢崎線足利市駅より徒歩10分","0284-73-9559","10:00～24:00","無し","36.32220259 139.4503607"
"id_shop_54694780f3b5bc644fc3f08b4dbdddda","54694780f3b5bc644fc3f08b4dbdddda","大田原スポーツランド","那須塩原市一区町104-60","大田原ゴルフセンター入口付近(パチンコニラク前)","0287-36-7137","10:00～翌2:00","無し","36.85195131 139.9934495"
"id_shop_202381d92beaf8ad0c9b1b4a92801530","202381d92beaf8ad0c9b1b4a92801530","群馬レジャーランド伊勢崎店","伊勢崎市連取町3066-1","伊勢崎市内県道2号線沿い伊勢崎オート近く","0270-40-5330","一部24時間営業","無し","36.31824274 139.1723592"
"id_shop_7242aefd06818f758ebf4e999a539d39","7242aefd06818f758ebf4e999a539d39","ラウンドワン前橋店","前橋市天川大島町1101-1","両毛線前橋大島南口下車 徒歩約6分","027-287-1501","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","36.36935145 139.1049239"
"id_shop_1123951b368fa73bd5d1c40706bbc0bf","1123951b368fa73bd5d1c40706bbc0bf","マトリクス前橋店","前橋市小相木町563-3","県道13号線小相木交差点を高崎方面へ150m","027-212-3133","10:00～24:00","無し","36.3727358 139.0590567"
"id_shop_1c8643deba0586a3020f42c8e0b719f2","1c8643deba0586a3020f42c8e0b719f2","アピナ太田店","太田市内ヶ島町907-1","太田駅より車で5分富士重工近く","0276-48-1489","10:00～24:00","無し","36.28282169 139.3983139"
"id_shop_adf8005a97534d66a3c35f2f1581a31a","adf8005a97534d66a3c35f2f1581a31a","ユーズランド太田店","太田市石原町81-イオンモール太田2F","イオン太田SC2F東武伊勢崎線太田駅よりバスで10分東北道館林ICよりR354～R122(太田バイパス)経由約30分","0276-47-8722","10:00～23:00","無し","36.29518018 139.4003615"
"id_shop_edb06a690bfcfaa08a625124289bce7c","edb06a690bfcfaa08a625124289bce7c","群馬レジャーランド太田店","太田市西矢島町162-2","","0276-47-8030","一部24時間営業","無し","36.26802219 139.3761382"
"id_shop_2d82aa59dff25476df6904ba28a5db0f","2d82aa59dff25476df6904ba28a5db0f","群馬レジャーランド渋川店","渋川市八木原1364","","0279-25-0718","","","36.4742053 139.0154654"
"id_shop_00f4cb833487484edafae72b2cb0c22d","00f4cb833487484edafae72b2cb0c22d","群馬レジャーランド藤岡店","藤岡市中2002-1","県道13号沿い、上信越道藤岡IC北 カーオプション店『ピット100』2階","0274-40-2371","一部24時間営業","","36.27426745 139.0718857"
"id_shop_5c0ebcbdea4539f37d2e190b43ef47ba","5c0ebcbdea4539f37d2e190b43ef47ba","ユーズランド高崎店","高崎市棟高町1400-イオン高崎SC2F","","027-310-9113","10:00～23:00","","36.39047889 139.0067302"
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661"
"id_shop_b2fc4b5185ddf3b9a30a6f75caf318c0","b2fc4b5185ddf3b9a30a6f75caf318c0","アピナ大宮店","さいたま市大宮区仲町1-19大東ビル","","048-641-3030","","","35.904974 139.625496"
"id_shop_32b617659c0fb867b079027e4acebc5f","32b617659c0fb867b079027e4acebc5f","タイトーステーション大宮店","さいたま市大宮区大門町1-1","大宮駅東口徒歩1分","048-782-5461","9:00～翌1:00","無し","35.907441 139.625505"
"id_shop_fcfde039171610b4488ab5d9c499d0ac","fcfde039171610b4488ab5d9c499d0ac","埼玉レジャーランド大宮ラクーン店","さいたま市大宮区宮町1-60大宮ラクーン5F","","048-871-5539","","",""
"id_shop_8f8498df7ce389566fcb8d1af8b42a55","8f8498df7ce389566fcb8d1af8b42a55","ラウンドワン大宮店","さいたま市大宮区宮町4-90-7","JR「大宮駅」下車徒歩10分","048-658-5666","10:00～23:50、[土日祝]6:00～23:50","無し","35.91078012 139.6254963"
"id_shop_ac142ee4b9d7535e03da86a08da22ad1","ac142ee4b9d7535e03da86a08da22ad1","アミューズメントクラブ浦和","さいたま市浦和区仲町1-10-7","浦和駅西口徒歩8分","048-814-0200","10:00～23:45","無し","35.86027333 139.6535096"
"id_shop_53de4d3b8bd7e4acca76b7caaacabb06","53de4d3b8bd7e4acca76b7caaacabb06","ウェアハウス三橋店","さいたま市西区三橋6-955-1","国道17号バイパス三橋六丁目交差点","048-795-8380","一部24時間営業","無し",""
"id_shop_5c5671e5665396936d1c3f84e18ced4c","5c5671e5665396936d1c3f84e18ced4c","ゲームパニック三郷","三郷市ピアラシティ1-1-200","","048-953-8295","","","35.84215546 139.8548102"
"id_shop_b43360114425aaa11b7df3fb9a56d504","b43360114425aaa11b7df3fb9a56d504","ラウンドワンららぽーと新三郷店","三郷市新三郷ららシティ3-1-1ららぽーと新三郷 2F","武蔵野線 「新三郷駅」下車 西口直結","048-950-7501","10:00～24:00","無し","35.859813 139.865774"
"id_shop_ec84a3398f86c39a1d6a7ea2ee37a3d1","ec84a3398f86c39a1d6a7ea2ee37a3d1","ラウンドワン上尾店","上尾市大字平塚917-1","国道17号線上尾市役所前を伊奈方面へ 平塚交差点左折すぐ平塚公園前","048-778-3411","10:00～24:00","無し","35.98574121 139.6078308"
"id_shop_d783961dab2f98243eb66dfdbb6a489c","d783961dab2f98243eb66dfdbb6a489c","アピナ上尾店","上尾市緑丘3-3-11-2プリンセス棟別棟","","048-783-4747","","","35.987191 139.579877"
"id_shop_c581e57fa87bbba2aa16d2b874a32572","c581e57fa87bbba2aa16d2b874a32572","ラウンドワンさいたま･栗橋店","久喜市小右衛門192-1","国道4号 東北新幹線 高架そば","0480-55-0831","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_2ff7fa1d263e1c5f34fc394037ce85c5","2ff7fa1d263e1c5f34fc394037ce85c5","ラウンドワンさいたま･上里店","児玉郡上里町大字金久保字周川394-1","国道17号「金久保」交差点 東","0495-35-2201","10:00～24:00","無し","36.259925 139.137383"
"id_shop_c522a52cbaf30606407bbe64ed87a6b0","c522a52cbaf30606407bbe64ed87a6b0","ラウンドワン入間店","入間市小谷田3-7-25","西武池袋線入間市駅 下車","042-960-1521","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.82812299 139.3755366"
"id_shop_043994294b9a219c77c51b8c930a962c","043994294b9a219c77c51b8c930a962c","GiGO入間","入間市東藤沢2-18","","0429-65-1813","","","35.81911 139.418219"
"id_shop_8059dacd6c6ccf9ff27af33b9c4505eb","8059dacd6c6ccf9ff27af33b9c4505eb","ビッグボウル杉戸","北葛飾郡杉戸町杉戸2338","東武伊勢崎線東武動物公園駅より徒歩30分 国道4号線沿い","0480-34-7870","10:00～翌1:00","無し",""
"id_shop_d59cabd0e4185ecf5e088ff38d9529f6","d59cabd0e4185ecf5e088ff38d9529f6","タイトーステーション和光店","和光市丸山台1-4-5","東武東上線・和光市駅より徒歩5分","048-465-7161","10:00～24:00","無し","35.7866282 139.6126907"
"id_shop_c3d9be5feda647b8e632ed323c847d8b","c3d9be5feda647b8e632ed323c847d8b","ゲームシティ川口店","川口市栄町1-10-5","JR川口駅東口徒歩10分","048-250-3855","10:00～23:50","無し","35.80263316 139.7255584"
"id_shop_82a2960d551a3ec0c1aab991e3307b4c","82a2960d551a3ec0c1aab991e3307b4c","シルクハット川口","川口市栄町3-1-16イート川口ビル4F","JR川口駅前","","9:00～23:45","無し","35.80293217 139.7175416"
"id_shop_4c23f06b8b22f2bf962e5159bb92cf68","4c23f06b8b22f2bf962e5159bb92cf68","タイトーFステーションクレアモール川越店","川越市新富町2-1-13本川越SSビル1-4F","","049-298-8963","","","35.91384483 139.482921"
"id_shop_4e5a681ce18fb91a62e783f36851bc91","4e5a681ce18fb91a62e783f36851bc91","モナコ川越店","川越市新富町2-4-1","東武東上線川越駅徒歩5分","0492-24-2454","9:00～24:00","無し","35.91326113 139.483165"
"id_shop_466c1f17d229c4374566543cc91bdfc5","466c1f17d229c4374566543cc91bdfc5","ギガステーション戸田店","戸田市美女木943-7","","048-421-1201","10:00～24:00","無し","35.8342 139.653364"
"id_shop_e0153eed31f5ff61223d952f7d5b6e75","e0153eed31f5ff61223d952f7d5b6e75","タイトーステーション所沢","所沢市日吉町3-7","所沢駅西口プロペ通りを徒歩3分","04-2925-9071","09:00～24:00","無し","35.7881 139.47243"
"id_shop_d8aa7144d7521f559df0e247c31d8bfa","d8aa7144d7521f559df0e247c31d8bfa","GiGO所沢","所沢市日吉町8-1","","042-926-9009","","","35.78848 139.47187"
"id_shop_d38223cd0d23a9b438a7fa7a2a600435","d38223cd0d23a9b438a7fa7a2a600435","ラウンドワン所沢店","所沢市東町5-22TOCOTOCO SQUARE6F","","04-2940-8631","","","35.78935214 139.4700049"
"id_shop_392ff63e272e0674dd5d7424b97905c8","392ff63e272e0674dd5d7424b97905c8","ユーズランド春日部店","春日部市下柳420-1イオンモール春日部2F 2037","庄和インターそば","048-745-2501","施設の営業時間に準じる","施設の営業日に準じる","35.987895 139.788478"
"id_shop_7c0f9f1c425be9fcae919f926d6cbeec","7c0f9f1c425be9fcae919f926d6cbeec","埼玉レジャーランド春日部店","春日部市大字増富字谷際163-1","国道16号線沿い春日部市増富地内","048-763-4061","一部24時間","無し","35.95940469 139.7289621"
"id_shop_bef88a9d89f14f1c95adb98aef2f5d8d","bef88a9d89f14f1c95adb98aef2f5d8d","ラウンドワン朝霞店","朝霞市膝折町2-16-10","川越道沿い 膝折公団前のすぐ","048-450-1822","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_712ab69b44a56075c8114a39ec22d053","712ab69b44a56075c8114a39ec22d053","ムー大陸本庄店","本庄市本町1019-1ムー大陸","国道17号線沿い本町地内","0495-21-2122","10:00～24:00","無し",""
"id_shop_0a64c24e00534d6a541463a03c21e5f1","0a64c24e00534d6a541463a03c21e5f1","ビデオゲームミュージアムロボット深谷店","深谷市上柴町西4-12-1","","048-573-3951","10:00～24:00","無し","36.17966807 139.2987761"
"id_shop_7eb6129332f31ff53018925a48343476","7eb6129332f31ff53018925a48343476","モンテカルロ深谷店","深谷市西島3-1-2スカイハイツ","","048-574-3804","","","36.1919957 139.278317"
"id_shop_a818f61d5e3f929629a6c47b2307bdb1","a818f61d5e3f929629a6c47b2307bdb1","ゲームファクトリーマグマ","草加市氷川町2125-1","東武伊勢崎線草加駅徒歩1分","0489-24-9800","～24:00","無し","35.82819969 139.8024875"
