id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude,data-longitude,pref
"id_shop_127554a6fdba7b77809594c8dab2695d","127554a6fdba7b77809594c8dab2695d","モーリーファンタジー三笠","三笠市岡山1059-1イオンスーパーセンター三笠1F","","070-3100-7326","","","43.24413666 141.8054248","北海道"
"id_shop_830aa66cd8012361905eb0fa28602923","830aa66cd8012361905eb0fa28602923","モーリーファンタジー登別","登別市若山町4-33-1イオン登別2F","","070-3100-5232","","","42.3813255 141.0684675","北海道"
"id_shop_5eda81fb0a3e17c8a074415d679bb91b","5eda81fb0a3e17c8a074415d679bb91b","モーリーファンタジー石狩緑苑台","石狩市緑苑台中央1-2SuC1F","","070-3100-7334","","","43.15902379 141.3349275","北海道"
"id_shop_e2fb898ad62e715dcbc20a3e55807088","e2fb898ad62e715dcbc20a3e55807088","PALO網走","網走市駒場北5-83駒場ショッピングタウン","","070-3100-4523","","","44.00098836 144.2838377","北海道"
"id_shop_7edf3915d7f2a0cf90c7ec3d0291a731","7edf3915d7f2a0cf90c7ec3d0291a731","モーリーファンタジー苫小牧","苫小牧市柳町3-1-20イオン苫小牧2F","","070-3100-3912","","","42.65642671 141.6422502","北海道"
"id_shop_71d70ee28feea3e0bdca00bd0f7dca62","71d70ee28feea3e0bdca00bd0f7dca62","モーリーファンタジー釧路昭和","釧路市昭和中央4-18-1イオン釧路昭和店2F","","070-3100-3643","","","43.02661024 144.3598856","北海道"
"id_shop_32561361cc9f39ba4f8d5e5a9b6fe0ab","32561361cc9f39ba4f8d5e5a9b6fe0ab","PALO釧路","釧路郡釧路町桂木1-1-7イオン釧路2F","","070-3100-5146","","","43.00901403 144.4046059","北海道"
"id_shop_31a6aba135c3dcc6401cbdb9e5381376","31a6aba135c3dcc6401cbdb9e5381376","モーリーファンタジーつがる柏","つがる市柏稲盛幾世41イオンつがる柏1F","","070-3100-4049","","","40.801354 140.4174747","青森県"
"id_shop_97e70e6ea00863e25b126872f22225e0","97e70e6ea00863e25b126872f22225e0","PALOむつ","むつ市中央2-7-8","","070-3100-4671","","","41.2869745 141.1838083","青森県"
"id_shop_b83b86516afcd7c34445bdd89430f9f4","b83b86516afcd7c34445bdd89430f9f4","モーリーファンタジー三沢","三沢市松園町3-10-1ビードルプラザ三沢店1F","","070-3100-4660","","","40.67503605 141.3629663","青森県"
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～21:00","無し","40.60188383 141.4176032","青森県"
"id_shop_7b1c765e6a3a63a1e0e7502002189fb1","7b1c765e6a3a63a1e0e7502002189fb1","モーリーファンタジー下田","上北郡おいらせ町中野平40-1イオン下田2F","","070-3100-4970","","","40.60191503 141.419914","青森県"
"id_shop_3e370c49155db15bb27a45bb8130cc38","3e370c49155db15bb27a45bb8130cc38","モーリーファンタジー八戸田向","八戸市大字田向3-5-1イオン八戸田向1F","","070-3100-4279","","","40.49220148 141.5096867","青森県"
"id_shop_f73a488b16a6bf622e2ebc4c91308273","f73a488b16a6bf622e2ebc4c91308273","モーリーファンタジー鶴田","北津軽郡鶴田町鶴田中泉245-1鶴田フットリバーモール","","070-3100-5497","","","40.76433062 140.4415756","青森県"
"id_shop_7333dd598149b7e81af5ea78dcc74bad","7333dd598149b7e81af5ea78dcc74bad","モーリーファンタジー十和田","十和田市大字相坂字六日町山166-1 SuC1F","","070-3100-7351","","","40.60389303 141.2573891","青森県"
"id_shop_c5212c9a7dde4022aef36de43e2a1ea8","c5212c9a7dde4022aef36de43e2a1ea8","モーリーファンタジー藤崎","南津軽郡藤崎町大字西豊田1-7-1イオン2F","","070-3100-4931","","","40.65677611 140.5021549","青森県"
"id_shop_fc79d6fc57502f350079ddf121ab94c1","fc79d6fc57502f350079ddf121ab94c1","モーリーファンタジー平賀","平川市小和森上松岡193-1イオンタウン1F","","070-3100-4516","","","40.59061729 140.5676749","青森県"
"id_shop_f857152de32c6da3f2deb458963e593c","f857152de32c6da3f2deb458963e593c","ラウンドワン青森店","青森市浜田3-1-1","","017-762-3591","","","40.79867718 140.7483213","青森県"
"id_shop_28eca35e786e9fe50bab24c4df0f04b5","28eca35e786e9fe50bab24c4df0f04b5","PALO黒石","黒石市富士見103-3","","070-3100-4675","","","40.66656005 140.6016637","青森県"
"id_shop_be70b8b902772767bb59ba24f4a4a40f","be70b8b902772767bb59ba24f4a4a40f","モーリーファンタジー一関","一関市山目字泥田89-1イオン一関2F","","070-3100-3726","","","38.9369453 141.1129569","岩手県"
"id_shop_7fe336288ad75b967701ea5ff364c86a","7fe336288ad75b967701ea5ff364c86a","モーリーファンタジースーパーセンター一関","一関市狐禅寺字石ノ瀬11-1SuC1F","","070-3100-7382","","","38.93993538 141.1528825","岩手県"
"id_shop_deca94ae183514a0b86d61a79a3e5da6","deca94ae183514a0b86d61a79a3e5da6","PALO久慈","久慈市長内町第30地割32-2久慈ショッピングセンター1F","","070-3100-5485","","","40.1899195 141.7855839","岩手県"
"id_shop_4cc5803ff2615faafb9725d1847922b5","4cc5803ff2615faafb9725d1847922b5","アミューズメントゾーン北上店","北上市本通り2-2-1クラソ･プレイス北上店4F","","0197-61-2711","","","39.28852263 141.1158799","岩手県"
"id_shop_d86f2dafe281d0116acec95850437389","d86f2dafe281d0116acec95850437389","モーリーファンタジー前沢","奥州市前沢区向田2-85イオン前沢2F","","070-3100-4933","","","39.05229147 141.1295341","岩手県"
"id_shop_2939120a13ad5a9853b9134851555f7e","2939120a13ad5a9853b9134851555f7e","モーリーファンタジー盛岡","盛岡市前潟4-7-1イオン2F","","070-3100-5263","","","39.71119062 141.1004245","岩手県"
"id_shop_a758ae4969aa873a5d4e189bf936b11e","a758ae4969aa873a5d4e189bf936b11e","モーリーファンタジーイオン盛岡南","盛岡市本宮7-1-1イオン盛岡南3F","","070-3100-4531","","","39.68349461 141.1274127","岩手県"
"id_shop_6413fee657ec2c8c4cc09cc406d31084","6413fee657ec2c8c4cc09cc406d31084","モーリーファンタジーサンサ盛岡南","盛岡市津志田西2-17-50ショッピングセンターサンサ1F","","070-3100-4655","","","39.66193109 141.1481669","岩手県"
"id_shop_2c446cb47c1959b6b7b387c541f5c8c4","2c446cb47c1959b6b7b387c541f5c8c4","ラウンドワン盛岡店","盛岡市盛岡駅西通2-10-35","","019-654-9011","","","39.70035197 141.133077","岩手県"
"id_shop_ebf2064d7f23504ee0df0dde46895b66","ebf2064d7f23504ee0df0dde46895b66","モーリーファンタジー遠野","遠野市新穀町1-11とぴあ2F","","070-3100-5152","","","39.33112968 141.531364","岩手県"
"id_shop_87466eb63551959b65ab395b7f114691","87466eb63551959b65ab395b7f114691","モーリーファンタジー鈎取","仙台市太白区鈎取本町1-21-1イオンスーパーセンター鈎取店1F","","070-3100-5066","","","38.21966574 140.8377945","宮城県"
"id_shop_59210f12e3ad22e4b52db0f4e96e196a","59210f12e3ad22e4b52db0f4e96e196a","ゲームフィールド仙台長町店","仙台市太白区長町7-20-3ザ･モール仙台長町店3F","","022-304-2371","","","38.22565173 140.8768793","宮城県"
"id_shop_d779a999f816a6864b463231a07ca0e4","d779a999f816a6864b463231a07ca0e4","モーリーファンタジーヨドバシ仙台","仙台市宮城野区榴岡1-3-1ヨドバシ仙台 第1ビル5F","","070-3100-5172","","","38.25896857 140.883484","宮城県"
"id_shop_4fd5b9951773260e25426acd35c387df","4fd5b9951773260e25426acd35c387df","ラウンドワン仙台苦竹店","仙台市宮城野区苦竹1-7-10","","022-788-2581","","","38.26828399 140.9172614","宮城県"
"id_shop_8d2483e5f9c75668c371ec33aa1d1fb9","8d2483e5f9c75668c371ec33aa1d1fb9","モーリーファンタジー仙台中山","仙台市泉区南中山1-35-40イオン仙台中山3F","","070-3100-4895","","","38.298013 140.8257136","宮城県"
"id_shop_5869959adb946507999acb202b18a051","5869959adb946507999acb202b18a051","ラウンドワンスタジアム仙台泉店","仙台市泉区大沢2-12-4仙台泉インターシティ1F","","022-347-4471","","","38.35192551 140.8797545","宮城県"
"id_shop_026865e9221578d67e57edf17303eb0e","026865e9221578d67e57edf17303eb0e","PRIZE SPOT PALO泉パークタウンタピオ","仙台市泉区寺岡6-5-1泉パークタウンタピオ2F","","070-3100-7437","","","38.34267776 140.8361955","宮城県"
"id_shop_8dfdd0435d963eaad2095f9c651a1347","8dfdd0435d963eaad2095f9c651a1347","モーリーファンタジー仙台卸町","仙台市若林区卸町1-1イオンスタイル仙台卸町店3F","","070-3100-5523","","","38.25239885 140.9189487","宮城県"
"id_shop_5949cea6aa4154f939b395b5b703f154","5949cea6aa4154f939b395b5b703f154","GiGO仙台一番町","仙台市青葉区一番町4-5-13サンシャインビル1F","","022-393-6746","","","38.26424 140.87121","宮城県"
"id_shop_3a9920918027b30c5689d603a7086f2c","3a9920918027b30c5689d603a7086f2c","タイトーステーション仙台名掛丁店","仙台市青葉区中央1-7-13","JR仙台駅・地下鉄仙台駅より徒歩5分(ハピナ名掛丁アケード内)","022-215-1664","9:00～24:00","無し","38.262028 140.879112","宮城県"
"id_shop_90499a6a90ec437f76d8174a072f3dd1","90499a6a90ec437f76d8174a072f3dd1","タイトーステーション仙台クリスロード店","仙台市青葉区中央2-3-25","JR仙台駅・地下鉄仙台駅より徒歩8分(ハピナ名掛丁アーケード内)","022-262-2541","9:00～24:00","無し","38.261006 140.875705","宮城県"
"id_shop_e327743ab4c6889679a05818ce8ac6ea","e327743ab4c6889679a05818ce8ac6ea","ゲームフィールド仙台上杉店","仙台市青葉区堤通雨宮町1-1イオンモール仙台上杉3F","","022-343-8615","","","38.2769829 140.872882","宮城県"
"id_shop_e3a2221fa28e75ef78b6801aae1baedc","e3a2221fa28e75ef78b6801aae1baedc","モーリーファンタジー新名取","名取市杜せきのした5-3-1イオン新名取3F","","070-3100-4546","","","38.16385727 140.8961163","宮城県"
"id_shop_111ab1610c52afd337bd9a9516d8cf7b","111ab1610c52afd337bd9a9516d8cf7b","モーリーファンタジー塩釜","塩竈市海岸通15-100イオンタウン2F","","070-3100-7407","","","38.31862921 141.0245382","宮城県"
"id_shop_13692b9ff1a3b4390e953a387420d5b8","13692b9ff1a3b4390e953a387420d5b8","モーリーファンタジー多賀城","多賀城市町前4-1-1イオン多賀城3F","","070-3100-4903","","","38.28221541 141.0052828","宮城県"
"id_shop_64de470e342d6f368579fce036cbf19a","64de470e342d6f368579fce036cbf19a","モーリーファンタジー古川","大崎市古川旭2-2-1イオン古川2F","","070-3100-4059","","","38.56724158 140.9728398","宮城県"
"id_shop_99ba714605214a76aa3e8049f78c3f92","99ba714605214a76aa3e8049f78c3f92","アピナ新利府北館店","宮城郡利府町利府字新屋田前22イオンモール新利府北館2F","","022-767-6633","","","38.32758767 140.9717845","宮城県"
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","GiGO利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","080-7500-4898","10:00～24:00","無し","38.32801132 140.9756135","宮城県"
"id_shop_a05e0f132e54bf076a2890fc9c1c8c07","a05e0f132e54bf076a2890fc9c1c8c07","モーリーファンタジー利府","宮城郡利府町新中道3-1-1イオンモール新利府南館3F","","070-3100-4037","","","38.3217593 140.9720646","宮城県"
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","","38.36528256 140.8765988","宮城県"
"id_shop_66b70d97e47980d1675aaae04b70decf","66b70d97e47980d1675aaae04b70decf","モーリーファンタジー富谷","富谷市大清水上1-33-1イオン富谷店1F","","070-3100-5282","","","38.36477285 140.8751345","宮城県"
"id_shop_1b6ebd593f4d866d4be2ca8abb94c710","1b6ebd593f4d866d4be2ca8abb94c710","ユーズランド大河原店","柴田郡大河原町字小島2-1フォルテ2F","","0224-51-1237","10:00～21:00","","38.065153 140.737021","宮城県"
"id_shop_57d4bb84716c70a0ed333cc51c89f641","57d4bb84716c70a0ed333cc51c89f641","モーリーファンタジー栗原志波姫","栗原市志波姫新熊谷11SuC1F","","070-3100-7403","","","38.7489824 141.0681417","宮城県"
"id_shop_f733ac1ed901831dd0a8ad3ca13b6580","f733ac1ed901831dd0a8ad3ca13b6580","モーリーファンタジー気仙沼","気仙沼市字赤岩舘下6-1外イオン気仙沼2F","","070-3100-4012","","","38.88902227 141.5729619","宮城県"
"id_shop_32c729071ab31dbd2eea8c18545b6185","32c729071ab31dbd2eea8c18545b6185","モーリーファンタジー石巻東","石巻市流留字七勺1-1イオンスーパーセンター石巻東店1F","","070-3100-7310","","","38.42802906 141.3760622","宮城県"
"id_shop_47db80d3211a9ee22478bc81f282373d","47db80d3211a9ee22478bc81f282373d","モーリーファンタジー石巻","石巻市茜平4-104イオン石巻2F","","070-3100-4543","","","38.44783117 141.2661156","宮城県"
"id_shop_b1f5a9bb51debaeb254efb55295bfd6e","b1f5a9bb51debaeb254efb55295bfd6e","モーリーファンタジー涌谷","遠田郡涌谷町涌谷字洞ヶ崎5SuC1F","","070-3100-7394","","","38.53703904 141.1476279","宮城県"
"id_shop_80021e0ef78e1a28c2f9daaa2d76713e","80021e0ef78e1a28c2f9daaa2d76713e","モーリーファンタジー中仙","大仙市北長野字袴田188イオン中仙1F","","070-3100-4044","","","39.55096076 140.5514947","秋田県"
"id_shop_f968f588f5582342060e16d5b286834d","f968f588f5582342060e16d5b286834d","モーリーファンタジー大曲","大仙市和合字坪立177イオン大曲2F","","070-3100-4589","","","39.43768663 140.5092806","秋田県"
"id_shop_21cff1fb0af9ac06b4a1182321f5fe9b","21cff1fb0af9ac06b4a1182321f5fe9b","モーリーファンタジー大館","大館市大田面238スーパーセンター大館1F","","070-3100-7392","","","40.28593829 140.5761054","秋田県"
"id_shop_9354b109725c82506674ddecf57329d6","9354b109725c82506674ddecf57329d6","モーリーファンタジー横手","横手市安田字向田147イオン2F","","070-3100-4988","","","39.29857736 140.5537355","秋田県"
"id_shop_283aa1e4f4b5c52a08e520ec5d62986b","283aa1e4f4b5c52a08e520ec5d62986b","モーリーファンタジー本荘","由利本荘市石脇字田中138イオンスーパーセンター本荘店1F","","080-3476-8892","","","39.39161012 140.026304","秋田県"
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","","018-896-6711","","","39.70235247 140.1092394","秋田県"
"id_shop_2ca58fa54f41164920c8f0d6c595fa61","2ca58fa54f41164920c8f0d6c595fa61","モーリーファンタジー御所野","秋田市御所野地蔵田1-1-1イオン3F","","070-3100-5448","","","39.66284757 140.1623082","秋田県"
"id_shop_a271dc827bda7004f998ac968fea1d4e","a271dc827bda7004f998ac968fea1d4e","ソユーゲームフィールド御所野店","秋田市御所野地蔵田1-1-1イオンモール秋田2F","JR奥羽本線・羽越線東口より秋田市営バス御所野ニュータウン行きニュータウン入口下車徒歩2分","018-889-6549","10:00～24:00","不定休","39.6633375 140.1609952","秋田県"
"id_shop_d5542149ce1c884852fa92fe775967e9","d5542149ce1c884852fa92fe775967e9","モーリーファンタジー秋田中央","秋田市楢山川口境5-11イオン秋田中央3F","","070-3100-5376","","","39.70352862 140.1100055","秋田県"
"id_shop_a6cf0453f905d6fcada52afa99b1cd2f","a6cf0453f905d6fcada52afa99b1cd2f","モーリーファンタジー能代","能代市柳町11-1イオン3F","","070-3100-4928","","","40.20908577 140.0246075","秋田県"
"id_shop_87d1840941f1f3485362f2e3ab74c8d2","87d1840941f1f3485362f2e3ab74c8d2","モーリーファンタジー天童","天童市芳賀タウン北4-1-1イオン天童2F","","070-3100-4225","","","38.34524836 140.3637836","山形県"
"id_shop_14fd24398f25ef25558499174235b49f","14fd24398f25ef25558499174235b49f","モーリーファンタジー山形南","山形市若宮3-7-8イオン2F","","070-3100-5245","","","38.22658067 140.3058301","山形県"
"id_shop_06e702970cc79177232cc2688066fff7","06e702970cc79177232cc2688066fff7","モーリーファンタジー山形北","山形市馬見ケ崎2-12-19イオン2F","","070-3100-4887","","","38.28326405 140.3312725","山形県"
"id_shop_108805561130af1c9fa36cfb4fec4564","108805561130af1c9fa36cfb4fec4564","モーリーファンタジー東根","東根市さくらんぼ駅前3-7-15イオン東根2F","","070-3100-4015","","","38.42691017 140.3876556","山形県"
"id_shop_9cfbef1ded1fcfee738509aabe73b7e6","9cfbef1ded1fcfee738509aabe73b7e6","モーリーファンタジー三川","東田川郡三川町大字猪子字和田庫128-1 イオン三川2F","","070-3100-5253","","","38.81680566 139.8378689","山形県"
"id_shop_5841fdfda91f55e6da566c43c2445a92","5841fdfda91f55e6da566c43c2445a92","モーリーファンタジー米沢","米沢市春日2-13-4イオン米沢2F","","070-3100-5149","","","37.92310414 140.1084042","山形県"
"id_shop_9911db57c1475bf0a35db09415fd2da6","9911db57c1475bf0a35db09415fd2da6","モーリーファンタジー酒田南","酒田市あきほ町120-1イオン酒田南1F","","070-3100-4873","","","38.89146412 139.8523375","山形県"
"id_shop_8edd6113721f3b2ff9b1610b50aa61ae","8edd6113721f3b2ff9b1610b50aa61ae","モーリーファンタジーいわき小名浜","いわき市小名浜字辰巳町79イオンスタイル4F","","070-3100-5503","","","36.94665621 140.9028203","福島県"
"id_shop_1b93f019eaea2d23ffb71ca17a66fb65","1b93f019eaea2d23ffb71ca17a66fb65","モーリーファンタジーいわき","いわき市平字三倉68-1イオンいわき3F","","070-3100-5372","","","37.05077187 140.8980976","福島県"
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","GiGO会津若松","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191","福島県"
"id_shop_a388e0ec610d56acd0695774ab3f8d0e","a388e0ec610d56acd0695774ab3f8d0e","モーリーファンタジー南相馬","南相馬市原町区大木戸字金場77イオンスーパーセンター1F","","080-1366-1935","","","37.63696675 140.9428936","福島県"
"id_shop_8307d3e17fa8014dbaea691ef30c6c11","8307d3e17fa8014dbaea691ef30c6c11","PALO喜多方","喜多方市字押切南2-42-1リオンドールガーデンスクエア店内","","070-3100-4648","","","37.6469272 139.8595843","福島県"
"id_shop_874bc7dd28341ab0a7ce5d022f588b18","874bc7dd28341ab0a7ce5d022f588b18","クレーン横丁 極 鏡石店","岩瀬郡鏡石町桜岡375-9イオンスーパーセンター鏡石1F","","070-1596-6674","","","37.24224475 140.3336482","福島県"
"id_shop_bd186cc01e535467978ea77a8c37fa73","bd186cc01e535467978ea77a8c37fa73","モーリーファンタジーベイシア白河","白河市字老久保28ベイシア白河モール1F","","070-3100-3589","","","37.11672185 140.2003111","福島県"
"id_shop_3adb8a1e359df3aff87401f93bb00d1f","3adb8a1e359df3aff87401f93bb00d1f","モーリーファンタジー福島","福島市南矢野目字西荒田50-17イオン福島3F","","070-3100-3845","","","37.78845209 140.4574625","福島県"
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","","024-525-4731","","","37.75259469 140.4562354","福島県"
"id_shop_b7e52ef434451fab5ce51d0d160507be","b7e52ef434451fab5ce51d0d160507be","モーリーファンタジー白河西郷","西白河郡西郷村大字小田倉字岩下11-1 イオン白河西郷2F","","070-3100-4041","","","37.12149817 140.1768616","福島県"
"id_shop_5dceedeab4f1ab37b3e6ccfce0a10b16","5dceedeab4f1ab37b3e6ccfce0a10b16","namcoイオンタウン郡山店","郡山市松木町2-88イオンタウン郡山","","024-943-2715","","","37.389283 140.390809","福島県"
"id_shop_b02ca43c9d4f3ebc45921e89d3772997","b02ca43c9d4f3ebc45921e89d3772997","モーリーファンタジーつくば","つくば市稲岡66-1イオンつくば3F","","070-3100-4255","","","36.0355029 140.1345728","茨城県"
"id_shop_51dc7964a5dde05682a7889b49ec81a0","51dc7964a5dde05682a7889b49ec81a0","モーリーファンタジー下妻","下妻市堀籠972-1イオン下妻2F","","070-3100-4886","","","36.18994 139.990025","茨城県"
"id_shop_0d5b37d2383f8fd7ab22f26d00df96d0","0d5b37d2383f8fd7ab22f26d00df96d0","モーリーファンタジー古河","古河市旭町1-2-17イオン古河店2F","","070-3100-4158","","","36.19690165 139.7192497","茨城県"
"id_shop_36a08115550b29b8ba4174361caf2e79","36a08115550b29b8ba4174361caf2e79","楽市楽座イオンモール土浦店","土浦市上高津367イオンモール土浦店3F","イオン土浦ショッピングセンター内","029-826-8907","9:00～21:00","無し","36.07990534 140.1809068","茨城県"
"id_shop_b016bc725c4ba811314523b7b88b0e4b","b016bc725c4ba811314523b7b88b0e4b","モーリーファンタジー土浦","土浦市上高津367イオン土浦3F","","070-3100-4588","","","36.08016697 140.1808389","茨城県"
