name,address,loc_id,latitude&longitude,pcb_count
"namcoフェアモール福井大和田","福井県 福井市 大和田 2-1230　フェアモール福井　アピタ福井大和田店2F","EuwfrAwhUjOUSWWCVy6knA","","","2"
"Let's Waku2 ジョイランドベル","福井県 福井市 花堂南 2-16-1　ショッピングシティベル2F","6rc3PUHxIZEgdQ2-UjKUag","","","2"
"テクモピア福井開発","福井県 福井市 西開発 3-205　そよら福井開発店2F","Yd_9QEryGAFoS1qJ2og-Ig","","","2"
"namcoMEGAドン・キホーテUNY福井","福井県 福井市 飯塚町 11-111　MEGAドン・キホーテUNY福井店2F","YeFxpGAiduSu1ig46VGv0g","","","2"
"namcoMEGAドン・キホーテUNY敦賀","福井県 敦賀市 中央町 1-5-5　MEGAドン・キホーテUNY敦賀店2F","imQG3MyuDDXFxgc44VLhDw","","","2"
"ジョイランド敦賀","福井県 敦賀市 木崎 40　土三田12","dtX0wG3vlJ0_sD3GKPfefA","","","2"
"モーリーファンタジー福井","福井県 福井市 松城町 12-7　パリオCITY2F","SBaNag7GI1YfYo5E1ozGxA","","","1"
"オモローランドベル","福井県 福井市 花堂南 2-16-1　ショッピングシティベル2F","EngsdQWB_ZCKSQsDwa0LTA","","","1"
"オモローランド敦賀","福井県 敦賀市 白銀町 11-5　アル・プラザ敦賀6F","Tmc2u0YEtb9lZJtYMeL7aw","","","1"
"タイトーFステーションアル・プラザ鯖江","福井県 鯖江市 下河端町 16-16-1　アル・プラザ鯖江内","Tw-e_MswobmAmu8kR-ixZg","","","1"
"アル・プラザボウル鯖江","福井県 鯖江市 下河端町 16字下町16-1","k_FpEzm8tD_o_2VIrDNXSw","","","1"
"モーリーファンタジー鯖江","福井県 鯖江市 下河端町 16字下町16-1　アル・プラザ鯖江2F","ij9tm-lILDqpp0PpCJ8E8A","","","1"
"GiGO 武生","福井県 越前市 新町 3字13-4　シピィタウン内","vdrljDhJDOOKnaNZEC_GFA","","","1"
"キッズサーカスシピィ","福井県 越前市 新町 7-8　シピィ本館2F","HlHTz88n2iKnrzitWLxiBA","","","1"
"PALO武生","福井県 越前市 横市町 28-14-1　エスカモール武生楽市2F","Q4SOihzBN7EvSASDOFXP0A","","","1"
"オモローランドイーザ","福井県 坂井市 三国町三国東 5-1-20　みくにショッピングワールド・イーザ内","OShid863rMRLt71tkhRW4g","","","1"
"ファンタジーランドアミ","福井県 坂井市 春江町随応寺 16-11　アル・プラザアミ2F","f8g4frdahyYblcn-ONmWmg","","","1"
"ゲームパニック甲府","山梨県 甲府市 国母 5-20-24","7wX9Fw_tKIiJBrIGi8Y0Cw","","","3"
"プラサカプコン甲府","山梨県 中巨摩郡昭和町 西条字北河原 3717","UzSf8ZyfrDUWq0Ymx_ERdQ","","","3"
"Game Q","山梨県 富士吉田市 上吉田 2-5-1　富士山駅ビルQ-STA 4F","Yc3taUIAXKJa96obSb2ZYQ","","","2"
"モーリーファンタジー甲斐敷島","山梨県 甲斐市 中下条 2000-1　ビバモール甲斐敷島内","R0cMmB-_4IQjWssddvSYRA","","","2"
"タイトーFステーションラザウォーク甲斐双葉","山梨県 甲斐市 志田 616-1　ラザウォーク甲斐双葉　アミューズメント棟2F","wTVOCse8TBFn2s3FKKqRzA","","","2"
"ハローズガーデン石和","山梨県 笛吹市 石和町窪中島 154　アピタ石和店2F","dAZOm9WtME7sWqLX4NHXHw","","","2"
"カバロ甲府昭和","山梨県 中巨摩郡昭和町 西条 13-1　イトーヨーカドー甲府昭和店2F","vk-e7zy6pbP5SJZAGGZMfw","","","2"
"イトーヨーカドー甲府昭和","山梨県 中巨摩郡昭和町 西条 13-1　イトーヨーカドー甲府昭和店内","lcyCY_QMWUaN1AjJpSCSkw","","","2"
"楽市楽座イオンモール甲府昭和","山梨県 中巨摩郡昭和町 飯喰 1505-1　イオンモール甲府昭和2F","PlBY0UZ0a25uKvi8D3lipw","","","2"
"モーリーファンタジー甲府昭和","山梨県 中巨摩郡昭和町 飯喰 1505-1　イオンモール甲府昭和　イオン甲府昭和店3F","ZDrJWnaC3q4aioaeK4TfHA","","","2"
"アミュージアム南アルプス","山梨県 南アルプス市 小笠原 1423-1　スーパーセンタートライアル南アルプス店1F","D4gZ5FZBTfQNbiaSaA-2ew","","","1"
"石和健康ランド","山梨県 笛吹市 石和町松本 868","cGJ2C_Z2Wjwa3BB5-ajJsg","","","1"
"モーリーファンタジー石和","山梨県 笛吹市 石和町駅前 16-1　イオン石和店3F","g6F_wTriuFEX03IwuSCnbg","","","1"
"スイーツ・ハートオギノリバーシティ","山梨県 中央市 山之神 1122","gfkkNrIQlvu_ip8doce9Pg","","","1"
"アミュージアム河口湖","山梨県 南都留郡富士河口湖町 船津 2986　河口湖SCベル3F","1X7WwBuuS3a9obaD8i0u2w","","","1"
"ラウンドワンスタジアム長野","長野県 長野市 東和田 827-6","mtkQGduLJYTjzlLD9puRVQ","","","5"
"namcoイオンモール佐久平","長野県 佐久市 佐久平駅南 11-10　イオンモール佐久平2F","1RsheCe3BSTwVdRpAQ-k3A","","","4"
"アピナ長野川中島","長野県 長野市 川中島町御厨 967-1","SM0BfPwPAhxqiiqgJLEC-g","","","3"
"アピナ松本","長野県 松本市 双葉 19-10","qed73OVsGkV6th9FBRftWw","","","3"
"namcoアリオ上田","長野県 上田市 天神 3-5-1　アリオ上田1F","QN9EKcZSRpvwwom-phZkwg","","","3"
"アピナ上田","長野県 上田市 秋和 359-1","6iA3uwN3-S_WBQxJDNlOIA","","","3"
"クレーンパラダイス諏訪","長野県 諏訪市 沖田町 5-26　諏訪ステーションパーク内","fhAPQDUorZtPuUIIQpaQQg","","","3"
"アピナ伊那","長野県 伊那市 西町 5093","OH6diM2JRPH9tAKQLEiE7Q","","","3"
"アピナ塩尻","長野県 塩尻市 広丘野村 1794-1","TAGP6HcIYQ9m3TArdFknZQ","","","3"
"アピナ長野駅前","長野県 長野市 南石堂町 1418","1WvXx816lWyGfApjNfKf1g","","","2"
"アピナ長野村山","長野県 長野市 村山 502-1","_5YOgmO2urPP8OY4VAT_GA","","","2"
"アピナ長野大橋","長野県 長野市 若里 7-9-12","DNlMuFStX6DrakNL_2Pl5A","","","2"
"サープラ長野あそびタウン","長野県 長野市 鶴賀権堂町 1506-3　長電権堂第2ビル1F","VAVi8zT7HVSjSw0vHySEnQ","","","2"
"楽市楽座イオンモール松本","長野県 松本市 中央 4-9-51　イオンモール松本　風庭2F","vJv2AXw1kuBDRlNgwJxwBg","","","2"
"GiGO イオンスタイル上田","長野県 上田市 常田 2-12-18　イオンスタイル上田店内","D7jIwdhp_Ktlf441ppLDkQ","","","2"
"モーリーファンタジー上田","長野県 上田市 常田 2-12-18　イオン上田SC　イオン上田店2F","MO2iGJ8s5tVngYbYC2FB9w","","","2"
"レイクウォーク岡谷店ゲームコーナー","長野県 岡谷市 銀座 1-1-5　レイクウォーク岡谷2F","z2PDZf3VNoecmsvK0NZ4SA","","","2"
"アピナ飯田","長野県 飯田市 座光寺 3728-1","I2xwQDD_qRrM0jcvLAQoWA","","","2"
"アピタ飯田店ゲームコーナー","長野県 飯田市 鼎名古熊 2461　アピタ飯田店2F","mdbWMJ4W3oFBFtY4RSdIew","","","2"
"ASOBLEイオンモール須坂","長野県 須坂市 福島 386-1　イオンモール須坂3F","MCoQEE67TwFVtL4ngORf0A","","","2"
"アピナ佐久インター","長野県 佐久市 岩村田北 1-13-1","Mi8yNR282Jphzz59EMAu6A","","","2"
"ソユーゲームフィールドイオンタウン長野三輪","長野県 長野市 三輪 9-43-24　イオンタウン長野三輪2F","IrTJ5cptD14smEODxuud2A","","","1"
"ゲームピコ若里","長野県 長野市 若里 3-22-1　ケーズタウン若里SC2F","hrxNpUUDp_vJC_w6-eAl6Q","","","1"
"アピナ長野スカイバッティングセンター","長野県 長野市 若里 7-3-8","8QeHIupvkSYkiWUcPGpIpA","","","1"
"ファンタジープラザ長野","長野県 長野市 高田 1758　MEGAドン・キホーテ長野店2F","pm69YfUIQZoUlt-DsmQiVg","","","1"
"モーリーファンタジー松本","長野県 松本市 中央 4-9-51　イオンモール松本　イオンスタイル松本3F","OdoGeHe3m3nj6EBs-LAdrw","","","1"
"モーリーファンタジー南松本","長野県 松本市 双葉 5-20　イオン南松本店2F","9QQ-Mamj3sch4g8t3ziSCw","","","1"
"GiGO 上田","長野県 上田市 上田 1847-1","OvpyhCRbuuC2iAel2RobQw","","","1"
"ゲームゾーン岡谷","長野県 岡谷市 中央町 2-2-1　イルフプラザアミューズメント1F","kJUEnf9RwnrLOOXpLm-jPg","","","1"
"GiGO 岡谷","長野県 岡谷市 塚間町 2-1-21","Kw7mxCIFifPxu3t2DxU9Jw","","","1"
"イオン飯田ゲームコーナー","長野県 飯田市 上郷飯沼 1575　イオン飯田店2F","IIpjZrtK4V7u2nLU6bk67Q","","","1"
"モーリーファンタジー飯田アップルロード","長野県 飯田市 鼎一色 456　イオン飯田アップルロード店2F","f01_e6fG278Mvt73t3t3wg","","","1"
"ゲオ須坂","長野県 須坂市 墨坂 2-6-1","D2Gp57YXxbpvELSISJZ6Ug","","","1"
"モーリーファンタジー須坂","長野県 須坂市 福島 386-1　イオンモール須坂3F","XcweC_pNaEddhOBR8JFW2g","","","1"
"ファンタジープラザ伊那","長野県 伊那市 西町 5182-1　アピタ伊那店3F","oXLh4Y9hhbbjEzcnK1L3yg","","","1"
"タカラ島駒ヶ根","長野県 駒ヶ根市 赤穂 1568　ベルシャイン駒ヶ根店1F","Dmi4JGq35lwpdLh_uQ1M5A","","","1"
"モーリーファンタジー中野","長野県 中野市 一本木 252-1　イオン中野SC　イオン中野店2F","oj-r42bliqPUCDNqBFhLIw","","","1"
"蓼科グランドホテル滝の湯","長野県 茅野市 北山 4028","or7yUhxbiiQQrMu9IAmAag","","","1"
"スイーツ・ハートオギノ茅野","長野県 茅野市 塚原 1-17-1　オギノ茅野SC2F","BrAK5P4Vwx_iAh8bgV9wcQ","","","1"
"信州健康ランド","長野県 塩尻市 広丘吉田 366-1","e9jOja62CR9EsP4TxnaFvQ","","","1"
"モーリーファンタジー佐久平","長野県 佐久市 佐久平駅南 11-10　イオン佐久平2F","AmzvciUb564s3k7ksdfAlA","","","1"
"ベイシア更埴店あそびのくに","長野県 千曲市 桜堂 西沖333-1　ベイシア更埴店内","yVLlc-403qcbd2xCHcPUMg","","","1"
"HapipiLand豊科","長野県 安曇野市 豊科 4272-10　イオン豊科店内","efLlNACIrRjzxmYr2aFVbA","","","1"
"GiGO 豊科","長野県 安曇野市 豊科南穂高 1115　スワンガーデン安曇野内","Ezw192oIdvbY3XTMK6iDpg","","","1"
"namco軽井沢プリンスショッピングプラザ","長野県 北佐久郡軽井沢町 軽井沢字中谷地 1178　軽井沢・プリンスショッピングプラザ　軽井沢プリンスボウル1F","cuIFkhQs6XbpkicpAKg5eg","","","1"
"ファンタジープラザ高森","長野県 下伊那郡高森町 山吹 4515　MEGAドン・キホーテUNY高森店1F","8xa6QLLXok-V_8oeNFjuPw","","","1"
"タイトーステーションアイシティ21松本","長野県 東筑摩郡山形村 字北野尻 7977　アイシティ21　1F","rurVSqGLHo7iwaF6qJoCeQ","","","1"
"namcoイオンモール各務原インター","岐阜県 各務原市 那加萱場町 3-8　イオンモール各務原インター2F","WR1X4yR4w5-fvEuhE_rQfg","","","6"
"岐阜レジャーランド穂積","岐阜県 瑞穂市 稲里 630","1agMaI4AB6Bbll5yz2wxwg","","","5"
"namcoカラフルタウン岐阜","岐阜県 岐阜市 柳津町丸野 3-3-6　カラフルタウン岐阜内","gu6bP01vozqB2c98kQBy1Q","","","3"
"モーリーファンタジーf 岐阜","岐阜県 岐阜市 正木中 1-2-1　マーサ21北館3F","K3hlYBNGk4tCFjWTWD6S1A","","","3"
"MIRAINOイオンモール土岐","岐阜県 土岐市 土岐津町土岐口 中山1372-1　イオンモール土岐2F","S5XD8OEVvMYJ3fWCPzX0SQ","","","3"
"アピナ各務原","岐阜県 各務原市 蘇原花園町 2-9-1","WEm1FjowjMejJWcNJVF-tg","","","3"
"ラウンドワンモレラ岐阜","岐阜県 本巣市 三橋 1100　モレラ岐阜2Fスノープラザ","fW2gQxdnbte1vICi7PDyfA","","","3"
"ACグランド茜部","岐阜県 岐阜市 茜部大川 1-77","jPwNjqwZCslQP_vXF_Gg3w","","","2"
"大垣メトロポリス","岐阜県 大垣市 三塚町字西沼 523-1","mNVlWYaAAr61_shqPII7fQ","","","2"
"namcoイオンモール大垣","岐阜県 大垣市 外野 2-100　イオンモール大垣2F","u9HdqxYsqWqUoxMeRFxi9A","","","2"
"GiGO アクアウォーク大垣","岐阜県 大垣市 林町 6-80-21　アクアウォーク大垣2F","SS2Czmo54CZYP7bZOmz6Hw","","","2"
"(株)清水屋多治見","岐阜県 多治見市 西坂町 5-31-1　多治見インターモール1F","cy1yTiYsufE4_G-pOjHRkg","","","2"
"モーリーファンタジー関","岐阜県 関市 倉知 516　サンサンシティマーゴ　イオン関店1F","WMXVvqksuOvOGPV6tbU9lQ","","","2"
"GiGO マーゴ関","岐阜県 関市 倉知 516　サンサンシティマーゴ　シネマ館2F","wuQMR0eWodVqLDThmfEcBw","","","2"
"アピナ美濃加茂","岐阜県 美濃加茂市 野笹町 2-5-65　MEGAドン・キホーテUNY美濃加茂店2F","o0Q77adzNppGY7cX4z6ijw","","","2"
"モーリーファンタジー各務原","岐阜県 各務原市 那加萱場町 3-8　イオンモール各務原　イオン各務原店3F","WS6fZsnw8n1BmmZdT9OYgA","","","2"
"ゲームピコ鵜沼","岐阜県 各務原市 鵜沼西町 3-309　イオンタウン各務原鵜沼内","HQaVPyhaNgkdhwlq_c2jZg","","","2"
"namcoモレラ岐阜","岐阜県 本巣市 三橋 1100　モレラ岐阜2F","cLbbLhQ53sc0F2px2Bg2vg","","","2"
"アピナ本巣","岐阜県 本巣市 政田 下西浦1986　イオンタウン本巣内","O_eP41jzbXSatMyD4mRvZQ","","","2"
"ザ・ビッグ池田","岐阜県 揖斐郡池田町 八幡字東光田 1972-1　ザ・ビッグエクストラ岐阜池田店内ゲームコーナー","O8S5TQ8_qoD97ZvYWOfQPA","","","2"
"アピナ岐阜北方","岐阜県 本巣郡北方町 曲路東 3-1-1　イオンタウン岐阜北方内","8ZdA99xTXIekFiQA9ZrHtQ","","","2"
"ハローズガーデン御嵩","岐阜県 可児郡御嵩町 上恵土 1052-1　ラスパ御嵩店2F","9M2LNBP2jCbKAudQb3x5Og","","","2"
"G-SQUAREMEGAドン・キホーテUNY岐阜","岐阜県 岐阜市 加納神明町 6-1　MEGAドン・キホーテUNY岐阜店3F","MzVxls40J3vffqtg_5AC3A","","","1"
"ファンタジアン柳津","岐阜県 岐阜市 柳津町上佐波西 3-68","Y7TP85w06aUeOJw0AquyGw","","","1"
"GiGO Vタウン芥見","岐阜県 岐阜市 芥見南山 2-1-8　Vタウン芥見内","jYvzEYg36jHwSMsnYS-PvQ","","","1"
"イオンタウン大垣ゲームコーナー","岐阜県 大垣市 三塚町 丹瀬463-1　イオンタウン大垣 EAST棟1F","IKKWukRbksntFlmm0UBtPA","","","1"
"モーリーファンタジー大垣","岐阜県 大垣市 外野 2-100　イオンモール大垣　イオン大垣店2F","SWGDEoaBOBrBcDER9xcBxw","","","1"
"タイトーFステーションアル・プラザ鶴見","岐阜県 大垣市 鶴見町 字上渡瀬641-2　アル・プラザ鶴見2F","i2OxPUAid3Txi-7Jv2kD6w","","","1"
"GiGO 高山","岐阜県 高山市 上岡本町 7-7","smfm7NGN5T2w5JBHijcVPg","","","1"
"G-SQUAREラクール飛騨高山","岐阜県 高山市 国府町金桶 41　スーパーセンターシマヤラクール飛騨高山店本館2F","BbX9Mjbs3ckYvvThyMuuIg","","","1"
"ルビットランド高山","岐阜県 高山市 岡本町 3-18-2　ルビットタウン高山2F","_XFMWY8kvSwDNVQU58wpzg","","","1"
"ゲオ高山昭和","岐阜県 高山市 昭和町 1-123-1","wREJjJLr-ijOzdwRe5wBVQ","","","1"
"ハローズ多治見","岐阜県 多治見市 住吉町 3-19-1　ピアゴ多治見店内","LQTEiapiCG1vfe43fsjWOA","","","1"
"バローランド中津川","岐阜県 中津川市 淀川町 3-8　ルビットタウン中津川2F","B2Wk8Y9-VeHsfS9lFNk-3w","","","1"
"バローランド羽島","岐阜県 羽島市 江吉良町 2939　スーパーマーケットバロー羽島インター店1F","rdq34iCeUExWM4ex0lUSdg","","","1"
"バロー恵那","岐阜県 恵那市 大井町 180-1　スーパーマーケットバロー恵那店内ゲームコーナー","nUBW9StKB1LFB-5ugG1BEQ","","","1"
"ファンタジープラザ恵那","岐阜県 恵那市 長島町正家 2-2-17　ピアゴ恵那店1F","ZcNQBfBj7j_7daIVgMDdxA","","","1"
"ASCH美濃加茂","岐阜県 美濃加茂市 山手町 2-56-1　METRO SQUARE 2F","s27jO8khcJdqvIhhZwAFOg","","","1"
"MEGAドン・キホーテUNY美濃加茂店マンタ","岐阜県 美濃加茂市 野笹町 2-5-65　MEGAドン・キホーテUNY美濃加茂店2F","GodAYESZJVIvUEwrM9mmtA","","","1"
"モーリーファンタジー土岐","岐阜県 土岐市 土岐津町土岐口 1372-1　イオンモール土岐2F","Z5sPqhWYjHp1gYkBKFTQFQ","","","1"
"スーパーマーケットバロー三起屋店3Fゲームコーナー","岐阜県 土岐市 泉町久尻 42‐11","wxVOP7vhkQcyUn2UvbrCdw","","","1"
"ハローズガーデン各務原","岐阜県 各務原市 鵜沼各務原町 8-7　アピタ各務原店2F","6lXMc__p4IMGNcpsxAHYqQ","","","1"
"パラボランド鵜沼","岐阜県 各務原市 鵜沼西町 2-165　MEGAドン・キホーテ鵜沼店内","V5gJbQ7KtuVLQxkvFhp8Qg","","","1"
"ファンタジックランド可児","岐阜県 可児市 下恵土 5750　可児ショッピングプラザパティオ3F","r3YF1v8Tujv53hZ9Al1OUA","","","1"
"GiGO ドン・キホーテUNY可児","岐阜県 可児市 中恵土字溝向 2120-1　ドン・キホーテUNY可児店1F","XycdoUEtKFEKZIpsNYo2ZA","","","1"
"水明館","岐阜県 下呂市 幸田 1268","9mfKwIUZwV14gjdKw2TLWw","","","1"
"Asobi no すてぇじ！養老","岐阜県 養老郡養老町 宇田字郷勺 561　イオンタウン養老SC内","55cQph4q6ms9OF4hZQLh4g","","","1"
"Asobi no すてぇじ！輪之内","岐阜県 安八郡輪之内町 四郷新開 229　イオンタウン輪之内SC内","aOjktmOwa666SB27aPfXpw","","","1"
"サープラOZ浜松あそびタウン","静岡県 浜松市中央区 宮竹町 322-1","cJte6SmwMdynRQtj7TAWzg","","","4"
"GiGO サントムーン柿田川","静岡県 駿東郡清水町 玉川 61-2　サントムーン柿田川本館2F","tDPJ7aoBHdEBxayj5DNgjQ","","","4"
"SUPER WAVE 静岡","静岡県 静岡市清水区 鳥坂 860　フレスポ静岡2F","PHT_UCfRF8yFopGUqjx9tQ","","","3"
"サープラ静岡あそびタウン","静岡県 静岡市葵区 伝馬町 6-1　けやきプラザ 3F","X0-wfvDMCvfkgBNLqg-Ulw","","","3"
"タイトーFステーション静岡","静岡県 静岡市葵区 呉服町 2-5-4　ふしみや第2ビル","EXc5fyzsxUwqSegqaShX4A","","","3"
"ラウンドワンスタジアム浜松","静岡県 浜松市中央区 天王町字諏訪 1981-17","2TSaEN20zY4V3zgbrgdB6A","","","3"
"タイトーFステーションイオンモール浜松市野","静岡県 浜松市中央区 天王町字諏訪 1981-3　イオンモール浜松市野2F","kcpL5JWPjQI0M5b6ZaPo-w","","","3"
"アピナ浜松","静岡県 浜松市中央区 葵西 2-27-10","KG0rPafZIe3cQjan1W9pPQ","","","3"
"サープラ沼津あそびタウン","静岡県 沼津市 大手町 1-1-5　BiVi沼津3F","3Ut78GX9Hbxg9YQCls1-8A","","","3"
"アミューズメントワールドららぽーと沼津","静岡県 沼津市 東椎路 東荒301-3　ららぽーと沼津3F","pOb3cp0ax2XCkIbcTAQNRg","","","3"
"モーリーファンタジー富士宮","静岡県 富士宮市 浅間町 1-8　イオンモール富士宮　イオン富士宮店2F","QqJai8hBEenkX11cC4zk-w","","","3"
"ラウンドワン富士","静岡県 富士市 八代町 4-15","FFyrJcdRyexXwn513WFnog","","","3"
"サープラ富士あそびタウン","静岡県 富士市 永田町 2-94","RHawD67MXmQfL_8mcHIoWw","","","3"
"モーリーファンタジー清水","静岡県 静岡市清水区 上原 1-6-16　イオン清水店2F","G3ruIjYUvvWpGCydyLBnkw","","","2"
"カプコンマークイズ静岡","静岡県 静岡市葵区 柚木 191　マークイズ静岡3F","VH61ayrgVeWZlVlYKNQ57A","","","2"
"プラザアピア静岡","静岡県 静岡市駿河区 中吉田 15-8　プラザアピア静岡2F","MOlmgM5Q20krfJ3DVROAyQ","","","2"
"ラウンドワン静岡・駿河","静岡県 静岡市駿河区 手越 75","hMvPUTrgPP5NWj1bNbejwA","","","2"
"カバロ静岡","静岡県 静岡市駿河区 曲金 3-1-5　イトーヨーカドー静岡店2F","5YIvCP_Wo57D3S-rHYJkkQ","","","2"
"ポート24浜松","静岡県 浜松市中央区 坪井町 4183-1","AViiQmqRZZoSLsbZKrvH_g","","","2"
"モーリーファンタジー浜松市野","静岡県 浜松市中央区 天王町字諏訪 1981-3　イオンモール浜松市野　イオン浜松市野店2F","7n0TNVRAg0RUextN2F5o7A","","","2"
"プラサカプコン志都呂","静岡県 浜松市中央区 志都呂 2-37-1　イオンモール浜松志都呂3F","Ww-rnao5zP6GvFaRr2C_qA","","","2"
"モーリーファンタジー浜松志都呂","静岡県 浜松市中央区 志都呂 2-37-1　イオンモール浜松志都呂　イオン浜松志都呂店3F","4Yei0Mi_oOCxvnhYqNVWkA","","","2"
"タイトーステーション新浜松ザザシティ","静岡県 浜松市中央区 鍛冶町 15　ザザシティ浜松西館2F","LM_J19uHzMZaiZnkp3wsYQ","","","2"
"楽市楽座サンストリート浜北","静岡県 浜松市浜名区 平口 2861　サンストリート浜北2F","yb8RIeGXGOmavQgnTLmy7g","","","2"
"namcoプレ葉ウォーク浜北","静岡県 浜松市浜名区 貴布祢 1200　プレ葉ウォーク浜北2F","9p1y3chpVlW3fNBerKFBWA","","","2"
"ジョイランドアミューズ原","静岡県 沼津市 原町中 2-14-8","MF4RL_cs5aDZRPRNoA1naA","","","2"
"わいわいランド三島","静岡県 三島市 中田町 9-30　イトーヨーカドー三島店3F","Tpe9ano8T1ZMKFHg9p2zhQ","","","2"
"タイトーFステーションイオンモール富士宮","静岡県 富士宮市 浅間町 1‐8　イオンモール富士宮3F","XabR2zEJCSQrq3sELKqQQg","","","2"
"サープラ島田あそびタウン","静岡県 島田市 中溝町 2531","VkHz75A5iJmLGF55D2GnKA","","","2"
"ハローズガーデン島田","静岡県 島田市 宝来町 8-2　アピタ島田店2F","ZGH7DHEQMHsezXUTLGD1ug","","","2"
"キッズトレイン富士","静岡県 富士市 八幡町 6-3　マックスバリュ富士八幡町店1F","vthWSWZdzYNzgUOX1AD_yQ","","","2"
"モーリーファンタジーf 富士南","静岡県 富士市 鮫島 118-10　イオンタウン富士南2F","pAoxxQ56xzWjFYvDlHIhow","","","2"
"namcoアピタ磐田","静岡県 磐田市 今之浦 3-1-11　アピタ磐田店2F","mHsvw-ltyLUyR4PAQ2wTqg","","","2"
"アピナ磐田","静岡県 磐田市 西貝塚横須賀道北 3690　イオンタウン磐田内","nHPUO-F6j2G8-LnbJfoIgg","","","2"
"namcoららぽーと磐田","静岡県 磐田市 高見丘 1200　ららぽーと磐田2F","Pr_kGKNYrXpbLaclmMZrJQ","","","2"
"サープラ焼津あそびタウン","静岡県 焼津市 八楠 3-18-5","jR7ZA3AhgpaOOyAdGN4Rbw","","","2"
"モーリーファンタジー焼津","静岡県 焼津市 祢宜島 555　イオン焼津SC　イオン焼津店2F","LK1lVNEiK5yZZVzIvPwGfw","","","2"
"アピナ焼津","静岡県 焼津市 道原 585","J4XS18eZYZosPz8KO6Lyaw","","","2"
"GiGO 掛川","静岡県 掛川市 細田 248","RhCAHN7sK8RD4UAtY8erKA","","","2"
"パレット藤枝","静岡県 藤枝市 前島 1-7-10　BiVi藤枝店4F","B1NUMXGx0kPNu1vllgxWKw","","","2"
"タイトーステーションウェルディ長泉","静岡県 駿東郡長泉町 下長窪 1076-1　ウェルディ長泉2F","Tln1UAlWVTs8xi93xm-EHw","","","2"
"アミュージアム清水","静岡県 静岡市清水区 入船町 13-15　エスパルスドリームプラザ3F","ToCaOCsPxW6RPCkPFHbzrw","","","1"
"駿河健康ランド","静岡県 静岡市清水区 興津東町 1234","24kLPJREHNa5fbPGp120-Q","","","1"
"GiGO ベイドリーム清水","静岡県 静岡市清水区 駒越北町 8-1　ベイドリーム清水2F","DsvpnbC9Xcr7wXrO_Yfydw","","","1"
"GiGO 静岡","静岡県 静岡市葵区 七間町 4","vnkxF2KMjrx_1zzy5jtkHw","","","1"
"Cute静岡東急スクエア","静岡県 静岡市葵区 伝馬町 6-1　静岡東急スクエアB1F","U_HON3bsidoAT8maGt7LAA","","","1"
