id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_874b47ed9bdcf25b0f43e0b5b7647328","874b47ed9bdcf25b0f43e0b5b7647328","ラウンドワンみえ川越IC店","三重郡川越町大字南福崎851-1","伊勢湾岸道みえ・川越IC出口すぐ","059-361-2130","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.02319916 136.6836502"
"id_shop_86858cd9cbb83eecd6b5d045294778db","86858cd9cbb83eecd6b5d045294778db","アピナ四日市店","四日市市泊小柳町4-34","","059-349-5011","","","34.94000426 136.6070666"
"id_shop_0a3c49950ac548d89ee722117950b29f","0a3c49950ac548d89ee722117950b29f","アミューズメントスペースコミ丸四日市店","四日市市鵜の森1-3-19","","059-325-7685","","","34.96631 136.61633"
"id_shop_45dcb92699d6f9d2a4a22a3a3153e21d","45dcb92699d6f9d2a4a22a3a3153e21d","G-palaあべの店","大阪市阿倍野区阿倍野筋3-10-1あべのベルタ2F","阿倍野交差点近く","06-6648-6626","10:00～24:00","無し","34.6426363 135.5113991"
"id_shop_31ed4986f52df2a1a79055e3af90a06b","31ed4986f52df2a1a79055e3af90a06b","ラウンドワン加古川店","加古川市尾上町安田字小河原325番6号","明姫幹線沿い「安田交差点」すぐ","0794-29-2513","平日10:00?23:50、土日祝6:00～23:50","無し","34.74708002 134.836935"
"id_shop_4567af7fcfdfba71ebf8bf517bde0c0d","4567af7fcfdfba71ebf8bf517bde0c0d","ラウンドワン三宮駅前店","神戸市中央区小野柄通り6-1-17","JR/阪急/阪神「三宮駅」下車徒歩5分","078-252-7200","10:00～24:00/土・日・祝9:00～24:00","無し","34.69403073 135.1973402"
"id_shop_95b62970f67eee8a5827ca5162031651","95b62970f67eee8a5827ca5162031651","アミューズメントCUE奈良三条店","奈良市三条町478-1","JR奈良駅から三条通りを東へすぐ","0742-25-5115","10:00～24:00","無し","34.68177805 135.8221257"
"id_shop_e06e9edc1602137ff21f5eefc06991f3","e06e9edc1602137ff21f5eefc06991f3","ファンタジスタ","倉敷市新倉敷駅前5-194","JR西日本山陽本線「新倉敷」駅から南西に徒歩10分","086-526-0438","12:00～24:00","店舗にお問合わせください","34.5583269 133.6767549"
"id_shop_6913d63fdb0cd9a53df2086f78e81584","6913d63fdb0cd9a53df2086f78e81584","ラウンドワン広島店","広島市中区立町3-11","ひろしま国際ホテルとなり","082-545-8910","月9:00～23:50、火～金10:00～23:50 土日祝6:00～23:50","無し","34.39365895 132.4600423"
"id_shop_601b01a42a7d0ac056a5963ec86d003a","601b01a42a7d0ac056a5963ec86d003a","タイトーステーション広島紙屋町店","広島市中区紙屋町2-2-21","広島電鉄 紙屋町西電停より徒歩2分","082-544-3961","平日10:00～24:00 土日祝9:00～24:00","無し","34.394034 132.456154"
"id_shop_83404df7a5cfec5ae1d23dc26d4dbb4f","83404df7a5cfec5ae1d23dc26d4dbb4f","ゲームスポットSPEED","周南市久米3219","","0834-36-2828","9:00～24:00","無し","34.03418509 131.8347616"
"id_shop_227568f95509829e54e8808f34f6013f","227568f95509829e54e8808f34f6013f","アレックス","宇部市西宇部南3-5-53","","0836-39-3587","9:00～24:00","","33.999394 131.220089"
"id_shop_81549cfc1ecfb13812d976ed577d454b","81549cfc1ecfb13812d976ed577d454b","ラウンドワン福岡天神店","福岡市中央区天神2-6-12","岩田屋本館向かい","092-720-8101","6:00～深夜0:50","無し","33.58960223 130.3968402"
"id_shop_cceec975725732596acc966dad2a0ead","cceec975725732596acc966dad2a0ead","トライセン中津店","中津市下池永67-3","","0979-85-0688","10:00～24:00","無し","33.58950451 131.2110968"
"id_shop_ead702b8e2d766dcda19ff6508fb3ecd","ead702b8e2d766dcda19ff6508fb3ecd","ラウンドワン沖縄･宜野湾店","宜野湾市真志喜3-28-8","宜野湾バイパスコンベンションセンター前","098-870-2110","10:00～23:50 土日祝6:00?23:50","無し","26.27580261 127.7310389"
