id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude,
"id_shop_a653d257079fbce7e8d6596e1bbc4e5a","a653d257079fbce7e8d6596e1bbc4e5a","ラウンドワン札幌すすきの店","札幌市中央区南五条西3-6-1札幌東宝公楽ビル","札幌市営地下鉄「すすきの駅」「豊水すすきの駅」より徒歩約2分","011-520-1022","6:00～23:50","無し","43.05431311 141.3540587",NEW
"id_shop_81a24f1e28a5d907b628685da52bee1e","81a24f1e28a5d907b628685da52bee1e","キャッツアイ新川店","札幌市北区新川2条7-1-7","札樽自動車道新川IC前","011-766-2828","10:00～24:00","無し","",NEW
"id_shop_394069865c7ea14f636a69ff1b90a8a5","394069865c7ea14f636a69ff1b90a8a5","キャッツアイ篠路店","札幌市北区篠路1条4-6-30","JR篠路駅下車徒歩20分","011-776-1500","10:00～24:00","無し","43.14070168 141.3571701",NEW
"id_shop_b61d109b6b4301a5c9ba5d5c01b24a6c","b61d109b6b4301a5c9ba5d5c01b24a6c","カラオケルームキャッツアイ新札幌店","札幌市厚別区厚別東5条1-2-10","JR、札幌市営地下鉄新札幌駅下車徒歩20分","011-899-1500","10:00～24:00","無し","43.04493545 141.4754191",NEW
"id_shop_a5d5ffbfdb8c704beb756277ec8e5c38","a5d5ffbfdb8c704beb756277ec8e5c38","GiGO西友手稲","札幌市手稲区前田1条11西友手稲店3F","西友手稲店3F","080-7127-7065","ゲームコーナー9:00～26:00 / メダルコーナー9:00～24:00","無し","",NEW
"id_shop_7c9e10e372e12f4e4bdda8ec84809f69","7c9e10e372e12f4e4bdda8ec84809f69","キャッツアイ宮の沢店","札幌市手稲区西宮の沢5条2-11-15","札樽自動車道札幌西ICから車で3分","011-688-8682","10:00～24:00","無し","43.09655936 141.2574555",NEW
"id_shop_de967e1a41eac5fe2fdab8175c2c02be","de967e1a41eac5fe2fdab8175c2c02be","ラウンドワン札幌北21条店","札幌市東区北21条東1-1-21","[市営地下鉄南北線 北24条駅] 南北線北24条駅2番出口より北24条通り東へ430m。創成川通り(石狩街道)を東へ470m  徒歩約15分","011-733-8801","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","43.08681907 141.3495671",NEW
"id_shop_a69c4e4a85a64e489e74ba6999d44eb0","a69c4e4a85a64e489e74ba6999d44eb0","アドアーズ北42条店","札幌市東区北42条東7-1","丘珠空港通 ドン・キホーテ2F","011-748-7530","10:00～23:00","無し","43.11197882 141.3551118",NEW
"id_shop_a35f4f2cc96cb5c9f07986ff7d31cb6a","a35f4f2cc96cb5c9f07986ff7d31cb6a","キャッツアイ東苗穂店","札幌市東区東苗穂6条2-1-25","札樽自動車道雁来ICから車3分","011-789-1500","10:00～24:00","無し","43.09235265 141.4070002",NEW
"id_shop_259cb0243f70ae8d5694e14333300257","259cb0243f70ae8d5694e14333300257","ゲームパークキャッツアイ清田店","札幌市清田区清田1条1-20-1","国道36号線、札幌ドームより車5分","011-884-2828","10:00～24:00","無し","",NEW
"id_shop_3c6777c2d90eca527854deba4ab6adb6","3c6777c2d90eca527854deba4ab6adb6","ラウンドワン札幌白石本通店","札幌市白石区本通-16-北1-50","札幌市営地下鉄東西線「南郷18丁目」駅より徒歩約10分","011-865-8051","10:00～24:00","無し","",NEW
"id_shop_61c72dfaf766a6bc416c72c8bc6652f3","61c72dfaf766a6bc416c72c8bc6652f3","カラオケルームキャッツアイ栄通店","札幌市白石区栄通19-11-43","札幌市営地下鉄南郷18丁目駅下車徒歩15分","011-855-4412","10:00～24:00","無し","",NEW
"id_shop_0f68b61c0d923cfed022c9b885321983","0f68b61c0d923cfed022c9b885321983","ソユーゲームフィールド発寒店","札幌市西区発寒8条12-1-1イオンモール札幌発寒3F","イオン札幌発寒ショッピングセンター内3F","011-668-6050","9:00～22:00","","43.09520428 141.2779132",NEW
"id_shop_d86c94c5b3dd45e7b6af1f65521bee96","d86c94c5b3dd45e7b6af1f65521bee96","モーリーファンタジー中標津","標津郡中標津町南町3-10東武サウスヒルズ1F","","070-3100-4473","","","",NEW
"id_shop_1b9af87f2647d8103818116437d24a66","1b9af87f2647d8103818116437d24a66","アミューズメントスペース遊ランド稚内店","稚内市港5-8-15","","0162-22-2233","","","",NEW
"id_shop_f0d205b80dea2dccccfaa9bdf926a0ff","f0d205b80dea2dccccfaa9bdf926a0ff","網走ヤングボウル","網走市新町2-7-15","網走駅より北見方面へ徒歩10分車3分ホンダカーズ北見網走店向かいt駐車場有り72台","0152-44-6556","10:00～24:00","無し","44.017613 144.245263",NEW
"id_shop_1fae33fa6bb34c5ada1cd3b4fd60985e","1fae33fa6bb34c5ada1cd3b4fd60985e","PALO網走","網走市駒場北5-83駒場ショッピングタウン内","","070-3100-4523","","","",NEW
"id_shop_0863f91cd5546570254d6f7ebc230c0a","0863f91cd5546570254d6f7ebc230c0a","キャッツアイ苫小牧駅前店","苫小牧市木場町1-3","","0144-82-8538","","","",NEW
"id_shop_9af5d1c78f498bffd384655250553593","9af5d1c78f498bffd384655250553593","PALO苫小牧","苫小牧市糸井135-1トライアルG棟","","070-3100-5504","","","",NEW
"id_shop_4d41b23a1559252ddf68e600a3e5522b","4d41b23a1559252ddf68e600a3e5522b","タイトーステーションイオンモール釧路昭和","釧路市昭和中央4-18-1イオンモール釧路昭和2F","JR釧路駅より車で約15分または、くしろバス「イオン釧路昭和店」降車","0154-55-4623","9:00-翌1:00","無し","43.027025 144.360201",NEW
"id_shop_bd9cccd100c187cc081839e24d176227","bd9cccd100c187cc081839e24d176227","ビックバン釧路","釧路郡釧路町木場2-1-1","","0154-38-1666","","","",NEW
"id_shop_8a72372e337fbc49b0fd4cee50ea8fd4","8a72372e337fbc49b0fd4cee50ea8fd4","PALOむつ","むつ市中央2-7-8","","070-3100-4671","","","",NEW
"id_shop_6bbf30556e428decd1c3ea496a7e9543","6bbf30556e428decd1c3ea496a7e9543","ロードインオアシス五戸店","三戸郡五戸町大字扇田字西の沢21-1","国道4号線沿い、八戸I.C.から車で約30分、一戸I.C.から車で約50分","017-861-8030","7:00?24:00","無し","",NEW
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～22:00","無し","40.60188383 141.4176032",NEW
"id_shop_e739429d5e4599885a2dd64f185dc423","e739429d5e4599885a2dd64f185dc423","PALO五所川原","五所川原市大字唐笠柳字藤巻641-1","","070-3100-5496","","","",NEW
"id_shop_67b012669cbaf1d46a8610968e55443a","67b012669cbaf1d46a8610968e55443a","タイトーFステーション八戸店","八戸市三日町27","","017-838-3757","","","40.509433 141.490509",NEW
"id_shop_52d6fc90dfd360985f3969cc717990e8","52d6fc90dfd360985f3969cc717990e8","GiGO八戸","八戸市城下4-25-14","","0178-43-7817","","","40.519862 141.498255",NEW
"id_shop_6a80f46ca5bc4d9d4792f43032a7155e","6a80f46ca5bc4d9d4792f43032a7155e","ファンタジードームはちのへ","八戸市江陽2-14-1ラピア長崎屋八戸店内","長崎屋八戸店内","0178-47-1370","10:00～20:00","無し","40.5217548 141.5034775",NEW
"id_shop_9fa0bdcb8f6075f4813651ed7210b893","9fa0bdcb8f6075f4813651ed7210b893","ゆりの木ボウル","八戸市鷹匠小路10-3","","0178-45-1022","","","40.506688 141.493379",NEW
"id_shop_1dc5ef8c990821221a9e31421c73764e","1dc5ef8c990821221a9e31421c73764e","ルックワールド十和田","十和田市大沢田池ノ平124-2","","0176-27-3432","","","40.675815 141.175294",NEW
"id_shop_ab7827fe013b77c9d13f4a5cbe815900","ab7827fe013b77c9d13f4a5cbe815900","イーグルボウル","十和田市東四番町3-39","","0176-25-1233","","","40.60882 141.22112",NEW
"id_shop_e2b02823839059167f286dd1098ed0f2","e2b02823839059167f286dd1098ed0f2","スペースファンタジーインフィニ店","弘前市城東北3-10-1さくら野弘前店4F","","0172-26-2661","10:00～23:45","母店に準ずる。","40.60673278 140.495868",NEW
"id_shop_d84d8047c9a086e622ee2fc53e44e2d0","d84d8047c9a086e622ee2fc53e44e2d0","ゲームフェスタ･ミタマ","弘前市駅前町5-5","JR弘前駅前徒歩1分","0172-31-2711","10:00～24:00","無し","40.59834705 140.4835804",NEW
"id_shop_f7e38787fe8d80a0cc3e040e981468ee","f7e38787fe8d80a0cc3e040e981468ee","弘前ファミリーボウル","弘前市高崎2-15-1ラフォルテ館2F","","0172-27-4145","","","40.6083 140.495177",NEW
"id_shop_7159733988c82e6351738933fdb0e0a8","7159733988c82e6351738933fdb0e0a8","D-ポケット青森中央店","青森市大野若宮182-1","","017-729-3622","7:00～24:00","無し","40.8063772 140.7405498",NEW
"id_shop_f857152de32c6da3f2deb458963e593c","f857152de32c6da3f2deb458963e593c","ラウンドワン青森店","青森市浜田3-1-1","青森自動車道 青森中央IC下車 浜田ドリームタウンアリー内","017-762-3591","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","",NEW
"id_shop_722c0a8c929d52e5a919e944b4e546ca","722c0a8c929d52e5a919e944b4e546ca","タイトーステーション青森アムゼ店","青森市緑3-9-2アムゼ内","JR青森駅より南東へ車で15分","017-721-1713","10:00～22:00","無し","40.8064486 140.7509622",NEW
"id_shop_deee26a4cf3e956148afa5a48580276e","deee26a4cf3e956148afa5a48580276e","PALO黒石","黒石市富士見103-3","","070-3100-4675","","","40.6669347 140.5990552",NEW
"id_shop_b959ed59f8e5429ebc864ece5e8d02cb","b959ed59f8e5429ebc864ece5e8d02cb","BINGO一関店","一関市山目字中野92-1","一関ICを降り342号線を4号線方面へ 4号線の交差点を右折、100メートル右側 一関消防署隣り","0191-25-6899","10:00～24:00","無し","38.93346883 141.1175074",NEW
"id_shop_c49eb98a4481a25ea1df17612da22c7d","c49eb98a4481a25ea1df17612da22c7d","PALO久慈","久慈市長内町第30地割32-2久慈ショッピングセンター1F","","070-3100-5485","","","",NEW
"id_shop_818902a2b5381048708e16b4a9b92326","818902a2b5381048708e16b4a9b92326","チャットタウン北上店","北上市北鬼柳19地割71パルショッピングセンター2F","","0197-65-3929","","","39.2931265 141.0916951",NEW
"id_shop_c2882108b1e7e8ffe1e4d8aa7f1c387b","c2882108b1e7e8ffe1e4d8aa7f1c387b","北上ヤングボウル","北上市柳原町2-3-3","JR北上線「柳原」徒歩2分","0197-65-1231","10:00～24:00","無し","39.293275 141.109396",NEW
"id_shop_3dd7b45168bf9fa76dbb0f19e845bfed","3dd7b45168bf9fa76dbb0f19e845bfed","G3ポロスイオンタウン北上店","北上市里分4地割20-1","","0197-65-7888","9:00～24:00","無し","",NEW
"id_shop_419e00954b9c358893e8041bb425d517","419e00954b9c358893e8041bb425d517","テクノワールド","奥州市江刺愛宕梁川127-1","","0197-47-3619","店舗にてご確認ください","無し","39.179225 141.162155",NEW
"id_shop_82e3225247841c0b5f89c3ddc48e4c88","82e3225247841c0b5f89c3ddc48e4c88","タイトーステーション盛岡マッハランド店","盛岡市上堂1-2-38","国道4号線沿い、マッハランド内。","019-648-1408","10:00～24:00","無し","39.723902 141.126913",NEW
"id_shop_0ddb92f7f661a49636ecee6a4274ba3e","0ddb92f7f661a49636ecee6a4274ba3e","サンシャイン","盛岡市大通2-7-21","盛岡大通り沿い","019-622-9516","10:00～24:00","無し","39.70320065 141.1454348",NEW
"id_shop_68786b87f109492a2b6d8c56ae24ac68","68786b87f109492a2b6d8c56ae24ac68","タイトーFステーション盛岡南店","盛岡市津志田町2-1-77","国道4号線沿い、津志田交差点近く。","019-639-9185","10:00～24:00","無し","39.666626 141.157277",NEW
"id_shop_2c446cb47c1959b6b7b387c541f5c8c4","2c446cb47c1959b6b7b387c541f5c8c4","ラウンドワン盛岡店","盛岡市盛岡駅西通2-10-35","盛岡駅 西口すぐ","019-654-9011","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","",NEW
"id_shop_66f20ea60e44266cd994ffcf64826d21","66f20ea60e44266cd994ffcf64826d21","ソユーファミリーゲームフィールド花巻店","花巻市高木第16地割68-6銀河モール花巻内","","0198-21-1030","","","39.38633946 141.1360354",NEW
"id_shop_7a63d9a6a36ac7a0e27af2606daacd9f","7a63d9a6a36ac7a0e27af2606daacd9f","タイトーステーション仙台ベガロポリス店","仙台市太白区西多賀5-24-1","国道286号沿い、JR長町駅より車で10分","022-307-3685","10:00～24:00","無し","38.2198309 140.8461206",NEW
"id_shop_ff0217141ca6e6ac9dcb089c8aea0ed8","ff0217141ca6e6ac9dcb089c8aea0ed8","THE 3RDプラネットBivi仙台店","仙台市宮城野区榴岡2-1-25","JR仙台駅東口徒歩1分","022-742-0543","9:00～24:00","無し","38.26104517 140.8836926",NEW
"id_shop_4fd5b9951773260e25426acd35c387df","4fd5b9951773260e25426acd35c387df","ラウンドワン仙台苦竹店","仙台市宮城野区苦竹1-7-10","JR仙石線苦竹駅すぐ","022-788-2581","10:00～23:50 土日祝6:00～23:50","無し","38.26828399 140.9172614",NEW
"id_shop_4849b02f89f69504e072941c1aa5dd5b","4849b02f89f69504e072941c1aa5dd5b","スーパーノバイオン仙台中山","仙台市泉区南中山1-35-57イオン仙台中山店別館3F","","022-347-3139","","","38.299061 140.828497",NEW
"id_shop_874719677a4d433259d033e7f2de26c7","874719677a4d433259d033e7f2de26c7","GAME BANK","仙台市泉区大沢2-5-4","東北自動車道 泉インター直ぐ","022-776-5677","9:00～24:00","無し","38.352801 140.877385",NEW
"id_shop_61ab9402ef3b52689fcfcbc2bcf04976","61ab9402ef3b52689fcfcbc2bcf04976","ゲームコーナー東部","仙台市若林区六丁の目中町26-60","六丁目の交差点より多賀城方面へ向かい車で5分。産業通り沿い。","022-287-5880","9:00～24:00","無し","38.25101621 140.9438974",NEW
"id_shop_5949cea6aa4154f939b395b5b703f154","5949cea6aa4154f939b395b5b703f154","スーパーノバ仙台一番町","仙台市青葉区一番町4-5-13サンシャインビル1F","","022-393-6746","","","38.26424 140.87121",NEW
"id_shop_3a9920918027b30c5689d603a7086f2c","3a9920918027b30c5689d603a7086f2c","タイトーステーション仙台名掛丁店","仙台市青葉区中央1-7-13","JR仙台駅・地下鉄仙台駅より徒歩5分(ハピナ名掛丁アケード内)","022-215-1664","9:00～24:00","無し","38.262028 140.879112",NEW
"id_shop_90499a6a90ec437f76d8174a072f3dd1","90499a6a90ec437f76d8174a072f3dd1","タイトーステーション仙台クリスロード店","仙台市青葉区中央2-3-25","JR仙台駅・地下鉄仙台駅より徒歩8分(ハピナ名掛丁アーケード内)","022-262-2541","9:00～24:00","無し","38.261006 140.875705",NEW
"id_shop_9b7aaafb13b4639fbb4d8dcb24b6c6d5","9b7aaafb13b4639fbb4d8dcb24b6c6d5","ソユーゲームフィールド古川店","大崎市古川沢田字筒場浦15イオンタウン古川内","","0229-27-1785","","","38.599076 140.974141",NEW
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","スーパーノバ仙台利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135",NEW
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","","",NEW
"id_shop_1b6ebd593f4d866d4be2ca8abb94c710","1b6ebd593f4d866d4be2ca8abb94c710","ユーズランド大河原店","柴田郡大河原町字小島2-1フォルテ2F","","0224-51-1237","","","38.065153 140.737021",NEW
"id_shop_a2b94031432ea8973de612d2c9ab9555","a2b94031432ea8973de612d2c9ab9555","アミューズメントパークサムワン","柴田郡村田町大字沼辺牡丹山42-1","R大河原駅から宮城交通バス(村田行・川崎行)青果市場前下車、仙台バイパス沿い","0224-52-1868","10:00～23:00","無し","38.063095 140.744433",NEW
"id_shop_add2fd345dda927fda600dc9e7233daf","add2fd345dda927fda600dc9e7233daf","遊楽館ジョイフル","気仙沼市松川37-1","","0226-24-0087","平日11:00～23:55 土日祝10:00～23:55","無し","38.891162 141.560179",NEW
"id_shop_8e874108c138e025506ce1e20fc7d7a9","8e874108c138e025506ce1e20fc7d7a9","自遊時間富谷店","黒川郡富谷町ひより台2-37西友2F","東北自動車道 鶴巣PA下りて20分","022-779-1350","10:00～24:00","無し","38.400368 140.88518",NEW
"id_shop_b2be47017999274f376b4d298b977df7","b2be47017999274f376b4d298b977df7","トムソーヤのなかまたち鷹巣店","北秋田市栄字中綱31-1イオンタウン鷹巣店","","080-7195-3578","施設の営業時間に準じる","","40.229809 140.384714",NEW
"id_shop_a9d900a63047014b2aeb7224d8c97f7c","a9d900a63047014b2aeb7224d8c97f7c","おみやげの安田 八郎潟店","南秋田郡八郎潟町上沖谷地67","国道7号線沿い","018-875-3951","10:00～24:00","無し","",NEW
"id_shop_6a8f97a61b3ff99981bcd486f498f5bf","6a8f97a61b3ff99981bcd486f498f5bf","北星ボウルアネックス","大館市字観音堂304","北星ボウルアネックス内","0186-49-1155","10:00～24:00","無し","40.284097 140.576254",NEW
"id_shop_c8928c906358165dff1622806380fa9f","c8928c906358165dff1622806380fa9f","G3ポロス横手南店","横手市大字婦気大堤字中田4-1イオンスーパーセンター横手南店2F","","0182-23-5415","","","39.2947159 140.5500996",NEW
"id_shop_d67af21ae630b3bb203363b17a2907c9","d67af21ae630b3bb203363b17a2907c9","モーリーファンタジー本荘","由利本荘市石脇字田中138イオンスーパーセンター本荘店1F","","080-3476-8892","","","",NEW
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394",NEW
"id_shop_4dbebcbd6747ba4c940ab5d2c58c9940","4dbebcbd6747ba4c940ab5d2c58c9940","ロックンボウル","秋田市広面字長沼301","","018-831-6900","10:00～翌5:00","無し","39.71725634 140.1434496",NEW
"id_shop_eff9c2ec0e4eaa0edfbf3314070aef8f","eff9c2ec0e4eaa0edfbf3314070aef8f","能代スポーツセンター","能代市元町14-6","五能線 能代駅 徒歩10分","0185-52-0154","平日:12:00～22:30 土日祝:10:00～22:30","毎週水曜日","40.208901 140.033519",NEW
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","スーパーノバ天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732",NEW
"id_shop_64c72ea059cf68d6ad3ec118709c3a91","64c72ea059cf68d6ad3ec118709c3a91","ゲームゾーントレジャー吉原店","山形市前明石1352-5","ジャスコ山形南店側","023-646-9336","10:00～24:00","無し","",NEW
"id_shop_27367e5680a5547d0342d49e75048228","27367e5680a5547d0342d49e75048228","ゲームゾーントレジャー北町店","山形市北町2-2-45山形ファミリーボウル内","","023-682-3356","","","38.268738 140.329329",NEW
"id_shop_075430ff15824ab223926be759630f33","075430ff15824ab223926be759630f33","パルケデアミーゴ","山形市嶋北1-3-1","","023-682-1613","","","38.2836681 140.3205057",NEW
"id_shop_1f89d6c7a21af80bfe4b4f258ed16694","1f89d6c7a21af80bfe4b4f258ed16694","GiGO新庄","新庄市金沢1068","","080-7037-0268","","","",NEW
"id_shop_c30ffe7d748c133f83bea459ae0e1530","c30ffe7d748c133f83bea459ae0e1530","大成ボウリングセンター","酒田市東両羽町6-17","","0234-23-5822","","","38.89406 139.84912",NEW
"id_shop_14199ee45a17698ba623dd6e5dc6fd78","14199ee45a17698ba623dd6e5dc6fd78","アピナ鶴岡店","鶴岡市文下字広野1-1","","0235-29-1141","","","38.75839782 139.8439993",NEW
"id_shop_0ce8d1a451be3a55643f66bc6198ab04","0ce8d1a451be3a55643f66bc6198ab04","ドリームファクトリーいわき店","いわき市中央台飯野4-1","","0246-28-3008","","","37.013416 140.917648",NEW
"id_shop_68e31355a4b6578ade5b47789878c8cd","68e31355a4b6578ade5b47789878c8cd","嶺宝スポーツセンター","いわき市小名浜住吉字折返2-2","6号バイパス住吉交差点横","0246-58-8093","11:00～23:00","火曜日","36.97400283 140.8903913",NEW
"id_shop_552ccc1cc0762cec7839071649f02ea1","552ccc1cc0762cec7839071649f02ea1","アミューズパークいわき神谷店","いわき市平下神谷字馬洗7-1","","0246-34-7217","9:00～24:00","無し","37.06530832 140.9425725",NEW
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","スーパーノバ会津","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191",NEW
"id_shop_df9a6195295bc2bdc250e1c309478cec","df9a6195295bc2bdc250e1c309478cec","アミューズパーク会津店","会津若松市神指町大字南四合幕内503-2","","0242-29-3339","店舗にお問い合わせください","年中無休","",NEW
"id_shop_2aac461b25809d92c767cfd6c0716d6b","2aac461b25809d92c767cfd6c0716d6b","PALO喜多方","喜多方市字押切南2-42-1リオンドールガーデンスクエア店内","","070-3100-4648","","","",NEW
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354",NEW
"id_shop_551eebd41102424523691ddf0f7e5f30","551eebd41102424523691ddf0f7e5f30","THE 3RDプラネット福島店","福島市栄町1-1パワーシティーピポット内","JR福島駅構内","024-526-3536","9:00～24:00","無し","37.75708655 140.4603393",NEW
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","スーパーノバ福島","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72791083 140.4671033",NEW
"id_shop_f547ec61292e98e235738ce14f0801e3","f547ec61292e98e235738ce14f0801e3","アミューズパーク福島店","福島市黒岩字堂の後78","高速「福島西IC」より車で15分。国道4号線を右折し「黒岩」交差点を左折。","0245-45-1261","10:00～24:00","無し","37.72566977 140.4699151",NEW
"id_shop_8217051d78c617aee5598c43a05a8afd","8217051d78c617aee5598c43a05a8afd","ゲームスペースA-3","西白河郡西郷村豊作西15-16-17","新白河駅高原口より徒歩3分","0248-23-3421","10:00～24:00","無し","37.12433442 140.1824915",NEW
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し","",NEW
"id_shop_ca0feffeab21eb0fbab07a7a4a784ad2","ca0feffeab21eb0fbab07a7a4a784ad2","アミューズパーク郡山店","郡山市安積町日出山2-80","JR郡山駅より車で10分。東部幹線沿い。","0249-44-9898","店舗にてご確認ください","無し","37.37446344 140.3838207",NEW
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929",NEW
"id_shop_4321abfee3efe28f0d16b4b71208a57d","4321abfee3efe28f0d16b4b71208a57d","ソユーエンターテイメントスタジオ須賀川店","須賀川市古河105イオンタウン須賀川B棟内","","0248-63-8918","10:00～24:00","","37.29827338 140.3853001",NEW
"id_shop_197cfe1636fff0345c95c8daa29a48e4","197cfe1636fff0345c95c8daa29a48e4","アミューズパーク須賀川店","須賀川市大黒町150-1","","0246-76-1615","12:00～24:00 土日祝10:00～24:00","","37.2853386 140.3667832",NEW
