id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude,
"id_shop_81a24f1e28a5d907b628685da52bee1e","81a24f1e28a5d907b628685da52bee1e","キャッツアイ新川店","札幌市北区新川2条7-1-7","札樽自動車道新川IC前","011-766-2828","10:00～24:00","無し","43.10077961 141.3102954",HG
"id_shop_394069865c7ea14f636a69ff1b90a8a5","394069865c7ea14f636a69ff1b90a8a5","キャッツアイ篠路店","札幌市北区篠路1条4-6-30","JR篠路駅下車徒歩20分","011-776-1500","10:00～24:00","無し","43.14070168 141.3571701",HG
"id_shop_b61d109b6b4301a5c9ba5d5c01b24a6c","b61d109b6b4301a5c9ba5d5c01b24a6c","カラオケルームキャッツアイ新札幌店","札幌市厚別区厚別東5条1-2-10","JR、札幌市営地下鉄新札幌駅下車徒歩20分","011-899-1500","10:00～24:00","無し","43.04493545 141.4754191",HG
"id_shop_de967e1a41eac5fe2fdab8175c2c02be","de967e1a41eac5fe2fdab8175c2c02be","ラウンドワン札幌北21条店","札幌市東区北21条東1-1-21","[市営地下鉄南北線 北24条駅] 南北線北24条駅2番出口より北24条通り東へ430m。創成川通り(石狩街道)を東へ470m  徒歩約15分","011-733-8801","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","43.08681907 141.3495671",HG
"id_shop_a35f4f2cc96cb5c9f07986ff7d31cb6a","a35f4f2cc96cb5c9f07986ff7d31cb6a","キャッツアイ東苗穂店","札幌市東区東苗穂6条2-1-25","札樽自動車道雁来ICから車3分","011-789-1500","10:00～24:00","無し","43.09235265 141.4070002",HG
"id_shop_259cb0243f70ae8d5694e14333300257","259cb0243f70ae8d5694e14333300257","ゲームパークキャッツアイ清田店","札幌市清田区清田1条1-20-1","国道36号線、札幌ドームより車5分","011-884-2828","10:00～24:00","無し","43.00286736 141.4364379",HG
"id_shop_3c6777c2d90eca527854deba4ab6adb6","3c6777c2d90eca527854deba4ab6adb6","ラウンドワン札幌白石本通店","札幌市白石区本通-16-北1-50","札幌市営地下鉄東西線「南郷18丁目」駅より徒歩約10分","011-865-8051","10:00～24:00","無し","43.03673108 141.4328227",HG
"id_shop_61c72dfaf766a6bc416c72c8bc6652f3","61c72dfaf766a6bc416c72c8bc6652f3","カラオケルームキャッツアイ栄通店","札幌市白石区栄通19-11-43","札幌市営地下鉄南郷18丁目駅下車徒歩15分","011-855-4412","10:00～24:00","無し","43.02523848 141.4364941",HG
"id_shop_0863f91cd5546570254d6f7ebc230c0a","0863f91cd5546570254d6f7ebc230c0a","キャッツアイ苫小牧駅前店","苫小牧市木場町1-3","","0144-82-8538","","","42.64136742 141.5979673",HG
"id_shop_4d41b23a1559252ddf68e600a3e5522b","4d41b23a1559252ddf68e600a3e5522b","タイトーステーションイオンモール釧路昭和","釧路市昭和中央4-18-1イオンモール釧路昭和2F","JR釧路駅より車で約15分または、くしろバス「イオン釧路昭和店」降車","0154-55-4623","9:00-翌1:00","無し","43.027025 144.360201",HG
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～22:00","無し","40.60188383 141.4176032",HG
"id_shop_ab7827fe013b77c9d13f4a5cbe815900","ab7827fe013b77c9d13f4a5cbe815900","イーグルボウル","十和田市東四番町3-39","","0176-25-1233","","","40.60882 141.22112",HG
"id_shop_7159733988c82e6351738933fdb0e0a8","7159733988c82e6351738933fdb0e0a8","D-ポケット青森中央店","青森市大野若宮182-1","","017-729-3622","7:00～24:00","無し","40.8063772 140.7405498",HG
"id_shop_f857152de32c6da3f2deb458963e593c","f857152de32c6da3f2deb458963e593c","ラウンドワン青森店","青森市浜田3-1-1","青森自動車道 青森中央IC下車 浜田ドリームタウンアリー内","017-762-3591","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","40.79867718 140.7483213",HG
"id_shop_722c0a8c929d52e5a919e944b4e546ca","722c0a8c929d52e5a919e944b4e546ca","タイトーステーション青森アムゼ店","青森市緑3-9-2アムゼ内","JR青森駅より南東へ車で15分","017-721-1713","10:00～22:00","無し","40.80791373 140.7533047",HG
"id_shop_b959ed59f8e5429ebc864ece5e8d02cb","b959ed59f8e5429ebc864ece5e8d02cb","BINGO一関店","一関市山目字中野92-1","一関ICを降り342号線を4号線方面へ 4号線の交差点を右折、100メートル右側 一関消防署隣り","0191-25-6899","10:00～24:00","無し","38.93346883 141.1175074",HG
"id_shop_3dd7b45168bf9fa76dbb0f19e845bfed","3dd7b45168bf9fa76dbb0f19e845bfed","G3ポロスイオンタウン北上店","北上市里分4地割20-1","","0197-65-7888","9:00～24:00","無し","39.29457009 141.133971",HG
"id_shop_82e3225247841c0b5f89c3ddc48e4c88","82e3225247841c0b5f89c3ddc48e4c88","タイトーステーション盛岡マッハランド店","盛岡市上堂1-2-38","国道4号線沿い、マッハランド内。","019-648-1408","10:00～24:00","無し","39.723902 141.126913",HG
"id_shop_2c446cb47c1959b6b7b387c541f5c8c4","2c446cb47c1959b6b7b387c541f5c8c4","ラウンドワン盛岡店","盛岡市盛岡駅西通2-10-35","盛岡駅 西口すぐ","019-654-9011","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70035197 141.133077",HG
"id_shop_7a63d9a6a36ac7a0e27af2606daacd9f","7a63d9a6a36ac7a0e27af2606daacd9f","タイトーステーション仙台ベガロポリス店","仙台市太白区西多賀5-24-1","国道286号沿い、JR長町駅より車で10分","022-307-3685","10:00～24:00","無し","38.21973354 140.8479417",HG
"id_shop_ff0217141ca6e6ac9dcb089c8aea0ed8","ff0217141ca6e6ac9dcb089c8aea0ed8","THE 3RDプラネットBivi仙台店","仙台市宮城野区榴岡2-1-25","JR仙台駅東口徒歩1分","022-742-0543","9:00～24:00","無し","38.26104517 140.8836926",HG
"id_shop_4fd5b9951773260e25426acd35c387df","4fd5b9951773260e25426acd35c387df","ラウンドワン仙台苦竹店","仙台市宮城野区苦竹1-7-10","JR仙石線苦竹駅すぐ","022-788-2581","10:00～23:50 土日祝6:00～23:50","無し","38.26828399 140.9172614",HG
"id_shop_4849b02f89f69504e072941c1aa5dd5b","4849b02f89f69504e072941c1aa5dd5b","GiGOイオン仙台中山","仙台市泉区南中山1-35-57イオン仙台中山店別館3F","","022-347-3139","","","38.299061 140.828497",HG
"id_shop_874719677a4d433259d033e7f2de26c7","874719677a4d433259d033e7f2de26c7","GAME BANK","仙台市泉区大沢2-5-4","東北自動車道 泉インター直ぐ","022-776-5677","9:00～24:00","無し","38.352801 140.877385",HG
"id_shop_61ab9402ef3b52689fcfcbc2bcf04976","61ab9402ef3b52689fcfcbc2bcf04976","ゲームコーナー東部","仙台市若林区六丁の目中町26-60","六丁目の交差点より多賀城方面へ向かい車で5分。産業通り沿い。","022-287-5880","9:00～24:00","無し","38.25101621 140.9438974",HG
"id_shop_3a9920918027b30c5689d603a7086f2c","3a9920918027b30c5689d603a7086f2c","タイトーステーション仙台名掛丁店","仙台市青葉区中央1-7-13","JR仙台駅・地下鉄仙台駅より徒歩5分(ハピナ名掛丁アケード内)","022-215-1664","9:00～24:00","無し","38.262028 140.879112",HG
"id_shop_90499a6a90ec437f76d8174a072f3dd1","90499a6a90ec437f76d8174a072f3dd1","タイトーステーション仙台クリスロード店","仙台市青葉区中央2-3-25","JR仙台駅・地下鉄仙台駅より徒歩8分(ハピナ名掛丁アーケード内)","022-262-2541","9:00～24:00","無し","38.261006 140.875705",HG
"id_shop_9b7aaafb13b4639fbb4d8dcb24b6c6d5","9b7aaafb13b4639fbb4d8dcb24b6c6d5","ソユーゲームフィールド古川店","大崎市古川沢田字筒場浦15イオンタウン古川内","","0229-27-1785","","","38.599076 140.974141",HG
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","GiGO利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135",HG
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","","38.36528256 140.8765988",HG
"id_shop_c8928c906358165dff1622806380fa9f","c8928c906358165dff1622806380fa9f","G3ポロス横手南店","横手市大字婦気大堤字中田4-1イオンスーパーセンター横手南店2F","","0182-23-5415","","","39.29452197 140.5520782",HG
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394",HG
"id_shop_4dbebcbd6747ba4c940ab5d2c58c9940","4dbebcbd6747ba4c940ab5d2c58c9940","ロックンボウル","秋田市広面字長沼301","","018-831-6900","10:00～翌5:00","無し","39.71725634 140.1434496",HG
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","GiGO天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732",HG
"id_shop_64c72ea059cf68d6ad3ec118709c3a91","64c72ea059cf68d6ad3ec118709c3a91","ゲームゾーントレジャー吉原店","山形市前明石1352-5","ジャスコ山形南店側","023-646-9336","10:00～24:00","無し","38.22961845 140.3040511",HG
"id_shop_27367e5680a5547d0342d49e75048228","27367e5680a5547d0342d49e75048228","ゲームゾーントレジャー北町店","山形市北町2-2-45山形ファミリーボウル内","","023-682-3356","","","38.268738 140.329329",HG
"id_shop_1f89d6c7a21af80bfe4b4f258ed16694","1f89d6c7a21af80bfe4b4f258ed16694","GiGO新庄","新庄市金沢1068","","080-7037-0268","","","38.76416135 140.3089553",HG
"id_shop_68e31355a4b6578ade5b47789878c8cd","68e31355a4b6578ade5b47789878c8cd","嶺宝スポーツセンター","いわき市小名浜住吉字折返2-2","6号バイパス住吉交差点横","0246-58-8093","11:00～23:00","火曜日","36.97400283 140.8903913",HG
"id_shop_552ccc1cc0762cec7839071649f02ea1","552ccc1cc0762cec7839071649f02ea1","アミューズパークいわき神谷店","いわき市平下神谷字馬洗7-1","","0246-34-7217","9:00～24:00","無し","37.06530832 140.9425725",HG
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","GiGO会津若松","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191",HG
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354",HG
"id_shop_551eebd41102424523691ddf0f7e5f30","551eebd41102424523691ddf0f7e5f30","サープラ福島あそびタウン","福島市栄町1-1パワーシティーピポット内","JR福島駅構内","024-526-3536","9:00～24:00","無し","37.75708655 140.4603393",HG
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","GiGO福島南","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72791083 140.4671033",HG
"id_shop_f547ec61292e98e235738ce14f0801e3","f547ec61292e98e235738ce14f0801e3","アミューズパーク福島店","福島市黒岩字堂の後78","高速「福島西IC」より車で15分。国道4号線を右折し「黒岩」交差点を左折。","0245-45-1261","10:00～24:00","無し","37.72566977 140.4699151",HG
"id_shop_8217051d78c617aee5598c43a05a8afd","8217051d78c617aee5598c43a05a8afd","ゲームスペースA-3","西白河郡西郷村豊作西15-16-17","新白河駅高原口より徒歩3分","0248-23-3421","10:00～24:00","無し","37.12433442 140.1824915",HG
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し","37.40229903 140.3957065",HG
"id_shop_ca0feffeab21eb0fbab07a7a4a784ad2","ca0feffeab21eb0fbab07a7a4a784ad2","アミューズパーク郡山店","郡山市安積町日出山2-80","JR郡山駅より車で10分。東部幹線沿い。","0249-44-9898","店舗にてご確認ください","無し","37.37446344 140.3838207",HG
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929",HG
"id_shop_5dceedeab4f1ab37b3e6ccfce0a10b16","5dceedeab4f1ab37b3e6ccfce0a10b16","namcoイオンタウン郡山店","郡山市松木町2-88イオンタウン郡山","","024-943-2715","","","37.389283 140.390809",HG
"id_shop_b60c5050c68c9cf00045402a6254f5c5","b60c5050c68c9cf00045402a6254f5c5","ゲームメガみらい平店","つくばみらい市陽光台1-14-1","みらい平駅前","0297-20-7070","9:30～24:00","無し","35.99554837 140.0406889",HG
"id_shop_cc46293e13922d30910df91d3fd4d769","cc46293e13922d30910df91d3fd4d769","ゲームメガつくば店","つくば市小野崎177-2","","029-846-1200","","","36.07682559 140.1047877",HG
"id_shop_dc2d248ebb8f944c7a671fb971881ad0","dc2d248ebb8f944c7a671fb971881ad0","GiGOデイズタウンつくば","つくば市竹園1-9-2デイズタウンつくばB1F","つくば駅徒歩5分デイズタウンつくばB1F","070-1459-0875","10:00～24:00","無休","36.07768145 140.1153322",HG
"id_shop_675284c3ffd1b400d8bd183b63067f4f","675284c3ffd1b400d8bd183b63067f4f","アミューズビバ","ひたちなか市東大島2-11-11-1Fゲームコーナー","勝田駅東口より北へ1km","029-274-7311","","","36.40636031 140.5317325",HG
"id_shop_4239056cc44c43fd631159e17878c578","4239056cc44c43fd631159e17878c578","GiGOひたちなか別館","ひたちなか市田中後40-2","北関東自動車道 ひたちなかインターから車で約5分","029-263-7615","10:00～24:00","無し","36.34746899 140.5800737",HG
"id_shop_ec4ad7b7ad1058ba6562cc42fafb0c06","ec4ad7b7ad1058ba6562cc42fafb0c06","ビッグベンカフェ勝田店","ひたちなか市馬渡2565","","029-272-2720","一部24時間営業","無し","36.39935712 140.5604121",HG
"id_shop_1c0c48cf7a252372413c7fd5794bec2c","1c0c48cf7a252372413c7fd5794bec2c","ピンクパンサー 下妻店","下妻市小島884-10","国道旧294号線沿い","0296-43-6880","12:00～24:00","無し","36.17067062 139.9664734",HG
"id_shop_ff550daad1fa57b20a57cf08d83ca6d7","ff550daad1fa57b20a57cf08d83ca6d7","ゲームパドック プラスワン","古河市小堤1916-1","国道125号、古河方面から下妻方面に走行、新幹線のガードをくくって500m左手","0280-98-5161","9:00～24:00","無し","36.2067047 139.7580433",HG
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958",HG
"id_shop_32ab165b7c80a472a0e4e261b647e86e","32ab165b7c80a472a0e4e261b647e86e","ピンクパンサー土浦店","土浦市木田余4585-3","","029-886-6467","","","36.106571 140.215204",HG
"id_shop_3d4a60c258b360a0ec49db6d65fd9d70","3d4a60c258b360a0ec49db6d65fd9d70","ゲームメガ日立店","日立市東多賀町5-10-10","常陸多賀駅徒歩5分","0294-32-1983","10:00～24:00","無し","36.54818909 140.6305166",HG
"id_shop_f4ec7c6fa3edd65f52423bc5f753eea8","f4ec7c6fa3edd65f52423bc5f753eea8","タイトーステーションイオンタウン水戸南店","東茨城郡茨城町長岡3480-101イオンタウン水戸南ショッピングC","","029-297-8081","","","36.310917 140.442207",HG
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138",HG
"id_shop_68fe8aa7f51d23c93b13bad0bfa94ce7","68fe8aa7f51d23c93b13bad0bfa94ce7","GiGO水戸南","水戸市千波町2017-1","","029-244-1045","","","36.350325 140.443003",HG
"id_shop_f3dc60b673f614dc9122a4c74de5505b","f3dc60b673f614dc9122a4c74de5505b","オアジ水戸店","水戸市宮町1-7-44","","029-222-5588","","","36.36950989 140.4744421",HG
"id_shop_8f7b69cf7d99e8dc1f5f2947c0029f9c","8f7b69cf7d99e8dc1f5f2947c0029f9c","ピンクパンサー 水戸赤塚店","水戸市河和田1-1","JR水戸線 赤塚駅徒歩5分 フレスポ赤塚内","029-309-1983","10:00～24:00","無し","36.3807337 140.4136026",HG
"id_shop_0e2685d9f1b94ebaa4910e5b0f387886","0e2685d9f1b94ebaa4910e5b0f387886","フリスポ下館店","筑西市神分472","国道50号を下館から小山方面へ10分","0296-22-7552","","","36.30255879 139.9564543",HG
"id_shop_e3b1f9ab61144a6781d050606755add4","e3b1f9ab61144a6781d050606755add4","サイバック龍ヶ崎店","龍ヶ崎市藤ヶ丘4-2-2","","0297-64-0255","一部24時間営業","","35.938731 140.195155",HG
"id_shop_5683d0a4ec86702664165c0760095025","5683d0a4ec86702664165c0760095025","namcoフェドラP&D佐野店","佐野市高萩町1340","","0283-85-9518","10:00～24:00 土日祝9:00～24:00","無し","36.29729 139.605644",HG
"id_shop_8fc5dab945ef9260b7a052c0b76e15f2","8fc5dab945ef9260b7a052c0b76e15f2","インターパークプラスワン","宇都宮市インターパーク6-5-1","国道4号線、北関東自動車道、宇都宮上三川インターインター降りてすぐ","028-657-6789","9:00～24:00","無し","36.48822111 139.9053211",HG
"id_shop_0390231c20f98cc6f32930f3bcd36381","0390231c20f98cc6f32930f3bcd36381","ラウンドワン宇都宮店","宇都宮市江曽島町2072-1","宇都宮4号線 西原町・簗瀬ドンキホーテ様 西側","028-614-8171","平日10:00～23:50 土日祝6:00～23:50","無し","36.54080987 139.8868656",HG
"id_shop_a023f0b26ab95f166e55a54b2bbd02b0","a023f0b26ab95f166e55a54b2bbd02b0","シーサイドリゾート","宇都宮市睦町7-3","鹿沼街道沿い","028-632-5006","10:00～24:00","無し","36.56327652 139.8604649",HG
"id_shop_ac8bbf1217ed7b669dd9b107d2c4aacd","ac8bbf1217ed7b669dd9b107d2c4aacd","タイトーステーション宇都宮ベルモール店","宇都宮市陽東6-2-1ベルモール宇都宮2F","宇都宮駅東口から車で10分","028-613-1358","10:00～21:00","無し","36.55605376 139.9281106",HG
"id_shop_d1d5af73300a6898df838786c3bc2b3c","d1d5af73300a6898df838786c3bc2b3c","タイトーFステーションおやまゆうえん","小山市喜沢1475ハーヴェストウォーク内","","0285-25-8661","","","36.334678 139.807785",HG
"id_shop_59cc97a331a2f5c08a084a7162c584fe","59cc97a331a2f5c08a084a7162c584fe","アピナ小山店","小山市駅南町4-27-18","国道50号線沿い駅南町交差点","0285-31-0050","10:00～24:00","無し","36.300419 139.809126",HG
"id_shop_2a63bcb14f861dcbb9b9ec7c951f50a5","2a63bcb14f861dcbb9b9ec7c951f50a5","ドラマ足利店","足利市朝倉町244-1","東武伊勢崎線足利市駅より徒歩10分","0284-73-9559","10:00～24:00","無し","36.32220259 139.4503607",HG
"id_shop_54694780f3b5bc644fc3f08b4dbdddda","54694780f3b5bc644fc3f08b4dbdddda","大田原スポーツランド","那須塩原市一区町104-60","大田原ゴルフセンター入口付近(パチンコニラク前)","0287-36-7137","10:00～翌2:00","無し","36.85195131 139.9934495",HG
"id_shop_cfe140e182afe5256b099af7305f9133","cfe140e182afe5256b099af7305f9133","インターワールド伊勢崎店","伊勢崎市宮子町3425-4","関東自動車道駒形ICから5分。伊勢崎オートレース近く","0270-25-4338","10:00～24:00","無し","36.3315169 139.1624928",HG
"id_shop_1fdcfabd57d7463fab0d892a96464b7a","1fdcfabd57d7463fab0d892a96464b7a","ゲームワンダーランド2東店","伊勢崎市東小保方町3464-1","291号線沿い流通団地交差点近く","027-061-0891","一部24時間","無し","36.32856 139.247267",HG
"id_shop_202381d92beaf8ad0c9b1b4a92801530","202381d92beaf8ad0c9b1b4a92801530","群馬レジャーランド伊勢崎店","伊勢崎市連取町3066-1","伊勢崎市内県道2号線沿い伊勢崎オート近く","0270-40-5330","一部24時間営業","無し","36.31824274 139.1723592",HG
"id_shop_375a9d26863fdf5e3dfe7b9674fc8136","375a9d26863fdf5e3dfe7b9674fc8136","WING玉村店","佐波郡玉村町板井1331","","0270-65-4737","一部24時間営業","無し","36.31467022 139.1021176",HG
"id_shop_7b16e0227c7281cf3025faaeda444c74","7b16e0227c7281cf3025faaeda444c74","ゲームパークM1","前橋市国領町2-13-6","上毛線中央前橋駅から徒歩2km弱","027-212-9840","10:00～翌4:00","無し","36.40526496 139.0659813",HG
"id_shop_7242aefd06818f758ebf4e999a539d39","7242aefd06818f758ebf4e999a539d39","ラウンドワン前橋店","前橋市天川大島町1101-1","両毛線前橋大島南口下車 徒歩約6分","027-287-1501","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","36.36888377 139.1051864",HG
"id_shop_adf8005a97534d66a3c35f2f1581a31a","adf8005a97534d66a3c35f2f1581a31a","ユーズランド太田店","太田市石原町81-イオンモール太田2F","イオン太田SC2F東武伊勢崎線太田駅よりバスで10分東北道館林ICよりR354～R122(太田バイパス)経由約30分","0276-47-8722","10:00～23:00","無し","36.29327372 139.4001931",HG
"id_shop_edb06a690bfcfaa08a625124289bce7c","edb06a690bfcfaa08a625124289bce7c","群馬レジャーランド太田店","太田市西矢島町162-2","","0276-47-8030","一部24時間営業","無し","36.26802219 139.3761382",HG
"id_shop_2d82aa59dff25476df6904ba28a5db0f","2d82aa59dff25476df6904ba28a5db0f","群馬レジャーランド渋川店","渋川市八木原1364","","0279-25-0718","","","36.4742053 139.0154654",HG
"id_shop_1d4ca5f140a8f7616a62798c3b80db58","1d4ca5f140a8f7616a62798c3b80db58","ドライブイン七興","藤岡市上落合853","","0274-22-3050","10:00～24:00","無し","36.26267414 139.0410056",HG
"id_shop_00f4cb833487484edafae72b2cb0c22d","00f4cb833487484edafae72b2cb0c22d","群馬レジャーランド藤岡店","藤岡市中2002-1","県道13号沿い、上信越道藤岡IC北 カーオプション店『ピット100』2階","0274-40-2371","一部24時間営業","","36.27426745 139.0718857",HG
"id_shop_0fdd67eda5e5a23cd3a764a7499923ec","0fdd67eda5e5a23cd3a764a7499923ec","ルパン122","邑楽郡邑楽町大字中野1593","東武小泉線本中野駅下車徒歩20分","0276-88-7510","17:00～24:00 土日祝10:00～24:00","毎週火曜日","36.27008866 139.4600086",HG
"id_shop_5c0ebcbdea4539f37d2e190b43ef47ba","5c0ebcbdea4539f37d2e190b43ef47ba","ユーズランド高崎店","高崎市棟高町1400-イオン高崎SC2F","","027-310-9113","10:00～23:00","","36.39047889 139.0067302",HG
"id_shop_150324e0f81546285f0af87f1f277ba7","150324e0f81546285f0af87f1f277ba7","ゲームセンター･コルソ","高崎市棟高町1868-135","","027-372-6207","一部24時間","無し","36.37885683 139.0079872",HG
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661",HG
"id_shop_3fadff957ca3404c96ed58e5068e4f7f","3fadff957ca3404c96ed58e5068e4f7f","めだま屋安中店","高崎市藤塚町423","","027-321-6918","","","36.333805 138.95442",HG
"id_shop_32b617659c0fb867b079027e4acebc5f","32b617659c0fb867b079027e4acebc5f","タイトーステーション大宮店","さいたま市大宮区大門町1-1","大宮駅東口徒歩1分","048-782-5461","9:00～翌1:00","無し","35.907441 139.625505",HG
"id_shop_fcfde039171610b4488ab5d9c499d0ac","fcfde039171610b4488ab5d9c499d0ac","埼玉レジャーランド大宮ラクーン店","さいたま市大宮区宮町1-60大宮ラクーン5F","","048-871-5539","","","35.90775385 139.6256741",HG
"id_shop_8f8498df7ce389566fcb8d1af8b42a55","8f8498df7ce389566fcb8d1af8b42a55","ラウンドワン大宮店","さいたま市大宮区宮町4-90-7","JR「大宮駅」下車徒歩10分","048-658-5666","10:00～23:50、[土日祝]6:00～23:50","無し","35.91078012 139.6254963",HG
"id_shop_1db3274121924107bbc77f1ba6ea8443","1db3274121924107bbc77f1ba6ea8443","ウェアハウス岩槻店","さいたま市岩槻区加倉3-3-63","岩槻IC降りて直ぐ","048-758-8755","7:00～23:45","無し","35.94092949 139.6859268",HG
