id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_90499a6a90ec437f76d8174a072f3dd1","90499a6a90ec437f76d8174a072f3dd1","タイトーステーション仙台クリスロード店","仙台市青葉区中央2-3-25","JR仙台駅・地下鉄仙台駅より徒歩8分(ハピナ名掛丁アーケード内)","022-262-2541","9:00～24:00","無し","38.261006 140.875705"
"id_shop_a9989061b8a0aa39ef93f479f8b6ff30","a9989061b8a0aa39ef93f479f8b6ff30","GiGO仙台","仙台市青葉区中央2-5-5三経60ビル","","022-211-1922","","","38.26181 140.87675"
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","スーパーノバ仙台利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135"
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","",""
"id_shop_1b6ebd593f4d866d4be2ca8abb94c710","1b6ebd593f4d866d4be2ca8abb94c710","ユーズランド大河原店","柴田郡大河原町字小島2-1フォルテ2F","","0224-51-1237","","","38.065153 140.737021"
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394"
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","スーパーノバ天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732"
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","スーパーノバ会津","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191"
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354"
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","スーパーノバ福島","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72777476 140.4671878"
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し",""
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929"
"id_shop_b60c5050c68c9cf00045402a6254f5c5","b60c5050c68c9cf00045402a6254f5c5","ゲームメガみらい平店","つくばみらい市陽光台1-14-1","みらい平駅前","0297-20-7070","9:30～24:00","無し",""
"id_shop_cc46293e13922d30910df91d3fd4d769","cc46293e13922d30910df91d3fd4d769","ゲームメガつくば店","つくば市小野崎177-2","","029-846-1200","","","36.07824 140.10428"
"id_shop_4239056cc44c43fd631159e17878c578","4239056cc44c43fd631159e17878c578","AMジャムジャムひたちなか本店新館","ひたちなか市田中後40-2","北関東自動車道 ひたちなかインターから車で約5分","029-263-7615","10:00～24:00","無し","36.34746899 140.5800737"
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958"
"id_shop_3d4a60c258b360a0ec49db6d65fd9d70","3d4a60c258b360a0ec49db6d65fd9d70","ゲームメガ日立店","日立市東多賀町5-10-10","常陸多賀駅徒歩5分","0294-32-1983","10:00～24:00","無し","36.54818909 140.6305166"
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138"
"id_shop_d46892c6a7e439bdb18847d407250a47","d46892c6a7e439bdb18847d407250a47","ピンクパンサー 水戸けやき台店","水戸市酒門町3276-1","50号バイパス沿い","029-247-1983","10:00～24:00","無し",""
"id_shop_7aeaea6a3c1c785518fe33327dec1841","7aeaea6a3c1c785518fe33327dec1841","GiGO宇都宮","宇都宮市東宿郷5-1-7","","028-633-6082","","","36.558326 139.90882"
"id_shop_0390231c20f98cc6f32930f3bcd36381","0390231c20f98cc6f32930f3bcd36381","ラウンドワン宇都宮店","宇都宮市江曽島町2072-1","宇都宮4号線 西原町・簗瀬ドンキホーテ様 西側","028-614-8171","平日10:00～23:50 土日祝6:00～23:50","無し","36.54080987 139.8868656"
"id_shop_2a63bcb14f861dcbb9b9ec7c951f50a5","2a63bcb14f861dcbb9b9ec7c951f50a5","ドラマ足利店","足利市朝倉町244-1","東武伊勢崎線足利市駅より徒歩10分","0284-73-9559","10:00～24:00","無し","36.32220259 139.4503607"
"id_shop_202381d92beaf8ad0c9b1b4a92801530","202381d92beaf8ad0c9b1b4a92801530","群馬レジャーランド伊勢崎店","伊勢崎市連取町3066-1","伊勢崎市内県道2号線沿い伊勢崎オート近く","0270-40-5330","一部24時間営業","無し","36.31824274 139.1723592"
"id_shop_adf8005a97534d66a3c35f2f1581a31a","adf8005a97534d66a3c35f2f1581a31a","ユーズランド太田店","太田市石原町81-イオンモール太田2F","イオン太田SC2F東武伊勢崎線太田駅よりバスで10分東北道館林ICよりR354～R122(太田バイパス)経由約30分","0276-47-8722","10:00～23:00","無し","36.29518018 139.4003615"
"id_shop_edb06a690bfcfaa08a625124289bce7c","edb06a690bfcfaa08a625124289bce7c","群馬レジャーランド太田店","太田市西矢島町162-2","","0276-47-8030","一部24時間営業","無し","36.26802219 139.3761382"
"id_shop_2d82aa59dff25476df6904ba28a5db0f","2d82aa59dff25476df6904ba28a5db0f","群馬レジャーランド渋川店","渋川市八木原1364","","0279-25-0718","","","36.4742053 139.0154654"
"id_shop_5c0ebcbdea4539f37d2e190b43ef47ba","5c0ebcbdea4539f37d2e190b43ef47ba","ユーズランド高崎店","高崎市棟高町1400-イオン高崎SC2F","","027-310-9113","10:00～23:00","","36.39047889 139.0067302"
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661"
"id_shop_32b617659c0fb867b079027e4acebc5f","32b617659c0fb867b079027e4acebc5f","タイトーステーション大宮店","さいたま市大宮区大門町1-1","大宮駅東口徒歩1分","048-782-5461","9:00～翌1:00","無し","35.907441 139.625505"
"id_shop_5c5671e5665396936d1c3f84e18ced4c","5c5671e5665396936d1c3f84e18ced4c","ゲームパニック三郷","三郷市ピアラシティ1-1-200","","048-953-8295","","","35.84215546 139.8548102"
"id_shop_b43360114425aaa11b7df3fb9a56d504","b43360114425aaa11b7df3fb9a56d504","ラウンドワンららぽーと新三郷店","三郷市新三郷ららシティ3-1-1ららぽーと新三郷 2F","武蔵野線 「新三郷駅」下車 西口直結","048-950-7501","10:00～24:00","無し","35.859813 139.865774"
"id_shop_043994294b9a219c77c51b8c930a962c","043994294b9a219c77c51b8c930a962c","GiGO入間","入間市東藤沢2-18","","0429-65-1813","","","35.81911 139.418219"
"id_shop_d59cabd0e4185ecf5e088ff38d9529f6","d59cabd0e4185ecf5e088ff38d9529f6","タイトーステーション和光店","和光市丸山台1-4-5","東武東上線・和光市駅より徒歩5分","048-465-7161","10:00～24:00","無し","35.7866282 139.6126907"
"id_shop_e0153eed31f5ff61223d952f7d5b6e75","e0153eed31f5ff61223d952f7d5b6e75","タイトーステーション所沢","所沢市日吉町3-7","所沢駅西口プロペ通りを徒歩3分","04-2925-9071","09:00～24:00","無し","35.7881 139.47243"
"id_shop_392ff63e272e0674dd5d7424b97905c8","392ff63e272e0674dd5d7424b97905c8","ユーズランド春日部店","春日部市下柳420-1イオンモール春日部2F 2037","庄和インターそば","048-745-2501","施設の営業時間に準じる","施設の営業日に準じる","35.987895 139.788478"
"id_shop_bef88a9d89f14f1c95adb98aef2f5d8d","bef88a9d89f14f1c95adb98aef2f5d8d","ラウンドワン朝霞店","朝霞市膝折町2-16-10","川越道沿い 膝折公団前のすぐ","048-450-1822","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_404b12a9ffb93e5e4d862e7f646aec89","404b12a9ffb93e5e4d862e7f646aec89","ラウンドワン草加店","草加市谷塚上町204番1","国道4号線を埼玉方面へ谷塚仲町交差点左折 安行街道 柳島交差点すぐ","048-920-3701","10:00～24:00","",""
"id_shop_e6b1c87f7494aef42a1b738b7213b637","e6b1c87f7494aef42a1b738b7213b637","ラウンドワンわらび店","蕨市北町5-1-6","中仙道「北町4」交差点すぐ","048-447-8080","10:00～23:50、土日祝8:00～23:50","無し","35.83078787 139.6742521"
"id_shop_b0b39de4dbd80621f193a172955b5c37","b0b39de4dbd80621f193a172955b5c37","ラウンドワンさいたま･鴻巣店","鴻巣市箕田3163-7","国道17号「箕田」交差点東","048-595-2001","10:00～24:00","無し","36.08064011 139.4902201"
"id_shop_d5c7b961162830a661a670711109d48e","d5c7b961162830a661a670711109d48e","ラッキー中央店(フェリシダ)","千葉市中央区富士見2-8-1","JR千葉駅より徒歩5分","043-222-5610","9:00～24:50","無し",""
"id_shop_312f194a0d54f18409a45a4fea90f96b","312f194a0d54f18409a45a4fea90f96b","スポーツウェーブ鉄腕24浜野店","千葉市中央区浜野町1025-59","館山自動車道蘇我ICより車で8分","043-300-8033","一部24時間営業","無し","35.55423187 140.1264305"
"id_shop_30f4a6fa8d4b346ced50a72f8cca7bce","30f4a6fa8d4b346ced50a72f8cca7bce","千葉レジャーランド稲毛店","千葉市稲毛区小仲台2-5-7海宝ビル2F･3F","","080-3350-8184","","","35.63792744 140.0930814"
"id_shop_dda5ddf28f3773825ad96fcec0d611d2","dda5ddf28f3773825ad96fcec0d611d2","千葉レジャーランド成東店","山武市姫島111-1","国道126号線成東町姫島地内ローソン奥","047-580-1777","一部24時間営業","無し","35.58828462 140.3904243"
"id_shop_035765757419805a14e22b1a265d82e2","035765757419805a14e22b1a265d82e2","ラウンドワン市原店","市原市八幡北町3-5-1","国道16号線沿い村田町交差点五十谷橋すぐ","0436-44-8801","10:00～23:50 土日祝6:00～23:50","無し","35.54749256 140.1233239"
"id_shop_5fbd331f03d1948378323836120e6de3","5fbd331f03d1948378323836120e6de3","タイトーFステーション市川妙典店","市川市妙典4-1-1イオン市川妙典店2番街2F","","047-318-3933","施設の営業時間に準じる","施設の営業日に準じる","35.692925 139.927824"
"id_shop_2dbda0efb0bd10d7a710d1f03062a8a9","2dbda0efb0bd10d7a710d1f03062a8a9","ラウンドワン市川鬼高店","市川市鬼高4-1-3","県道283号「市川インター北側」交差点すぐ","047-320-3801","10:00～24:00","無し","35.711239 139.927465"
"id_shop_b86f64aff5bf2ee83f5a3d0d1ec9ea69","b86f64aff5bf2ee83f5a3d0d1ec9ea69","GiGO旭","旭市ニ野場3150-1","","0479-62-7101","","","35.7235571 140.6373282"
"id_shop_cbb890d34fba291c1fffe71eb3759400","cbb890d34fba291c1fffe71eb3759400","ラウンドワンアリオ柏店","柏市大島田1-6-1セブンパークアリオ柏 1070","国道16号線大島田交差点南側","04-7190-1201","8:00?23:50、土日祝6:00～23:50","無し","35.832403 140.012023"
"id_shop_a3cc89efd0d5dc95764d7ae0b33d3132","a3cc89efd0d5dc95764d7ae0b33d3132","GiGOイオンスタイル新浦安","浦安市入船1-4-1イオンスタイル新浦安店4F","JR京葉線新浦安駅より徒歩5分 ダイエーショッパーズプラザ4F","047-381-2466","9:00～24:00","無し","35.64896456 139.9148303"
"id_shop_5ed2173e5f68fb1da2a6ec39316d2eb4","5ed2173e5f68fb1da2a6ec39316d2eb4","ラウンドワン習志野店","習志野市芝園1-4-5","JR京葉線新習志野駅より徒歩約15分","047-408-1901","10:00～24:00","無し","35.660295 140.022576"
"id_shop_d8f0ac1483cccac60e5738c0feab41c6","d8f0ac1483cccac60e5738c0feab41c6","アミューズメントエース津田沼","船橋市前原西2-15-1ファミービル1-3F","JR「津田沼駅」下車北口より徒歩1分","047-475-8918","9:00～24:00","無し","35.69228053 140.0201572"
"id_shop_6bdb902a6e8c534795306f3a12218e08","6bdb902a6e8c534795306f3a12218e08","千葉レジャーランド野田店","野田市吉春776-1","国道16号線沿い野田市吉春地内","04-7120-3535","一部24時間営業","無し",""
"id_shop_04fa99ae87b46a5f4b36c375a4a0e6ff","04fa99ae87b46a5f4b36c375a4a0e6ff","ゲームプラザセントラル八王子店","八王子市東町12-15第5セントラルビル","JR八王子駅徒歩1分","0426-44-0078","10:00～翌1:00","無し","35.65802575 139.338208"
"id_shop_356aa71e6b4000903cf76777676b9e3a","356aa71e6b4000903cf76777676b9e3a","namco王子サンスクエア店","北区王子1-4-1サンスクエア2F","","03-5959-9830","","","35.7529261 139.7377633"
"id_shop_f5e78bff2c03b1908ba2b3cd1768be5c","f5e78bff2c03b1908ba2b3cd1768be5c","GiGO赤羽","北区赤羽1-7-9赤羽第一葉山ビルB1","","03-5249-3725","","","35.778926 139.722383"
"id_shop_0bc8c52e29847fbfdfc8e79db45225f2","0bc8c52e29847fbfdfc8e79db45225f2","Hey(タイトー)","千代田区外神田1-10-5広瀬本社ビル2F","JR秋葉原駅電気街口を出て徒歩2分","03-5209-2030","10:00～24:00","無し","35.698992 139.77108"
"id_shop_265720f89651ebfdfe956fda6a2001f7","265720f89651ebfdfe956fda6a2001f7","ゲームパニック秋葉原","千代田区外神田1-13-1第122東京ビル","","03-6285-2820","","","35.69891 139.77165"
"id_shop_513bc083677a54d369d2393b42dac9ad","513bc083677a54d369d2393b42dac9ad","東京レジャーランド秋葉原店","千代田区外神田1-9-5","JR秋葉原駅徒歩5分","03-5298-1360","10:00～25:00","無し","35.69887947 139.7701404"
"id_shop_001814da990cf07b5dcbe7d5135a5cad","001814da990cf07b5dcbe7d5135a5cad","東京レジャーランド秋葉原2号店","千代田区外神田4-3-3","JR秋葉原駅より徒歩5分","03-5209-5650","10:00～25:00","無し","35.70073433 139.7718424"
"id_shop_6d576bf96f874cb497d172745ed35cea","6d576bf96f874cb497d172745ed35cea","タイトーFステーションオリナス錦糸町店","墨田区太平4-1-2オリナスB1F","JR総武線錦糸町駅北口から徒歩5分","03-5610-7376","10:00～23:45","無し","35.700721 139.816024"
"id_shop_0aadfe9d4e192e856e854e7096a413c5","0aadfe9d4e192e856e854e7096a413c5","Amusement&Game MAGHREB","多摩市落合1-41-1マグレブWEST 1-2F","京王線・小田急線 多摩センター駅 徒歩1分","042-371-5556","10:00～24:00","無し","35.624024 139.423196"
"id_shop_9f0de49a34a719afb13295be1270603e","9f0de49a34a719afb13295be1270603e","GiGO大森","大田区山王2-1-5大森駅ララビル2F","","03-5709-0669","","","35.590043 139.72823"
"id_shop_18cb1521b5b08893e7b60374c929e88d","18cb1521b5b08893e7b60374c929e88d","ラウンドワン府中本町駅前店","府中市本町1-13-3カネタビル","JR南武線 府中本町駅すぐ","042-340-4901","10:00～24:00","無し","35.667312 139.477387"
"id_shop_b2d2ea1f15ddac0537d103e1739b4e3a","b2d2ea1f15ddac0537d103e1739b4e3a","新宿スポーツランド本館","新宿区新宿3-22-12","","03-3352-5489","","","35.6931679 139.7007553"
"id_shop_3a5c7b7ea93853bd0907cb04db287c9a","3a5c7b7ea93853bd0907cb04db287c9a","ゲームパニック新宿歌舞伎町","新宿区歌舞伎町1-20-1ヒューマックスパビリオン1-2F","","03-6265-9021","","",""
"id_shop_a180fee09aa2d82d610708ce4b1943ea","a180fee09aa2d82d610708ce4b1943ea","GiGO新宿歌舞伎町","新宿区歌舞伎町1-21-1第二東亜会館 2F","","03-3208-0571","","","35.695229 139.701323"
"id_shop_c9ddc71bd5c11b33f196d63518137208","c9ddc71bd5c11b33f196d63518137208","ラウンドワン板橋店","板橋区相生町16-13","都営地下鉄三田線「志村3丁目駅」徒歩7分","03-5922-3521","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.77658 139.67879"
"id_shop_768780575383f7f4cdc2817f5aa01363","768780575383f7f4cdc2817f5aa01363","東京レジャーランド吉祥寺店","武蔵野市吉祥寺本町1-3-7YSビル","","0422-27-2200","","","35.7038 139.57876"
"id_shop_dfd5509b51ca72a1f496ce1022eaafb5","dfd5509b51ca72a1f496ce1022eaafb5","ドットコム","江戸川区中葛西3-35-5","東京メトロ東西線 葛西駅そば","03-3804-0141","10:00～24:00","店舗にお問合わせください","35.66435788 139.8722306"
"id_shop_bcaf9ffa32c4dc6f97ae2885d293fccb","bcaf9ffa32c4dc6f97ae2885d293fccb","ラウンドワン南砂店","江東区南砂6-7-15トピレックプラザ4F","葛西橋通り沿い荒川より西へ1km","03-5617-6911","10:00～23:50","無し","35.67184786 139.8361845"
"id_shop_bf6d6f4a0b042802bc6e03d48d0ca227","bf6d6f4a0b042802bc6e03d48d0ca227","GiGO渋谷宮益坂","渋谷区渋谷1-14-14EST 1F･7F","","03-3409-4737","","","35.660097 139.702644"
"id_shop_d510ba3dbc1c859cd652174612b22c04","d510ba3dbc1c859cd652174612b22c04","タイトーステーション渋谷店","渋谷区渋谷1-24-12渋谷東映プラザB1","JR渋谷駅・宮益坂口より徒歩1分","03-5467-6565","10:00～24:00","無し","35.659983 139.70204"
"id_shop_d4ca6c2a8105f91bc228b4a69ec3424b","d4ca6c2a8105f91bc228b4a69ec3424b","タイトーステーション町田店","町田市原町田6-21-23マツヤマビル1F","JR横浜線町田駅より徒歩3分・小田急線町田駅より徒歩5分","042-739-6196","10:00～24:00","無し","35.542593 139.448333"
"id_shop_94d9b072e95d1117e7e9c90521dbfff2","94d9b072e95d1117e7e9c90521dbfff2","ラウンドワン町田店","町田市森野1-13-14","JR/小田急「町田駅」下車徒歩1分","042-710-0091","10:00～翌0:50","無し","35.54409488 139.4432407"
"id_shop_c586c6efa6e90d8c06d79f14f437a159","c586c6efa6e90d8c06d79f14f437a159","GiGO自由が丘","目黒区自由が丘2-10-9","","03-3725-3953","","","35.6084299 139.6653529"
"id_shop_731c20e12782283510b6f3491a194e86","731c20e12782283510b6f3491a194e86","タイトーステーション立川北口店","立川市曙町2-4-5クリサス立川 2-3F","","042-512-9651","","","35.699058 139.412162"
"id_shop_93518ea250950aa8fd166cb1a45753e8","93518ea250950aa8fd166cb1a45753e8","ユーズランド日の出店","西多摩郡日の出町大字平井字三吉野桜木237-3 3F","","042-588-8177","","","35.73493237 139.2750782"
"id_shop_437ff58f986496c00cc27a1a2439d1aa","437ff58f986496c00cc27a1a2439d1aa","モナコ調布駅前店","調布市布田4-2-22","京王線調布駅徒歩1分","0424-99-1383","10:00～24:00","無し",""
"id_shop_0795516521f50d10f5a9ba0a5f05d79b","0795516521f50d10f5a9ba0a5f05d79b","ゲームW店","豊島区南長崎5-27-6","西武池袋線 東長崎駅より徒歩2分","03-5983-7880","10:00～24:00","不定休","35.72942259 139.6828924"
"id_shop_7af4d276e14a32e889a4d7c2cf28e968","7af4d276e14a32e889a4d7c2cf28e968","ラウンドワン池袋店","豊島区東池袋1-14-1池袋スクエア","","03-5928-0221","10:00～翌0:50","無し","35.730175 139.714846"
"id_shop_f19845ba9689ad6257c2b6de237e8bde","f19845ba9689ad6257c2b6de237e8bde","タイトーステーション池袋西口店","豊島区西池袋1-15-9第一西池ビル","","03-6907-3560","","",""
"id_shop_361118b9ebaffa64042fe3bae977ec6b","361118b9ebaffa64042fe3bae977ec6b","神奈川レジャーランド厚木店","厚木市戸室5-31-1","小田急本厚木駅よりバスにてアンリツ前バス停下車徒歩1分","046-297-0503","一部24時間営業","無し","35.44802433 139.3431365"
"id_shop_dc08faab8f6ea5b4349e075ef454b832","dc08faab8f6ea5b4349e075ef454b832","小田原メトロポリス","小田原市前川219-4","小田原厚木道路 小田原東I.Cより約20分、富士見橋際交差点 巡礼街道すぐ入る。","0465-45-5682","10:00～24:00","無し","35.27873519 139.1940738"
"id_shop_8813b98c3611580f690beef415418614","8813b98c3611580f690beef415418614","ラウンドワン高津店","川崎市高津区二子4-8-1","田園都市線「高津駅」下車徒歩5分","044-813-3711","6:00～23:50","無し","35.60209119 139.6190552"
"id_shop_49ca9b85b9933b0588311266aa97382d","49ca9b85b9933b0588311266aa97382d","タイトーステーション溝の口店","川崎市高津区溝口1-11-8","","044-328-9262","","","35.600042 139.61245"
"id_shop_6f570f9aa2b4baa7243dbbebb27f8052","6f570f9aa2b4baa7243dbbebb27f8052","GiGO綱島","横浜市港北区綱島西2-6-29城田ビル3F","","045-547-1199","","","35.5364623 139.6324113"
"id_shop_92b6309a71a45b616849ca71929e3f73","92b6309a71a45b616849ca71929e3f73","タイトーステーション横浜西口五番街店","横浜市西区南幸1-12-9","JR・相鉄線・東横線・みなとみらい線 横浜駅より徒歩3分","045-411-5288","平日10:00～23:50 土日祝日9:00～23:50","無し","35.464648 139.619593"
"id_shop_b61565520299919f01b71b7f8cddd278","b61565520299919f01b71b7f8cddd278","ラウンドワン横浜駅西口店","横浜市西区南幸2-8-16","横浜駅西口より、パルナードを200m、ビブレ南側","045-412-0880","8:00～23:50、土日祝6:00～23:50","無し","35.46393717 139.6180549"
"id_shop_13781e997aa85fd475f15fb88f6e2567","13781e997aa85fd475f15fb88f6e2567","ドラマ港北インター店","横浜市都筑区東方町321-6","第三京浜港北IC右側交差点左折約500M","045-474-6604","10:00～24:00","無し","35.51925659 139.5847927"
"id_shop_213ff18c023db731a284e638713c1173","213ff18c023db731a284e638713c1173","タイトーステーション海老名ビナウォーク店","海老名市中央1-18-1ビナウォーク6番館2F","JR相模線、相鉄線、小田急線、海老名駅より徒歩5分","046-292-5160","10:00～24:00","無し","35.452455 139.395834"
"id_shop_1c6e33eaf98ce68161c2ad2be634a27d","1c6e33eaf98ce68161c2ad2be634a27d","ムトス相模原店","相模原市中央区中央2-1-5","JR横浜線相模原駅徒歩15分国道16号線近く","042-776-5001","10:00～24:00","無し","35.57350902 139.3710322"
"id_shop_cd09b9e9460785557be8e87852306235","cd09b9e9460785557be8e87852306235","GiGO相模大野","相模原市南区相模大野3-13-2フレスコビル2F","","042-741-8195","","","35.532177 139.436075"
"id_shop_dc7e85bf8f5580e609fa2a9a8c943eb9","dc7e85bf8f5580e609fa2a9a8c943eb9","タイトーFステーション上越店","上越市富岡3524J-maxシアター内1F","J-MAXシアター1F","025-530-7115","","","37.148097 138.259034"
"id_shop_6b0e0c641daadb6ba03f0ba1cf4e2495","6b0e0c641daadb6ba03f0ba1cf4e2495","ラウンドワン新潟店","新潟市中央区美咲町2-1-38","新潟バイパス 黒崎ICより約5分・ホンマ健康ランド様前","025-280-1322","月9:00～23:50 火～金10:00～23:50、土日祝6:00～23:50","無し",""
"id_shop_c0987a4f7ba442b627f24df2bb266137","c0987a4f7ba442b627f24df2bb266137","キッズサーカス五福","富山市五福1143-1アリスショッピングセンター内","新富山駅出口から徒歩約5分 大学前(富山県)駅出口から徒歩約9分(道案内)","076-433-0051","","","36.6952978 137.1904708"
"id_shop_9fd8499b24994304ddb7795751e0bc86","9fd8499b24994304ddb7795751e0bc86","トヤマレジャーランド呉羽店","富山市高木字貝塚2054","県道44号線沿い呉羽本町交差点を富山方面方向に車で3分","076-434-5336","一部24時間営業","無し","36.71545083 137.1579046"
