id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_3186d44da4e74d9fca68ccff7b53f93b","3186d44da4e74d9fca68ccff7b53f93b","GiGO帯広稲田","帯広市稲田町南8線西12-1スズランボウル内","イトーヨーカドー帯広店隣り","080-7351-3976","平日・祝日10:00～24:00 / 土日8:00～24:00","無し","42.89057652 143.1965812"
"id_shop_c2edbf167ab4012e141361d9ed75239d","c2edbf167ab4012e141361d9ed75239d","カラオケルームキャッツアイ恵庭店","恵庭市住吉町2-9-1","JR恵庭駅下車徒歩20分","0123-32-1500","10:00～24:00","無し","42.87586684 141.5834741"
"id_shop_7e18dc21a90f7bdf0cacfb602211066f","7e18dc21a90f7bdf0cacfb602211066f","キャッツアイ静内店","日高郡新ひだか町静内木場町2-1-41","","0146-43-0888","10:00～24:00","","42.341483 142.354614"
"id_shop_d09699e20526b401db16ca2e44416644","d09699e20526b401db16ca2e44416644","遊ランド春光店","旭川市春光1条7-2-25","JR旭川駅車20分","0166-55-3355","11:00～翌4:00","無し","43.798192 142.373983"
"id_shop_8bca737af6c3cb0eeff2a69403329f86","8bca737af6c3cb0eeff2a69403329f86","ラウンドワン旭川店","旭川市永山3条1-4-7","国道39号 永山3条1丁目","0166-49-5071","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_416cb791a9d1e95eb6bd292cfb4be445","416cb791a9d1e95eb6bd292cfb4be445","遊ランド西御料店","旭川市西御料5条2-64-19","旭川環状線1号から美瑛・富良野方面へお進み下さいませ","0166-60-5050","平日12:00～翌3:00 金・土・祝前日11:00～翌5:00","無し","43.723884 142.368924"
"id_shop_b8c2d2d06b5f9473b61bd91f4a16e769","b8c2d2d06b5f9473b61bd91f4a16e769","タイトーステーション札幌狸小路2丁目店","札幌市中央区南三条西2-14ニコービル","","011-213-1115","","","43.05729 141.355525"
"id_shop_a653d257079fbce7e8d6596e1bbc4e5a","a653d257079fbce7e8d6596e1bbc4e5a","ラウンドワン札幌すすきの店","札幌市中央区南五条西3-6-1札幌東宝公楽ビル","札幌市営地下鉄「すすきの駅」「豊水すすきの駅」より徒歩約2分","011-520-1022","6:00～23:50","無し","43.05431311 141.3540587"
"id_shop_d8e76ce0023e0618a16c6dddef77cfef","d8e76ce0023e0618a16c6dddef77cfef","GiGO札幌駅西口","札幌市北区北6条西6-1-1WEST6","","080-7173-6552","","",""
"id_shop_81a24f1e28a5d907b628685da52bee1e","81a24f1e28a5d907b628685da52bee1e","キャッツアイ新川店","札幌市北区新川2条7-1-7","札樽自動車道新川IC前","011-766-2828","10:00～24:00","無し",""
"id_shop_394069865c7ea14f636a69ff1b90a8a5","394069865c7ea14f636a69ff1b90a8a5","キャッツアイ篠路店","札幌市北区篠路1条4-6-30","JR篠路駅下車徒歩20分","011-776-1500","10:00～24:00","無し","43.14070168 141.3571701"
"id_shop_b61d109b6b4301a5c9ba5d5c01b24a6c","b61d109b6b4301a5c9ba5d5c01b24a6c","カラオケルームキャッツアイ新札幌店","札幌市厚別区厚別東5条1-2-10","JR、札幌市営地下鉄新札幌駅下車徒歩20分","011-899-1500","10:00～24:00","無し","43.04493545 141.4754191"
"id_shop_a5d5ffbfdb8c704beb756277ec8e5c38","a5d5ffbfdb8c704beb756277ec8e5c38","GiGO西友手稲","札幌市手稲区前田1条11西友手稲店3F","西友手稲店3F","080-7127-7065","ゲームコーナー9:00～26:00 / メダルコーナー9:00～24:00","無し",""
"id_shop_7c9e10e372e12f4e4bdda8ec84809f69","7c9e10e372e12f4e4bdda8ec84809f69","キャッツアイ宮の沢店","札幌市手稲区西宮の沢5条2-11-15","札樽自動車道札幌西ICから車で3分","011-688-8682","10:00～24:00","無し","43.09655936 141.2574555"
"id_shop_de967e1a41eac5fe2fdab8175c2c02be","de967e1a41eac5fe2fdab8175c2c02be","ラウンドワン札幌北21条店","札幌市東区北21条東1-1-21","[市営地下鉄南北線 北24条駅] 南北線北24条駅2番出口より北24条通り東へ430m。創成川通り(石狩街道)を東へ470m  徒歩約15分","011-733-8801","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","43.08681907 141.3495671"
"id_shop_a69c4e4a85a64e489e74ba6999d44eb0","a69c4e4a85a64e489e74ba6999d44eb0","アドアーズ北42条店","札幌市東区北42条東7-1","丘珠空港通 ドン・キホーテ2F","011-748-7530","10:00～23:00","無し","43.11197882 141.3551118"
"id_shop_a35f4f2cc96cb5c9f07986ff7d31cb6a","a35f4f2cc96cb5c9f07986ff7d31cb6a","キャッツアイ東苗穂店","札幌市東区東苗穂6条2-1-25","札樽自動車道雁来ICから車3分","011-789-1500","10:00～24:00","無し","43.09235265 141.4070002"
"id_shop_18793d7c6adef50adba2c0cb56e6aa63","18793d7c6adef50adba2c0cb56e6aa63","タイトーステーションイオン札幌平岡店","札幌市清田区平岡3条5-3-1イオンモール札幌平岡店2F","","011-889-5242","","","42.99829 141.45922"
"id_shop_259cb0243f70ae8d5694e14333300257","259cb0243f70ae8d5694e14333300257","ゲームパークキャッツアイ清田店","札幌市清田区清田1条1-20-1","国道36号線、札幌ドームより車5分","011-884-2828","10:00～24:00","無し",""
"id_shop_3c6777c2d90eca527854deba4ab6adb6","3c6777c2d90eca527854deba4ab6adb6","ラウンドワン札幌白石本通店","札幌市白石区本通-16-北1-50","札幌市営地下鉄東西線「南郷18丁目」駅より徒歩約10分","011-865-8051","10:00～24:00","無し",""
"id_shop_61c72dfaf766a6bc416c72c8bc6652f3","61c72dfaf766a6bc416c72c8bc6652f3","カラオケルームキャッツアイ栄通店","札幌市白石区栄通19-11-43","札幌市営地下鉄南郷18丁目駅下車徒歩15分","011-855-4412","10:00～24:00","無し",""
"id_shop_fff3266dae2435b4b2a38348689fae3b","fff3266dae2435b4b2a38348689fae3b","カラオケルームキャッツアイミュンヘン大橋店","札幌市豊平区平岸1条23-1-21","「ミュンヘン大橋」より車3分","011-816-0168","日～木・祝日:10:00～翌1:00 金・土・祝前日:10:00～翌3:00","無し",""
"id_shop_d86c94c5b3dd45e7b6af1f65521bee96","d86c94c5b3dd45e7b6af1f65521bee96","モーリーファンタジー中標津","標津郡中標津町南町3-10東武サウスヒルズ1F","","070-3100-4473","","",""
"id_shop_1fae33fa6bb34c5ada1cd3b4fd60985e","1fae33fa6bb34c5ada1cd3b4fd60985e","PALO網走","網走市駒場北5-83駒場ショッピングタウン内","","070-3100-4523","","",""
"id_shop_0863f91cd5546570254d6f7ebc230c0a","0863f91cd5546570254d6f7ebc230c0a","キャッツアイ苫小牧駅前店","苫小牧市木場町1-3","","0144-82-8538","","",""
"id_shop_66d7e7ba93cfca56bea1fe18ee6cd15d","66d7e7ba93cfca56bea1fe18ee6cd15d","ファンタジープラザ苫小牧店","苫小牧市木場町1-6-1MEGAドンキホーテ苫小牧店2F","","0144-34-4390","","","42.64112709 141.5953404"
"id_shop_b83456d708c4830eaba66358a59f3ded","b83456d708c4830eaba66358a59f3ded","GiGOイオンモール苫小牧","苫小牧市柳町3-1-20イオンモール苫小牧2F","JR苫小牧駅よりバス20分","0144-52-1212","ゲームコーナー9:00～24:00 / メダルコーナー9:00～23:30","無し","42.65619751 141.6419704"
"id_shop_9af5d1c78f498bffd384655250553593","9af5d1c78f498bffd384655250553593","PALO苫小牧","苫小牧市糸井135-1トライアルG棟","","070-3100-5504","","",""
"id_shop_d2a6165b5538848b71be8d4157c9185a","d2a6165b5538848b71be8d4157c9185a","ギャラクシーゲート星が浦","釧路市星が浦大通2-5","星が浦大通2丁目 バス停近く","0154-52-0099","10:00～24:00","無し","43.014364 144.320172"
"id_shop_4d41b23a1559252ddf68e600a3e5522b","4d41b23a1559252ddf68e600a3e5522b","タイトーステーションイオンモール釧路昭和","釧路市昭和中央4-18-1イオンモール釧路昭和2F","JR釧路駅より車で約15分または、くしろバス「イオン釧路昭和店」降車","0154-55-4623","9:00-翌1:00","無し","43.027025 144.360201"
"id_shop_bd9cccd100c187cc081839e24d176227","bd9cccd100c187cc081839e24d176227","ビックバン釧路","釧路郡釧路町木場2-1-1","","0154-38-1666","","",""
"id_shop_8a72372e337fbc49b0fd4cee50ea8fd4","8a72372e337fbc49b0fd4cee50ea8fd4","PALOむつ","むつ市中央2-7-8","","070-3100-4671","","",""
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～22:00","無し","40.60188383 141.4176032"
"id_shop_e739429d5e4599885a2dd64f185dc423","e739429d5e4599885a2dd64f185dc423","PALO五所川原","五所川原市大字唐笠柳字藤巻641-1","","070-3100-5496","","",""
"id_shop_67b012669cbaf1d46a8610968e55443a","67b012669cbaf1d46a8610968e55443a","タイトーFステーション八戸店","八戸市三日町27","","017-838-3757","","","40.509433 141.490509"
"id_shop_52d6fc90dfd360985f3969cc717990e8","52d6fc90dfd360985f3969cc717990e8","GiGO八戸","八戸市城下4-25-14","","0178-43-7817","","","40.519862 141.498255"
"id_shop_6a80f46ca5bc4d9d4792f43032a7155e","6a80f46ca5bc4d9d4792f43032a7155e","ファンタジードームはちのへ","八戸市江陽2-14-1ラピア長崎屋八戸店内","長崎屋八戸店内","0178-47-1370","10:00～20:00","無し","40.5217548 141.5034775"
"id_shop_9fa0bdcb8f6075f4813651ed7210b893","9fa0bdcb8f6075f4813651ed7210b893","ゆりの木ボウル","八戸市鷹匠小路10-3","","0178-45-1022","","","40.506688 141.493379"
"id_shop_ab7827fe013b77c9d13f4a5cbe815900","ab7827fe013b77c9d13f4a5cbe815900","イーグルボウル","十和田市東四番町3-39","","0176-25-1233","","","40.60882 141.22112"
"id_shop_f857152de32c6da3f2deb458963e593c","f857152de32c6da3f2deb458963e593c","ラウンドワン青森店","青森市浜田3-1-1","青森自動車道 青森中央IC下車 浜田ドリームタウンアリー内","017-762-3591","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_deee26a4cf3e956148afa5a48580276e","deee26a4cf3e956148afa5a48580276e","PALO黒石","黒石市富士見103-3","","070-3100-4675","","","40.6669347 140.5990552"
"id_shop_b959ed59f8e5429ebc864ece5e8d02cb","b959ed59f8e5429ebc864ece5e8d02cb","BINGO一関店","一関市山目字中野92-1","一関ICを降り342号線を4号線方面へ 4号線の交差点を右折、100メートル右側 一関消防署隣り","0191-25-6899","10:00～24:00","無し","38.93346883 141.1175074"
"id_shop_a982c1b50b1e2fb2254200f7619d5d91","a982c1b50b1e2fb2254200f7619d5d91","ニコアプレイランド","二戸市米沢字荒谷25","","0195-25-5000","","","40.282931 141.294292"
"id_shop_3dd7b45168bf9fa76dbb0f19e845bfed","3dd7b45168bf9fa76dbb0f19e845bfed","G3ポロスイオンタウン北上店","北上市里分4地割20-1","","0197-65-7888","9:00～24:00","無し",""
"id_shop_419e00954b9c358893e8041bb425d517","419e00954b9c358893e8041bb425d517","テクノワールド","奥州市江刺愛宕梁川127-1","","0197-47-3619","店舗にてご確認ください","無し","39.179225 141.162155"
"id_shop_82e3225247841c0b5f89c3ddc48e4c88","82e3225247841c0b5f89c3ddc48e4c88","タイトーステーション盛岡マッハランド店","盛岡市上堂1-2-38","国道4号線沿い、マッハランド内。","019-648-1408","10:00～24:00","無し","39.723902 141.126913"
"id_shop_0ddb92f7f661a49636ecee6a4274ba3e","0ddb92f7f661a49636ecee6a4274ba3e","サンシャイン","盛岡市大通2-7-21","盛岡大通り沿い","019-622-9516","10:00～24:00","無し","39.70320065 141.1454348"
"id_shop_68786b87f109492a2b6d8c56ae24ac68","68786b87f109492a2b6d8c56ae24ac68","タイトーFステーション盛岡南店","盛岡市津志田町2-1-77","国道4号線沿い、津志田交差点近く。","019-639-9185","10:00～24:00","無し","39.666626 141.157277"
"id_shop_2c446cb47c1959b6b7b387c541f5c8c4","2c446cb47c1959b6b7b387c541f5c8c4","ラウンドワン盛岡店","盛岡市盛岡駅西通2-10-35","盛岡駅 西口すぐ","019-654-9011","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_7a63d9a6a36ac7a0e27af2606daacd9f","7a63d9a6a36ac7a0e27af2606daacd9f","タイトーステーション仙台ベガロポリス店","仙台市太白区西多賀5-24-1","国道286号沿い、JR長町駅より車で10分","022-307-3685","10:00～24:00","無し","38.2198309 140.8461206"
"id_shop_ff0217141ca6e6ac9dcb089c8aea0ed8","ff0217141ca6e6ac9dcb089c8aea0ed8","THE 3RDプラネットBivi仙台店","仙台市宮城野区榴岡2-1-25","JR仙台駅東口徒歩1分","022-742-0543","9:00～24:00","無し","38.26104517 140.8836926"
"id_shop_4fd5b9951773260e25426acd35c387df","4fd5b9951773260e25426acd35c387df","ラウンドワン仙台苦竹店","仙台市宮城野区苦竹1-7-10","JR仙石線苦竹駅すぐ","022-788-2581","10:00～23:50 土日祝6:00～23:50","無し","38.26828399 140.9172614"
"id_shop_4849b02f89f69504e072941c1aa5dd5b","4849b02f89f69504e072941c1aa5dd5b","スーパーノバイオン仙台中山","仙台市泉区南中山1-35-57イオン仙台中山店別館3F","","022-347-3139","","","38.299061 140.828497"
"id_shop_874719677a4d433259d033e7f2de26c7","874719677a4d433259d033e7f2de26c7","GAME BANK","仙台市泉区大沢2-5-4","東北自動車道 泉インター直ぐ","022-776-5677","9:00～24:00","無し","38.352801 140.877385"
"id_shop_61ab9402ef3b52689fcfcbc2bcf04976","61ab9402ef3b52689fcfcbc2bcf04976","ゲームコーナー東部","仙台市若林区六丁の目中町26-60","六丁目の交差点より多賀城方面へ向かい車で5分。産業通り沿い。","022-287-5880","9:00～24:00","無し","38.25101621 140.9438974"
"id_shop_5949cea6aa4154f939b395b5b703f154","5949cea6aa4154f939b395b5b703f154","スーパーノバ仙台一番町","仙台市青葉区一番町4-5-13サンシャインビル1F","","022-393-6746","","","38.26424 140.87121"
"id_shop_3a9920918027b30c5689d603a7086f2c","3a9920918027b30c5689d603a7086f2c","タイトーステーション仙台名掛丁店","仙台市青葉区中央1-7-13","JR仙台駅・地下鉄仙台駅より徒歩5分(ハピナ名掛丁アケード内)","022-215-1664","9:00～24:00","無し","38.262028 140.879112"
"id_shop_90499a6a90ec437f76d8174a072f3dd1","90499a6a90ec437f76d8174a072f3dd1","タイトーステーション仙台クリスロード店","仙台市青葉区中央2-3-25","JR仙台駅・地下鉄仙台駅より徒歩8分(ハピナ名掛丁アーケード内)","022-262-2541","9:00～24:00","無し","38.261006 140.875705"
"id_shop_a9989061b8a0aa39ef93f479f8b6ff30","a9989061b8a0aa39ef93f479f8b6ff30","GiGO仙台","仙台市青葉区中央2-5-5三経60ビル","","022-211-1922","","","38.26181 140.87675"
"id_shop_ba16a2c227e3836112fd28acd5175e38","ba16a2c227e3836112fd28acd5175e38","GiGO名取","名取市飯野坂字土城堀57-1","","022-384-8950","","",""
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","スーパーノバ仙台利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135"
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","",""
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394"
"id_shop_4dbebcbd6747ba4c940ab5d2c58c9940","4dbebcbd6747ba4c940ab5d2c58c9940","ロックンボウル","秋田市広面字長沼301","","018-831-6900","10:00～翌5:00","無し","39.71725634 140.1434496"
"id_shop_585cbcd062328134671cb93ba7098be9","585cbcd062328134671cb93ba7098be9","モーリーファンタジー能代","能代市柳町11-1イオン3F","","070-3100-4928","","","40.2090941 140.0241046"
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","スーパーノバ天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732"
"id_shop_64c72ea059cf68d6ad3ec118709c3a91","64c72ea059cf68d6ad3ec118709c3a91","ゲームゾーントレジャー吉原店","山形市前明石1352-5","ジャスコ山形南店側","023-646-9336","10:00～24:00","無し",""
"id_shop_27367e5680a5547d0342d49e75048228","27367e5680a5547d0342d49e75048228","ゲームゾーントレジャー北町店","山形市北町2-2-45山形ファミリーボウル内","","023-682-3356","","","38.268738 140.329329"
"id_shop_075430ff15824ab223926be759630f33","075430ff15824ab223926be759630f33","パルケデアミーゴ","山形市嶋北1-3-1","","023-682-1613","","","38.2836681 140.3205057"
"id_shop_e4f8df8b2db348866fae8a6583af59e9","e4f8df8b2db348866fae8a6583af59e9","ビーカム成沢店","山形市成沢西5-3-27","ヤマザワ成沢店側","023-689-0366","10:00～24:00","無し","38.20856169 140.3177262"
"id_shop_1f89d6c7a21af80bfe4b4f258ed16694","1f89d6c7a21af80bfe4b4f258ed16694","GiGO新庄","新庄市金沢1068","","080-7037-0268","","",""
"id_shop_f3778a2c21ba4a9996ef4f57f0672fb7","f3778a2c21ba4a9996ef4f57f0672fb7","GiGO米沢","米沢市大字花沢字タナコ原177","","0238-24-0666","","","37.9109512 140.1314743"
"id_shop_58db78c35453acc6f4d18a1f0ca7d482","58db78c35453acc6f4d18a1f0ca7d482","モーリーファンタジー米沢","米沢市春日2-13-4イオン2F","","070-3100-5149","","","37.9229912 140.1061577"
"id_shop_14199ee45a17698ba623dd6e5dc6fd78","14199ee45a17698ba623dd6e5dc6fd78","アピナ鶴岡店","鶴岡市文下字広野1-1","","0235-29-1141","","","38.75839782 139.8439993"
"id_shop_0ce8d1a451be3a55643f66bc6198ab04","0ce8d1a451be3a55643f66bc6198ab04","ドリームファクトリーいわき店","いわき市中央台飯野4-1","","0246-28-3008","","","37.013416 140.917648"
"id_shop_68e31355a4b6578ade5b47789878c8cd","68e31355a4b6578ade5b47789878c8cd","嶺宝スポーツセンター","いわき市小名浜住吉字折返2-2","6号バイパス住吉交差点横","0246-58-8093","11:00～23:00","火曜日","36.97400283 140.8903913"
"id_shop_4440dc7d9b3a10b112f93b580abbd2f1","4440dc7d9b3a10b112f93b580abbd2f1","モーリーファンタジーいわき","いわき市平字三倉68-1イオン3F","","070-3100-5372","","","37.0510809 140.8959972"
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","スーパーノバ会津","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191"
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354"
"id_shop_551eebd41102424523691ddf0f7e5f30","551eebd41102424523691ddf0f7e5f30","THE 3RDプラネット福島店","福島市栄町1-1パワーシティーピポット内","JR福島駅構内","024-526-3536","9:00～24:00","無し","37.75708655 140.4603393"
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","スーパーノバ福島","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72791083 140.4671033"
"id_shop_8217051d78c617aee5598c43a05a8afd","8217051d78c617aee5598c43a05a8afd","ゲームスペースA-3","西白河郡西郷村豊作西15-16-17","新白河駅高原口より徒歩3分","0248-23-3421","10:00～24:00","無し","37.12433442 140.1824915"
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し",""
"id_shop_ca0feffeab21eb0fbab07a7a4a784ad2","ca0feffeab21eb0fbab07a7a4a784ad2","アミューズパーク郡山店","郡山市安積町日出山2-80","JR郡山駅より車で10分。東部幹線沿い。","0249-44-9898","店舗にてご確認ください","無し","37.37446344 140.3838207"
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929"
"id_shop_5dceedeab4f1ab37b3e6ccfce0a10b16","5dceedeab4f1ab37b3e6ccfce0a10b16","namcoイオンタウン郡山店","郡山市松木町2-88イオンタウン郡山","","024-943-2715","","","37.389283 140.390809"
"id_shop_b60c5050c68c9cf00045402a6254f5c5","b60c5050c68c9cf00045402a6254f5c5","ゲームメガみらい平店","つくばみらい市陽光台1-14-1","みらい平駅前","0297-20-7070","9:30～24:00","無し",""
"id_shop_cc46293e13922d30910df91d3fd4d769","cc46293e13922d30910df91d3fd4d769","ゲームメガつくば店","つくば市小野崎177-2","","029-846-1200","","","36.07682559 140.1047877"
"id_shop_dc2d248ebb8f944c7a671fb971881ad0","dc2d248ebb8f944c7a671fb971881ad0","GiGOデイズタウンつくば","つくば市竹園1-9-2デイズタウンつくばB1F","つくば駅徒歩5分デイズタウンつくばB1F","070-1459-0875","10:00～24:00","無休","36.07768145 140.1153322"
"id_shop_675284c3ffd1b400d8bd183b63067f4f","675284c3ffd1b400d8bd183b63067f4f","アミューズビバ","ひたちなか市東大島2-11-11-1Fゲームコーナー","勝田駅東口より北へ1km","029-274-7311","","","36.40636031 140.5317325"
"id_shop_4239056cc44c43fd631159e17878c578","4239056cc44c43fd631159e17878c578","GiGOひたちなか別館","ひたちなか市田中後40-2","北関東自動車道 ひたちなかインターから車で約5分","029-263-7615","10:00～24:00","無し","36.34746899 140.5800737"
"id_shop_1c0c48cf7a252372413c7fd5794bec2c","1c0c48cf7a252372413c7fd5794bec2c","ピンクパンサー 下妻店","下妻市小島884-10","国道旧294号線沿い","0296-43-6880","12:00～24:00","無し","36.17067062 139.9664734"
"id_shop_ff550daad1fa57b20a57cf08d83ca6d7","ff550daad1fa57b20a57cf08d83ca6d7","ゲームパドック プラスワン","古河市小堤1916-1","国道125号、古河方面から下妻方面に走行、新幹線のガードをくくって500m左手","0280-98-5161","9:00～24:00","無し","36.2067047 139.7580433"
"id_shop_a123c5205858b26cf39f820cd158dcbe","a123c5205858b26cf39f820cd158dcbe","フェスタ古河店","古河市松並2-18-10マーケットシティ古河内","マーケットシティ古河内","0280-32-1138","10:00～24:00","無し","36.20960151 139.7086044"
"id_shop_36a08115550b29b8ba4174361caf2e79","36a08115550b29b8ba4174361caf2e79","楽市楽座イオンモール土浦店","土浦市上高津367イオン土浦ショッピングセンター3F","イオン土浦ショッピングセンター内","029-826-8907","9:00～21:00","無し",""
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958"
"id_shop_32ab165b7c80a472a0e4e261b647e86e","32ab165b7c80a472a0e4e261b647e86e","ピンクパンサー土浦店","土浦市木田余4585-3","","029-886-6467","","","36.106571 140.215204"
"id_shop_5d640c951c494ae457dd990c2e41e19b","5d640c951c494ae457dd990c2e41e19b","タイトーFステーションヨークタウン坂東店","坂東市辺田1104-1ヨークタウン坂東内","","092-626-1775","","","36.037647 139.892232"
"id_shop_3d4a60c258b360a0ec49db6d65fd9d70","3d4a60c258b360a0ec49db6d65fd9d70","ゲームメガ日立店","日立市東多賀町5-10-10","常陸多賀駅徒歩5分","0294-32-1983","10:00～24:00","無し","36.54818909 140.6305166"
"id_shop_7688bbc369dace6ea432c984ef3c753c","7688bbc369dace6ea432c984ef3c753c","K-1BOWL","日立市石名坂町2-2-10","","0294-53-2277","","","36.513432 140.605082"
"id_shop_f4ec7c6fa3edd65f52423bc5f753eea8","f4ec7c6fa3edd65f52423bc5f753eea8","タイトーステーションイオンタウン水戸南店","東茨城郡茨城町長岡3480-101イオンタウン水戸南ショッピングC","","029-297-8081","","","36.310917 140.442207"
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138"
"id_shop_68fe8aa7f51d23c93b13bad0bfa94ce7","68fe8aa7f51d23c93b13bad0bfa94ce7","GiGO水戸南","水戸市千波町2017-1","","029-244-1045","","","36.350325 140.443003"
"id_shop_318a188355a94d66dc86040934f382a4","318a188355a94d66dc86040934f382a4","スタジオプリモ水戸店","水戸市宮町1-2-4マイム1F","","070-6983-6155","","","36.371502 140.477417"
